,t2m,tp,log_tp,snr,ssrd,skt,q
1997-03-17,298.8894,15.006324,2.772984,12.107784,16.894005,298.36987,0.017694
1997-03-18,298.42206,18.722837,2.981777,10.483983,15.64073,298.2611,0.017604
1997-03-19,299.7216,4.941076,1.78189,12.483566,18.167408,298.79706,0.017544
1997-03-20,298.91843,1.322594,0.842685,12.045564,17.751644,298.03113,0.017772
1997-03-21,299.61,3.240347,1.444645,11.714802,17.253223,298.90057,0.018071
1997-03-22,298.88815,4.573794,1.718076,10.888524,15.613787,297.96466,0.017958
1997-03-23,298.79086,3.850808,1.579145,9.873518,14.639969,298.297,0.017937
1997-03-24,298.6833,3.906778,1.590618,8.508427,12.719274,298.06033,0.017848
1997-03-25,299.04684,5.284922,1.838153,11.213599,16.268337,297.99545,0.018199
1997-03-26,298.3069,12.038086,2.567875,7.950343,11.540385,297.14383,0.01762
1997-03-27,299.19354,3.491073,1.502092,9.036983,13.058764,298.3326,0.018
1997-03-28,298.37833,10.149451,2.41139,8.542233,12.24697,298.57672,0.018142
1997-03-29,299.0772,7.4051,2.128839,9.512487,13.538259,298.44278,0.01806
1997-03-30,299.11505,6.576851,2.025098,10.19362,14.623031,298.52643,0.017954
1997-03-31,298.63693,12.231598,2.582608,10.073885,14.466885,298.34756,0.017872
1997-04-01,297.98767,8.553605,2.256919,6.267031,9.519413,297.30017,0.017707
1997-04-02,298.1157,1.466885,0.902956,4.583326,7.368336,296.9921,0.017897
1997-04-03,300.26004,2.43199,1.23314,14.338775,20.241398,299.12982,0.017589
1997-04-04,298.86304,10.394723,2.43315,11.621058,16.63531,298.77203,0.018502
1997-04-05,298.51117,15.008499,2.77312,11.052045,15.732057,298.5234,0.017754
1997-04-06,299.81573,10.999054,2.484828,13.893176,19.470041,299.4221,0.017976
1997-04-07,299.38507,3.115564,1.414776,11.093278,16.36305,298.63474,0.018443
1997-04-08,297.4695,18.97607,2.994535,8.053742,11.989324,297.23544,0.017792
1997-04-09,299.33395,1.044236,0.715024,14.180797,20.392076,299.38583,0.016997
1997-04-10,298.81296,6.006758,1.946875,12.956464,18.581114,298.79807,0.017935
1997-04-11,300.23413,13.747418,2.691068,14.166519,20.3163,299.56973,0.017859
1997-04-12,299.4159,4.483534,1.70175,11.195598,16.711185,298.74707,0.018226
1997-04-13,298.3509,9.010974,2.303682,10.174468,14.699037,298.0424,0.01866
1997-04-14,298.8268,6.75603,2.048471,12.298773,18.014994,299.19516,0.017556
1997-04-15,299.4472,18.58159,2.97459,15.07563,21.182697,298.4928,0.017135
1997-04-16,298.83798,12.918391,2.633211,10.512906,15.527982,297.85397,0.01771
1997-04-17,298.20898,11.323168,2.511481,12.036857,17.363192,298.172,0.017636
1997-04-18,299.6961,3.17267,1.428556,14.027556,20.540016,299.1082,0.017914
1997-04-19,300.1774,1.256193,0.813679,14.477154,21.309072,299.48013,0.017724
1997-04-20,300.05008,3.754434,1.559078,14.559057,20.864733,299.3961,0.018035
1997-04-21,299.8759,5.380528,1.853251,12.232783,17.91454,299.411,0.018705
1997-04-22,299.10062,10.117712,2.40854,10.351328,14.769192,298.47165,0.018555
1997-04-23,299.95114,13.023311,2.640721,12.776369,17.855291,299.3721,0.018429
1997-04-24,297.4863,11.725062,2.543573,5.764125,8.709905,296.70584,0.017338
1997-04-25,298.48108,11.839467,2.552524,12.527929,17.775034,298.74658,0.017994
1997-04-26,298.75687,11.654195,2.537989,9.47449,13.507289,298.0253,0.018093
1997-04-27,299.44843,7.370037,2.124658,13.907647,19.148087,299.04068,0.017729
1997-04-28,298.85904,10.272799,2.422393,10.028309,14.619191,298.48538,0.018373
1997-04-29,298.94583,11.92198,2.55893,7.84214,11.138359,298.25174,0.018759
1997-04-30,299.43332,3.536156,1.51208,12.87985,18.316332,299.3122,0.01802
1997-05-01,299.29095,4.69584,1.739736,12.858597,18.40896,298.81076,0.018401
1997-05-02,299.14862,8.794417,2.281813,9.946523,14.270251,298.9046,0.018759
1997-05-03,299.58438,7.314905,2.11805,12.451208,17.709702,298.97812,0.01811
1997-05-04,300.0595,3.305596,1.459916,14.439595,20.68688,299.49786,0.018033
1997-05-05,300.42856,7.361207,2.123603,14.244974,19.988548,299.87524,0.018603
1997-05-06,299.9302,15.155315,2.782249,12.504355,17.531439,299.09467,0.018209
1997-05-07,300.07306,2.67057,1.300347,11.776683,17.026287,299.50446,0.018861
1997-05-08,300.06552,5.677912,1.898805,11.977041,17.255018,299.08704,0.018811
1997-05-09,299.90118,4.489899,1.70291,12.178711,17.548864,299.29688,0.019041
1997-05-10,299.7559,4.766601,1.752083,10.304321,15.187973,299.27298,0.018994
1997-05-11,298.60666,16.536444,2.864281,8.451316,11.942322,298.5249,0.019353
1997-05-12,300.26102,6.080008,1.957275,10.771744,15.364851,299.59476,0.019207
1997-05-13,298.77332,14.67224,2.751891,7.630904,11.201447,298.0954,0.019138
1997-05-14,299.30176,9.664528,2.366923,9.54181,13.860515,298.39133,0.018585
1997-05-15,299.34357,7.310352,2.117502,9.776756,14.187956,298.41406,0.018773
1997-05-16,298.64584,1.810505,1.033364,3.828015,6.517466,298.20737,0.018987
1997-05-17,298.4316,0.374746,0.318269,1.368946,3.792924,297.834,0.018612
1997-05-18,300.0816,0.969004,0.677528,11.504785,17.187826,299.50143,0.018381
1997-05-19,299.67532,0.403168,0.338733,11.92558,17.629929,298.81897,0.017939
1997-05-20,300.21063,3.53377,1.511554,12.367255,18.61158,299.55728,0.017918
1997-05-21,299.97955,0.908176,0.646148,14.160766,20.865204,299.82242,0.018556
1997-05-22,300.35574,0.330915,0.285867,13.756417,20.672295,299.71454,0.017781
1997-05-23,299.93607,1.852207,1.048093,14.138239,20.778475,299.85364,0.018254
1997-05-24,299.32382,2.684072,1.304019,11.937993,17.454496,299.1353,0.01817
1997-05-25,300.01636,1.634732,0.968781,14.558153,20.871061,299.77795,0.018852
1997-05-26,300.33752,1.994066,1.096632,12.495603,18.885042,299.5318,0.018354
1997-05-27,300.21573,3.260274,1.449333,12.873238,18.977692,299.50443,0.018013
1997-05-28,299.54926,9.103314,2.312863,15.037473,21.551699,299.59348,0.017822
1997-05-29,299.70514,2.429464,1.232404,11.529315,17.240063,298.969,0.017968
1997-05-30,300.52908,0.477597,0.390417,13.63425,20.336193,299.94528,0.018275
1997-05-31,300.90652,0.63205,0.489837,12.839774,19.598745,300.01764,0.01822
1997-06-01,300.4173,0.676186,0.516521,12.970404,19.600357,299.81012,0.018907
1997-06-02,300.71445,1.968925,1.0882,13.213622,19.888254,299.85022,0.017508
1997-06-03,300.75937,1.798632,1.029131,14.025229,20.77398,299.92383,0.017522
1997-06-04,299.60913,0.463865,0.38108,13.735103,20.962063,299.75153,0.017952
1997-06-05,300.56134,0.124052,0.11694,13.784048,21.560692,299.72833,0.016664
1997-06-06,299.98694,9.087599,2.311307,14.106903,20.449377,300.0048,0.017882
1997-06-07,298.50903,10.99908,2.48483,10.215244,14.984709,298.6912,0.017399
1997-06-08,299.66925,3.572492,1.520058,13.426395,19.382317,298.8627,0.017661
1997-06-09,299.5952,2.588403,1.277707,11.403631,17.209156,298.81238,0.01813
1997-06-10,299.80472,3.397348,1.481002,12.904528,19.570375,298.97,0.017044
1997-06-11,299.9747,3.716366,1.551039,13.545805,20.086416,299.26385,0.017128
1997-06-12,298.64432,7.605778,2.152434,11.895779,17.617369,298.35657,0.017745
1997-06-13,299.61356,2.156694,1.149525,11.792268,17.660294,298.6658,0.017639
1997-06-14,300.2856,1.215888,0.795653,11.92748,17.968773,299.5449,0.018078
1997-06-15,300.6945,0.456008,0.375698,12.679789,19.780827,299.90274,0.018177
1997-06-16,300.21417,0.632725,0.49025,12.227207,19.5441,299.11526,0.017256
1997-06-17,299.7282,0.0,0.0,14.084669,23.3132,299.07996,0.014894
1997-06-18,300.04282,0.0,0.0,13.861765,23.123663,299.27988,0.015061
1997-06-19,300.86127,0.01421,0.01411,13.574929,21.458357,300.04483,0.016512
1997-06-20,300.62564,4.277328,1.66342,12.35886,18.759224,300.26428,0.017426
1997-06-21,300.0748,3.723901,1.552635,11.572502,17.734783,299.5318,0.017516
1997-06-22,299.42398,9.260195,2.328272,12.381907,18.458878,298.83347,0.017461
1997-06-23,299.93204,0.694128,0.527168,11.032727,16.936323,299.0811,0.017883
1997-06-24,300.57404,3.410829,1.484063,13.437165,20.170286,300.17053,0.017393
1997-06-25,299.29492,2.176012,1.155626,10.235459,15.617968,298.9879,0.017329
1997-06-26,299.9177,2.62166,1.286932,11.479141,17.793644,299.24677,0.017132
1997-06-27,299.30756,0.549546,0.437962,10.638581,17.383524,298.8294,0.015473
1997-06-28,299.6313,0.0,0.0,14.215487,23.582272,299.15988,0.013461
1997-06-29,300.45398,0.0,0.0,12.238432,19.331705,299.6929,0.015098
1997-06-30,300.51193,0.042716,0.041829,11.876764,19.006907,299.62976,0.015562
1997-07-01,300.23874,1.501763,0.916996,11.402152,18.027777,300.13562,0.017134
1997-07-02,298.0627,15.064556,2.776615,7.464782,11.889498,297.92273,0.017944
1997-07-03,297.71106,8.383528,2.238956,6.078717,9.387059,297.14407,0.017413
1997-07-04,298.66208,8.826205,2.285053,10.433723,15.66647,298.20773,0.017362
1997-07-05,298.8595,4.274832,1.662947,11.860547,17.51104,298.9785,0.017864
1997-07-06,299.94528,1.460293,0.90028,12.365379,18.506159,299.1842,0.017729
1997-07-07,299.79938,0.974361,0.680245,12.538447,19.212606,299.5665,0.017279
1997-07-08,298.98804,0.521826,0.419911,11.1392,18.833633,298.44568,0.015518
1997-07-09,299.20975,0.0,0.0,14.031486,23.367903,298.999,0.015082
1997-07-10,300.43863,1.542242,0.933046,14.260175,22.07724,299.8296,0.015644
1997-07-11,299.84955,2.06599,1.120371,12.426873,18.994415,299.54034,0.016681
1997-07-12,300.18982,1.779051,1.02211,11.318871,17.758957,299.93216,0.016818
1997-07-13,301.35046,0.189203,0.173283,12.858055,19.986818,300.68356,0.016612
1997-07-14,301.0555,1.091482,0.737873,11.636796,18.170185,300.22662,0.01677
1997-07-15,300.64468,1.263389,0.816863,10.828306,16.59408,300.24658,0.016685
1997-07-16,301.30923,0.5422,0.43321,11.453441,18.08321,300.93018,0.016755
1997-07-17,301.38333,0.354993,0.303796,12.050384,19.04628,301.0254,0.016712
1997-07-18,301.5347,0.680316,0.518982,12.611766,19.595804,301.51556,0.016419
1997-07-19,301.61807,0.211085,0.191517,12.069111,19.02674,301.36026,0.015522
1997-07-20,300.959,4.536567,1.711375,12.613529,19.272451,301.0371,0.016565
1997-07-21,300.6062,2.622368,1.287128,11.634848,18.043848,300.65497,0.016745
1997-07-22,301.1122,1.072528,0.728769,12.705577,19.988802,301.09802,0.015787
1997-07-23,301.32413,0.84315,0.611476,11.342024,18.533705,301.26987,0.015408
1997-07-24,300.88925,0.685794,0.522237,10.133449,16.077732,300.8493,0.015024
1997-07-25,300.41727,10.707908,2.460265,12.327857,18.433949,300.69345,0.01608
1997-07-26,299.89197,4.190478,1.646826,10.055056,15.6031,299.9552,0.017263
1997-07-27,300.6639,7.121188,2.094476,12.76187,19.090988,300.324,0.017169
1997-07-28,299.95392,12.455303,2.599373,12.411798,18.421553,299.8479,0.01806
1997-07-29,299.77783,11.246902,2.505273,12.625739,18.592836,299.8457,0.017575
1997-07-30,299.71793,0.334904,0.288859,11.67709,18.279978,299.67325,0.0172
1997-07-31,300.43518,6.148834,1.966949,12.710119,19.591084,300.36584,0.018137
1997-08-01,300.31525,1.461686,0.900846,12.618769,19.330635,300.16672,0.017479
1997-08-02,300.37955,1.074114,0.729534,12.626164,19.820078,300.43802,0.016335
1997-08-03,300.49673,0.358519,0.306395,12.807426,20.447588,300.26953,0.016865
1997-08-04,300.8952,0.605266,0.473289,13.30027,20.347961,300.54773,0.016654
1997-08-05,300.70386,4.69877,1.74025,12.580423,19.22613,299.78763,0.01726
1997-08-06,299.3259,7.87892,2.18368,10.592281,16.687935,298.68335,0.017498
1997-08-07,300.07626,1.713421,0.99821,11.750686,18.298557,299.53638,0.017741
1997-08-08,300.72537,3.351975,1.47063,12.74779,19.447659,300.33798,0.018034
1997-08-09,299.0611,8.63324,2.26522,12.257313,18.359377,299.6355,0.018119
1997-08-10,300.16858,3.746086,1.55732,11.12378,17.314808,299.83722,0.01733
1997-08-11,299.28143,6.504004,2.015437,9.867028,15.352086,299.29608,0.017523
1997-08-12,300.01422,4.189016,1.646544,12.510222,18.63931,299.67947,0.0178
1997-08-13,300.50473,0.965537,0.675765,10.177739,15.950928,299.7702,0.016875
1997-08-14,299.94345,1.666072,0.980606,11.745244,17.9221,300.15158,0.017449
1997-08-15,300.68045,7.703996,2.163782,12.102261,18.173306,300.3072,0.016806
1997-08-16,298.55444,6.029042,1.95005,10.017917,15.212755,298.56403,0.016937
1997-08-17,299.7907,2.121532,1.138324,12.098078,18.216484,298.9898,0.017097
1997-08-18,300.29156,2.389585,1.220707,11.922153,18.091545,299.6664,0.016825
1997-08-19,299.73483,4.369646,1.680762,11.371866,17.107767,299.80286,0.017521
1997-08-20,300.6694,5.156361,1.817486,11.954231,17.951656,300.22916,0.017035
1997-08-21,300.2149,1.370731,0.863198,9.038042,14.020194,298.9989,0.017247
1997-08-22,300.3154,0.865214,0.623376,9.36039,14.891988,299.86334,0.01653
1997-08-23,299.2002,9.527584,2.353999,10.658037,16.480202,299.64938,0.017617
1997-08-24,299.67673,4.21391,1.65133,11.165929,17.11576,298.9827,0.017806
1997-08-25,300.52106,0.720338,0.542521,12.739934,19.56915,300.1411,0.017348
1997-08-26,300.7741,0.304205,0.265594,13.299725,20.648552,300.4863,0.016352
1997-08-27,301.68106,0.250286,0.223372,14.222616,21.480125,300.70972,0.017193
1997-08-28,301.82678,1.049239,0.717469,13.364923,20.527014,301.01474,0.017372
1997-08-29,301.08328,19.391434,3.015115,13.057805,19.301573,300.94904,0.016561
1997-08-30,299.1595,5.652849,1.895045,11.401587,17.13377,299.24344,0.017328
1997-08-31,300.1601,3.804268,1.569505,12.443927,18.839325,299.9202,0.01729
1997-09-01,300.10962,5.858332,1.925464,12.868966,19.049726,299.77097,0.017779
1997-09-02,300.47833,2.808562,1.337252,11.506367,17.329718,299.8247,0.01796
1997-09-03,300.12823,8.774266,2.279753,13.859186,20.067486,299.88068,0.017733
1997-09-04,299.38568,8.374384,2.237981,11.809817,17.638706,299.22745,0.016966
1997-09-05,299.9348,2.905905,1.36249,14.674585,21.72438,299.22382,0.017718
1997-09-06,299.92957,0.514751,0.415251,13.39018,21.31347,299.30365,0.015452
1997-09-07,299.8484,1.157384,0.768896,13.828006,21.472868,299.8884,0.016875
1997-09-08,300.46646,9.154333,2.317901,15.782653,23.458948,300.61163,0.015829
1997-09-09,299.3876,2.167626,1.152982,10.636587,16.458033,298.83408,0.01668
1997-09-10,299.72183,1.232131,0.802957,12.742042,19.94963,299.26337,0.015979
1997-09-11,300.36365,0.001763,0.001761,15.040504,23.91322,299.87073,0.013818
1997-09-12,300.91675,0.001775,0.001773,15.725139,24.899355,300.30252,0.01369
1997-09-13,299.864,0.223178,0.201452,14.109814,22.76,299.69946,0.015051
1997-09-14,300.13013,0.266777,0.236476,14.426611,23.334389,299.64133,0.014195
1997-09-15,300.82843,0.741676,0.554848,14.997777,23.603699,300.87042,0.015191
1997-09-16,300.21097,0.916683,0.650596,11.894149,18.508135,300.50162,0.015834
1997-09-17,300.98267,0.943965,0.66473,15.325402,23.116802,301.1831,0.015526
1997-09-18,299.78,1.398553,0.874866,13.36492,20.651411,300.35764,0.016079
1997-09-19,299.58923,4.544508,1.712808,14.15183,21.408888,300.4715,0.016181
1997-09-20,299.73944,2.379976,1.217869,14.966484,22.139376,299.9439,0.016815
1997-09-21,300.70023,1.646272,0.973152,14.966339,22.175034,300.48837,0.017441
1997-09-22,300.22858,1.958575,1.084708,14.562076,21.727161,300.3871,0.017057
1997-09-23,300.01294,0.367718,0.313144,14.052748,22.325365,300.51462,0.014998
1997-09-24,300.65494,0.186983,0.171415,14.598423,22.563946,301.18527,0.014663
1997-09-25,300.11237,0.04168,0.040835,11.484521,18.44774,300.2301,0.015224
1997-09-26,301.0252,0.212034,0.1923,14.681162,22.664509,301.4961,0.01597
1997-09-27,300.84372,0.533255,0.427393,14.991897,23.195803,301.5389,0.015395
1997-09-28,299.78464,11.391028,2.516973,13.965315,20.60503,300.50253,0.016617
1997-09-29,298.57025,4.156419,1.640242,7.493906,11.999079,298.64044,0.017054
1997-09-30,298.73016,5.73199,1.906871,10.064945,15.273193,298.97208,0.017265
1997-10-01,299.7017,0.796823,0.58602,13.454936,20.91881,299.9983,0.016233
1997-10-02,300.37158,1.267753,0.818789,13.638871,20.91597,300.07025,0.016402
1997-10-03,300.3419,6.234727,1.978893,15.063033,22.185858,300.10403,0.016615
1997-10-04,299.07614,11.3178,2.511045,9.855321,15.190812,299.1075,0.017351
1997-10-05,298.99597,18.937235,2.992589,12.455527,17.714025,299.29996,0.017381
1997-10-06,298.38144,28.899254,3.397834,8.816716,13.680794,297.88327,0.01726
1997-10-07,298.24847,7.836382,2.178878,11.0493,16.359896,298.25797,0.016753
1997-10-08,299.0289,8.551235,2.25667,12.69487,18.49481,298.8632,0.017048
1997-10-09,298.89102,1.890474,1.061421,10.592783,15.868203,297.70773,0.016633
1997-10-10,299.76895,8.518287,2.253215,13.956513,20.318138,299.2391,0.017421
1997-10-11,299.4958,1.424723,0.885717,13.886303,20.738213,298.77432,0.017291
1997-10-12,299.82272,0.65672,0.50484,13.390323,19.751217,299.4591,0.016918
1997-10-13,300.04633,1.108968,0.746199,14.539306,21.926716,299.58838,0.016717
1997-10-14,299.7037,1.812238,1.033981,14.41983,21.576914,299.66312,0.017398
1997-10-15,299.84415,3.128982,1.418031,10.418571,16.18088,299.65457,0.017621
1997-10-16,300.1022,4.201673,1.64898,14.525586,20.906084,299.5775,0.017796
1997-10-17,299.70984,11.062477,2.4901,12.778436,18.396046,299.41992,0.01805
1997-10-18,300.2283,0.583369,0.459555,13.280039,20.182219,299.41516,0.016603
1997-10-19,300.24557,0.440877,0.365252,14.532618,22.590153,299.63242,0.016426
1997-10-20,300.06647,0.240387,0.215423,14.587183,22.240255,299.71387,0.015886
1997-10-21,299.6559,3.915225,1.592338,12.336115,18.644798,299.35162,0.016989
1997-10-22,299.72354,1.521424,0.924824,12.644512,19.370705,300.01978,0.017492
1997-10-23,299.56265,1.719441,1.000426,12.273519,18.728859,299.45966,0.017162
1997-10-24,299.5537,2.119731,1.137747,13.124392,20.074682,299.65253,0.017387
1997-10-25,299.67984,7.158602,2.099073,11.414087,17.229816,299.51187,0.016907
1997-10-26,300.10825,2.647548,1.294055,11.63321,17.572807,299.38147,0.01691
1997-10-27,300.0556,3.211143,1.437734,13.007573,19.72779,299.47644,0.017167
1997-10-28,299.42114,4.364522,1.679807,11.207081,16.673948,298.94913,0.017331
1997-10-29,299.4017,9.66963,2.367401,13.351049,19.366343,299.2407,0.016934
1997-10-30,299.4723,2.039418,1.111666,13.17977,19.693369,299.0755,0.017101
1997-10-31,299.82153,9.535172,2.354719,14.619155,20.996523,299.70355,0.017374
1997-11-01,300.08322,37.559013,3.65219,16.064337,22.529932,299.6681,0.017607
1997-11-02,299.86835,2.643567,1.292963,13.324143,19.33839,299.6686,0.017255
1997-11-03,299.87787,3.666941,1.540504,14.425551,20.949108,299.523,0.01773
1997-11-04,298.93698,2.769602,1.326969,11.81648,17.647957,299.04788,0.017566
1997-11-05,299.6457,1.514544,0.922091,11.952063,17.5904,299.26883,0.017419
1997-11-06,299.55502,13.646002,2.684167,10.780358,15.941113,299.0087,0.017881
1997-11-07,299.5136,4.531473,1.710454,11.976156,17.734034,299.43634,0.01805
1997-11-08,300.20392,2.26969,1.184695,15.069342,22.25703,300.17154,0.017572
1997-11-09,300.11487,5.224246,1.828452,14.120892,20.31775,299.618,0.017636
1997-11-10,299.44122,6.038114,1.95134,12.236111,17.856821,298.9133,0.017443
1997-11-11,299.03812,13.842384,2.697487,12.149252,17.294682,298.7578,0.017356
1997-11-12,298.18768,15.825064,2.82287,7.321759,11.369986,298.16327,0.017404
1997-11-13,299.6269,3.652848,1.53748,12.748405,18.161173,298.60397,0.017601
1997-11-14,298.70544,4.897765,1.774573,10.507315,15.280071,298.10547,0.01742
1997-11-15,299.2649,7.754154,2.169528,11.012973,15.850526,298.332,0.017408
1997-11-16,298.78897,2.36757,1.214191,10.564827,15.566022,297.90082,0.01775
1997-11-17,298.40836,15.543973,2.806022,10.738008,15.259313,298.25607,0.017481
1997-11-18,298.1161,11.978856,2.563322,7.660666,11.429637,298.2067,0.01734
1997-11-19,298.48505,11.667191,2.539015,11.796114,16.289412,298.5355,0.017248
1997-11-20,299.0322,11.401333,2.517804,11.207314,15.550769,298.76132,0.017492
1997-11-21,298.49664,9.046099,2.307184,8.131372,12.049516,297.58212,0.017824
1997-11-22,298.6321,10.60901,2.451782,8.249029,12.036776,297.82257,0.017875
1997-11-23,299.07196,3.461631,1.495514,10.93539,15.901977,298.55484,0.017188
1997-11-24,299.1053,8.892128,2.291739,12.446265,18.155704,298.64618,0.017485
1997-11-25,298.65088,1.499626,0.916141,10.332691,15.458655,298.35635,0.017313
1997-11-26,299.9771,6.287388,1.986145,12.79958,18.605982,299.3965,0.016912
1997-11-27,298.44614,5.907568,1.932618,9.449893,13.931089,298.31067,0.017152
1997-11-28,298.4256,0.68934,0.524338,8.903445,13.257452,296.9662,0.017236
