arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
2.589,5.368,0.313,-100.521,5.444,0.049,3.516,0.181,-48.049,3.784,0.076,5.014,0.505,-86.071,5.042,0.028,SAmerica,299.061
2.784,1.49,0.439,-62.893,1.515,0.029,1.241,0.417,-59.6,1.274,0.03,1.621,0.556,-73.171,1.632,0.02,SAmerica,299.026
2.835,0.484,0.827,-3.267,0.636,0.041,1.411,0.7,-21.286,1.454,0.035,0.556,0.803,-3.1,0.624,0.028,SAmerica,300.24
2.482,1.269,0.658,-0.665,1.566,0.067,1.548,0.935,-0.898,1.672,0.046,1.081,0.76,-0.289,1.377,0.063,SAmerica,300.291
3.187,8.435,0.657,-58.259,8.495,0.018,11.748,0.8,-113.189,11.793,0.018,9.023,0.739,-66.313,9.054,0.013,SAmerica,298.702
2.963,0.584,0.492,-2.571,0.75,0.028,1.973,0.615,-35.24,2.113,0.042,1.132,0.691,-7.662,1.168,0.017,SAmerica,298.413
2.448,0.453,0.675,-1.048,0.588,0.029,1.233,0.58,-11.171,1.353,0.045,0.449,0.795,-0.587,0.518,0.02,SAmerica,297.287
2.75,0.828,0.432,-0.814,1.149,0.042,2.198,0.289,-6.933,2.447,0.057,1.132,0.563,-1.466,1.339,0.038,SAmerica,298.383
2.75,-0.086,0.134,-0.162,0.506,0.05,0.832,0.583,-2.97,0.963,0.049,0.093,0.434,0.14,0.435,0.043,SAmerica,298.383
2.639,3.495,0.594,-5.678,3.716,0.03,5.812,0.595,-17.215,6.038,0.043,3.751,0.692,-6.341,3.896,0.025,SAmerica,298.087
2.73,1.992,0.381,-7.217,2.22,0.034,3.855,0.61,-30.648,3.98,0.039,2.332,0.709,-8.582,2.398,0.019,SAmerica,297.987
3.066,2.634,0.667,-19.632,2.672,0.031,1.235,0.563,-4.364,1.358,0.039,0.869,0.663,-1.742,0.974,0.03,SAmerica,298.282
3.294,5.768,0.444,-146.012,5.792,0.025,3.322,0.64,-47.965,3.343,0.018,5.717,0.674,-142.775,5.728,0.017,SAmerica,298.567
2.593,1.876,0.702,-38.491,1.908,0.04,1.023,0.354,-12.332,1.109,0.049,1.877,0.747,-37.791,1.891,0.026,SAmerica,298.303
2.317,2.188,0.583,-34.78,2.215,0.037,1.213,0.576,-11.092,1.27,0.039,2.318,0.708,-38.671,2.333,0.028,SAmerica,296.995
3.221,0.539,0.775,-6.221,0.587,0.032,0.203,0.675,-0.563,0.273,0.025,0.498,0.664,-4.969,0.534,0.026,SAmerica,297.112
2.877,1.885,0.422,-3.196,2.134,0.043,3.129,0.501,-9.749,3.287,0.048,1.673,0.658,-2.196,1.862,0.035,SAmerica,298.812
2.297,6.103,0.505,-49.859,6.162,0.043,3.354,0.681,-14.637,3.417,0.033,5.976,0.586,-47.496,6.017,0.036,SAmerica,296.088
3.482,1.558,0.893,-13.477,1.602,0.031,1.751,0.764,-17.47,1.81,0.038,2.087,0.908,-23.795,2.097,0.017,SAmerica,296.915
3.966,0.469,0.807,-12.531,0.486,0.025,0.043,0.813,-0.008,0.133,0.024,0.507,0.829,-14.132,0.514,0.017,SAmerica,299.686
3.632,1.763,0.511,-6.616,1.909,0.046,2.661,0.613,-14.591,2.732,0.038,2.66,0.488,-14.654,2.737,0.04,SAmerica,300.391
2.679,0.22,0.371,-0.294,0.47,0.04,0.634,0.559,-2.117,0.729,0.035,0.324,0.502,-0.365,0.483,0.035,SAmerica,298.598
3.038,12.677,0.525,-90.595,12.89,0.025,20.296,0.693,-229.773,20.461,0.028,15.624,0.57,-134.944,15.704,0.017,SAmerica,299.029
2.34,6.537,0.604,-78.632,6.574,0.031,3.932,0.607,-28.722,4.016,0.037,6.376,0.681,-74.449,6.399,0.024,SAmerica,297.79
3.863,5.862,0.735,-47.588,5.916,0.026,6.481,0.753,-52.426,6.546,0.028,5.965,0.806,-48.773,5.988,0.017,SAmerica,296.475
3.566,0.389,0.667,-12.779,0.408,0.028,-0.073,0.733,-0.83,0.155,0.031,0.294,0.686,-6.98,0.311,0.023,SAmerica,298.551
3.836,1.724,0.54,-72.006,1.744,0.028,1.016,0.44,-26.647,1.073,0.036,1.723,0.681,-71.249,1.735,0.021,SAmerica,298.576
3.353,2.38,0.829,-6.025,2.501,0.044,3.088,0.854,-10.106,3.145,0.034,3.268,0.837,-11.31,3.311,0.03,SAmerica,300.349
2.844,2.066,0.459,-21.55,2.149,0.032,3.146,0.383,-49.113,3.204,0.033,3.336,0.403,-54.347,3.367,0.025,SAmerica,298.822
2.959,41.835,0.616,-289.994,41.953,0.023,29.564,0.569,-147.946,30.015,0.038,42.364,0.639,-296.596,42.426,0.017,SAmerica,298.921
2.783,1.218,0.764,-25.259,1.231,0.025,0.519,0.506,-4.995,0.588,0.039,1.216,0.778,-25.026,1.226,0.022,SAmerica,298.806
2.301,3.724,0.708,-135.599,3.747,0.03,2.071,0.624,-43.073,2.128,0.035,3.594,0.744,-125.357,3.604,0.018,SAmerica,297.618
2.129,4.349,0.735,-102.778,4.368,0.028,2.265,0.652,-27.997,2.309,0.031,4.036,0.747,-88.166,4.049,0.022,SAmerica,296.383
2.129,3.305,0.478,-89.809,3.335,0.039,1.821,0.242,-29.189,1.923,0.054,2.987,0.649,-72.502,3.0,0.024,SAmerica,296.383
3.713,5.065,0.817,-72.213,5.114,0.032,3.716,0.78,-38.956,3.778,0.031,4.164,0.89,-47.923,4.181,0.016,SAmerica,296.314
3.367,1.317,0.837,-43.159,1.331,0.024,0.656,0.828,-11.105,0.697,0.03,1.319,0.872,-42.703,1.324,0.014,SAmerica,297.422
3.696,3.244,0.781,-59.965,3.266,0.025,2.257,0.771,-28.979,2.291,0.025,3.231,0.858,-58.969,3.24,0.015,SAmerica,297.12
2.485,1.821,0.81,-33.847,1.881,0.037,1.345,0.63,-18.697,1.414,0.035,1.796,0.818,-31.679,1.821,0.024,SAmerica,298.205
2.708,2.674,0.742,-63.684,2.704,0.028,2.255,0.764,-44.879,2.278,0.022,2.623,0.635,-60.755,2.642,0.022,SAmerica,298.597
2.883,17.525,0.593,-126.258,17.596,0.025,12.523,0.466,-65.529,12.723,0.036,18.2,0.583,-135.893,18.25,0.021,SAmerica,298.917
2.666,4.156,0.733,-62.929,4.182,0.029,2.81,0.677,-29.903,2.876,0.038,4.164,0.794,-62.765,4.176,0.02,SAmerica,298.691
2.401,7.516,0.657,-144.918,7.55,0.029,4.783,0.547,-60.168,4.888,0.04,7.469,0.781,-142.268,7.481,0.017,SAmerica,298.119
2.27,3.137,0.59,-114.518,3.157,0.029,1.728,0.548,-35.578,1.777,0.034,3.061,0.612,-108.357,3.072,0.021,SAmerica,297.564
3.687,2.889,0.319,-20.461,2.994,0.055,2.095,0.309,-10.902,2.23,0.053,3.185,0.466,-24.124,3.239,0.041,SAmerica,296.586
2.863,3.049,0.829,-12.997,3.116,0.033,3.67,0.745,-18.502,3.716,0.029,3.193,0.752,-14.17,3.244,0.03,SAmerica,300.266
2.544,2.7,0.324,-49.444,2.755,0.038,2.272,0.571,-34.391,2.308,0.028,2.622,0.291,-46.233,2.666,0.034,SAmerica,298.638
2.429,13.631,0.687,-768.296,13.658,0.019,7.763,0.71,-248.068,7.771,0.008,13.225,0.562,-721.021,13.232,0.009,SAmerica,298.279
2.025,0.984,0.59,-14.606,1.012,0.037,0.597,0.187,-6.54,0.698,0.057,0.865,0.626,-11.009,0.888,0.032,SAmerica,296.584
2.159,1.929,0.446,-40.89,1.974,0.041,2.175,0.083,-53.018,2.235,0.051,1.801,0.604,-34.75,1.824,0.028,SAmerica,295.879
2.274,0.448,0.767,-9.118,0.484,0.033,0.044,0.443,-1.205,0.226,0.041,0.227,0.734,-2.297,0.276,0.029,SAmerica,295.116
3.63,1.078,0.662,-26.804,1.101,0.031,0.63,0.874,-7.209,0.648,0.021,1.186,0.676,-31.87,1.197,0.022,SAmerica,295.954
3.463,0.636,0.704,-13.876,0.676,0.032,0.608,0.794,-12.196,0.636,0.026,0.847,0.823,-22.895,0.857,0.018,SAmerica,295.532
3.044,1.172,0.281,-13.448,1.27,0.055,0.598,0.359,-3.688,0.707,0.043,0.974,0.392,-8.914,1.052,0.044,SAmerica,295.107
2.528,3.488,0.851,-21.791,3.539,0.03,2.585,0.675,-12.058,2.679,0.036,3.256,0.864,-18.621,3.284,0.022,SAmerica,297.758
2.542,5.403,0.661,-58.338,5.437,0.03,3.603,0.325,-26.513,3.702,0.041,5.317,0.747,-56.2,5.338,0.023,SAmerica,298.601
2.561,3.008,0.481,-37.416,3.045,0.04,1.783,0.443,-13.332,1.86,0.044,2.914,0.52,-34.899,2.944,0.035,SAmerica,298.496
2.328,0.913,0.629,-26.157,0.933,0.031,0.331,0.698,-3.386,0.375,0.029,0.927,0.751,-26.255,0.934,0.02,SAmerica,298.203
2.165,1.079,0.618,-31.662,1.126,0.041,0.84,0.642,-19.335,0.888,0.037,1.002,0.774,-25.965,1.023,0.026,SAmerica,295.125
3.082,3.076,0.816,-11.895,3.181,0.04,4.012,0.705,-20.178,4.077,0.036,3.15,0.865,-11.943,3.187,0.024,SAmerica,300.035
2.373,2.768,0.662,-59.216,2.794,0.03,2.144,0.408,-35.753,2.182,0.033,2.664,0.57,-54.545,2.683,0.025,SAmerica,298.23
2.673,2.366,0.752,-30.748,2.382,0.027,1.238,0.519,-8.502,1.296,0.038,2.368,0.568,-31.047,2.394,0.034,SAmerica,298.343
2.138,0.792,0.943,-34.596,0.825,0.041,0.208,0.883,-2.588,0.262,0.028,0.91,0.881,-43.734,0.924,0.028,SAmerica,296.67
2.074,2.048,0.567,-68.571,2.084,0.036,1.861,0.285,-58.968,1.927,0.048,2.173,0.607,-75.425,2.184,0.021,SAmerica,297.798
3.147,7.174,0.789,-121.118,7.191,0.018,4.544,0.674,-48.456,4.576,0.02,6.995,0.744,-115.047,7.01,0.017,SAmerica,298.565
2.021,13.222,0.759,-236.884,13.285,0.032,7.921,0.66,-85.643,8.018,0.031,12.68,0.78,-216.834,12.713,0.023,SAmerica,297.02
2.246,1.221,0.553,-22.783,1.261,0.038,0.898,0.633,-12.958,0.931,0.029,1.28,0.622,-24.219,1.299,0.026,SAmerica,296.375
2.246,1.229,0.49,-44.69,1.269,0.038,0.893,0.502,-23.638,0.932,0.032,1.305,0.539,-48.562,1.321,0.024,SAmerica,296.375
2.736,2.592,0.838,-30.311,2.632,0.029,2.616,0.704,-30.577,2.643,0.024,2.444,0.856,-26.353,2.46,0.018,SAmerica,293.832
3.223,0.616,0.847,-6.69,0.669,0.035,0.456,0.796,-3.395,0.506,0.029,0.578,0.834,-5.262,0.604,0.023,SAmerica,296.599
2.827,4.341,0.713,-10.685,4.468,0.042,5.48,0.671,-16.673,5.567,0.036,4.243,0.728,-10.018,4.339,0.036,SAmerica,300.227
2.337,0.9,0.81,-24.425,1.048,0.053,1.426,0.853,-47.613,1.45,0.026,1.079,0.805,-29.0,1.139,0.036,SAmerica,298.602
2.091,2.021,0.569,-9.053,2.093,0.054,1.398,0.669,-4.102,1.491,0.052,1.996,0.581,-8.895,2.077,0.057,SAmerica,297.108
1.807,1.927,0.621,-158.707,1.982,0.04,1.793,0.835,-133.325,1.818,0.026,1.964,0.599,-160.261,1.992,0.029,SAmerica,295.526
2.128,0.541,0.612,-0.592,0.696,0.07,0.447,0.54,-0.406,0.643,0.076,0.508,0.671,-0.498,0.675,0.071,SAmerica,293.903
2.216,1.529,0.766,-5.719,1.595,0.043,1.69,0.748,-6.638,1.745,0.04,1.349,0.781,-4.203,1.404,0.037,SAmerica,297.801
2.507,2.148,0.849,-7.517,2.217,0.033,2.859,0.821,-13.577,2.9,0.029,2.17,0.868,-7.433,2.205,0.024,SAmerica,300.412
2.034,0.872,0.484,-110.491,0.894,0.037,0.764,0.489,-82.486,0.774,0.023,0.752,0.574,-79.15,0.758,0.019,SAmerica,295.652
2.881,1.925,0.546,-102.471,1.943,0.029,0.984,0.527,-28.483,1.037,0.036,1.954,0.662,-104.618,1.963,0.02,SAmerica,296.045
2.327,0.764,0.657,-27.176,0.812,0.038,0.698,0.802,-20.674,0.712,0.02,0.733,0.772,-23.027,0.75,0.022,SAmerica,297.188
1.915,4.421,0.648,-39.285,4.533,0.044,3.324,0.487,-22.788,3.483,0.046,4.42,0.705,-38.054,4.463,0.027,SAmerica,294.212
1.802,0.771,0.474,-46.44,0.793,0.037,0.774,0.329,-45.996,0.789,0.031,0.854,0.571,-54.753,0.86,0.02,SAmerica,295.368
2.189,1.446,0.758,-65.231,1.461,0.031,0.785,0.756,-19.747,0.818,0.033,1.404,0.715,-60.976,1.414,0.024,SAmerica,295.02
2.596,1.459,0.507,-63.005,1.482,0.036,0.71,0.39,-18.074,0.768,0.041,1.417,0.538,-58.536,1.429,0.025,SAmerica,295.284
2.596,0.873,0.467,-50.385,0.895,0.035,0.254,0.341,-5.419,0.316,0.033,0.89,0.379,-51.349,0.904,0.028,SAmerica,295.284
2.25,1.018,0.706,-21.552,1.081,0.043,1.001,0.583,-19.447,1.029,0.028,0.901,0.717,-15.872,0.935,0.029,SAmerica,296.9
2.046,0.499,0.516,-12.472,0.565,0.044,0.466,0.515,-9.532,0.5,0.03,0.545,0.609,-12.816,0.573,0.029,SAmerica,294.129
2.442,1.101,0.782,-30.056,1.162,0.038,1.196,0.658,-33.389,1.223,0.027,1.16,0.784,-31.234,1.184,0.025,SAmerica,294.362
2.833,1.365,0.675,-14.228,1.466,0.049,1.559,0.726,-15.641,1.596,0.031,1.299,0.69,-11.996,1.354,0.035,SAmerica,297.475
2.534,0.74,0.792,-6.697,0.823,0.045,0.946,0.8,-9.29,0.97,0.026,0.669,0.783,-4.687,0.707,0.028,SAmerica,299.775
2.534,1.283,0.783,-7.659,1.379,0.044,1.75,0.784,-13.568,1.789,0.032,1.256,0.801,-6.66,1.297,0.028,SAmerica,299.775
2.587,1.653,0.521,-137.491,1.672,0.034,1.085,0.386,-58.743,1.127,0.042,1.556,0.556,-120.249,1.564,0.022,SAmerica,295.72
2.587,0.735,0.417,-109.543,0.757,0.034,0.185,0.464,-9.586,0.234,0.027,0.772,0.494,-116.375,0.78,0.022,SAmerica,295.72
2.1,0.428,0.522,-6.673,0.472,0.037,0.273,0.288,-3.085,0.344,0.039,0.35,0.571,-4.054,0.383,0.029,SAmerica,295.272
2.408,0.795,0.868,-6.585,0.836,0.03,0.954,0.828,-9.267,0.972,0.022,0.912,0.845,-8.364,0.928,0.02,SAmerica,296.073
2.408,3.12,0.676,-25.804,3.261,0.045,3.866,0.672,-38.32,3.949,0.039,3.552,0.745,-31.71,3.602,0.029,SAmerica,296.073
2.283,1.122,0.789,-18.261,1.197,0.046,1.126,0.689,-16.844,1.152,0.027,0.938,0.814,-11.907,0.98,0.031,SAmerica,296.274
2.776,0.861,0.9,-3.869,0.921,0.035,1.227,0.885,-7.958,1.249,0.025,0.869,0.88,-3.568,0.892,0.022,SAmerica,299.109
2.462,1.339,0.899,-35.575,1.455,0.048,1.231,0.879,-28.614,1.309,0.038,1.4,0.882,-34.651,1.437,0.027,SAmerica,297.518
3.184,5.043,0.593,-36.095,5.121,0.036,4.662,0.542,-32.807,4.725,0.03,5.767,0.614,-46.697,5.807,0.027,SAmerica,296.453
2.86,2.747,0.836,-9.753,2.786,0.038,2.004,0.796,-4.948,2.072,0.043,2.626,0.88,-8.91,2.675,0.041,SAmerica,297.799
2.299,0.48,0.758,-6.899,0.551,0.041,0.212,0.745,-0.764,0.26,0.023,0.496,0.757,-6.144,0.524,0.026,SAmerica,296.195
3.005,0.944,0.841,-2.864,1.032,0.043,1.422,0.889,-6.672,1.454,0.031,1.085,0.925,-3.421,1.104,0.021,SAmerica,298.958
1.546,2.496,0.81,-10.453,2.606,0.049,2.224,0.693,-8.425,2.364,0.052,3.058,0.808,-15.24,3.103,0.034,Australia,300.299
2.889,5.5,0.793,-57.123,5.528,0.023,5.75,0.807,-62.252,5.766,0.018,4.477,0.748,-37.578,4.503,0.02,SAmerica,295.268
3.139,3.044,0.042,-23.457,3.266,0.064,3.203,0.326,-26.523,3.318,0.05,2.859,0.206,-19.209,2.969,0.043,SAmerica,298.034
2.72,1.781,0.831,-44.57,1.815,0.03,1.664,0.732,-38.681,1.693,0.027,1.601,0.846,-35.245,1.618,0.02,SAmerica,297.392
2.603,2.141,0.929,-38.681,2.219,0.036,2.662,0.873,-57.652,2.697,0.027,2.279,0.905,-42.299,2.318,0.026,SAmerica,296.765
2.544,0.936,0.733,-13.857,1.018,0.049,0.608,0.58,-6.41,0.702,0.042,0.817,0.748,-9.353,0.85,0.029,SAmerica,296.435
2.544,2.404,0.835,-19.643,2.479,0.039,1.939,0.708,-12.495,2.004,0.032,2.375,0.878,-18.262,2.395,0.019,SAmerica,296.435
2.57,0.635,0.851,-6.064,0.701,0.038,0.899,0.756,-10.725,0.936,0.033,0.668,0.834,-6.011,0.698,0.026,SAmerica,298.335
2.141,0.144,0.823,-0.869,0.282,0.041,0.412,0.817,-3.478,0.436,0.024,0.191,0.81,-0.513,0.254,0.028,SAmerica,298.45
2.283,3.87,0.755,-24.16,4.012,0.041,4.972,0.703,-38.727,5.042,0.033,4.375,0.811,-29.658,4.429,0.027,SAmerica,297.994
2.238,0.592,0.616,-27.654,0.614,0.035,0.277,0.407,-5.798,0.299,0.024,0.273,0.753,-5.276,0.287,0.019,SAmerica,294.221
2.63,2.318,0.796,-12.928,2.363,0.031,3.118,0.812,-23.607,3.141,0.026,2.177,0.692,-11.348,2.225,0.031,SAmerica,295.398
2.63,1.228,0.606,-25.972,1.294,0.045,1.653,0.609,-38.248,1.673,0.029,1.115,0.622,-20.037,1.142,0.028,SAmerica,295.398
2.715,0.699,0.837,-10.996,0.778,0.039,1.024,0.815,-20.885,1.051,0.027,0.847,0.851,-14.138,0.874,0.024,SAmerica,297.151
2.708,0.555,0.834,-7.092,0.64,0.038,0.84,0.723,-13.633,0.861,0.022,0.801,0.856,-12.538,0.828,0.025,SAmerica,296.779
3.177,0.414,0.683,-2.072,0.514,0.044,0.391,0.367,-2.817,0.564,0.056,0.53,0.709,-2.825,0.574,0.032,SAmerica,297.641
2.033,0.682,0.647,-20.831,0.746,0.048,0.831,0.659,-26.557,0.846,0.025,0.922,0.736,-33.117,0.932,0.022,SAmerica,294.492
3.125,1.158,0.753,-16.31,1.203,0.033,1.333,0.743,-21.313,1.366,0.03,1.127,0.775,-14.766,1.148,0.022,SAmerica,296.794
2.579,1.634,0.856,-34.361,1.713,0.039,1.995,0.758,-48.265,2.022,0.025,1.831,0.887,-40.561,1.858,0.024,SAmerica,296.022
2.834,2.372,0.591,-7.112,2.535,0.059,2.174,0.619,-5.698,2.303,0.05,2.421,0.751,-6.839,2.492,0.039,SAmerica,297.084
2.293,0.701,0.552,-24.592,0.869,0.057,1.089,0.621,-41.777,1.123,0.031,0.756,0.539,-22.705,0.836,0.04,SAmerica,299.269
1.956,2.183,0.794,-13.356,2.311,0.055,2.686,0.783,-17.863,2.725,0.032,2.241,0.828,-13.115,2.292,0.035,SAmerica,298.311
1.639,2.556,0.677,-22.963,2.597,0.034,2.106,0.703,-15.32,2.144,0.03,2.538,0.79,-22.254,2.559,0.024,SAmerica,296.622
1.852,2.689,0.693,-54.167,2.742,0.039,2.173,0.439,-34.75,2.207,0.028,2.983,0.696,-65.056,3.0,0.023,SAmerica,294.818
2.475,6.385,0.511,-177.314,6.471,0.043,4.979,0.708,-105.954,5.011,0.023,5.646,0.579,-137.264,5.698,0.031,SAmerica,295.694
2.323,0.473,0.932,-1.775,0.484,0.011,0.512,0.952,-2.293,0.528,0.014,0.809,0.906,-6.954,0.82,0.014,SAmerica,297.767
2.323,1.549,0.874,-6.217,1.604,0.032,1.571,0.731,-6.693,1.656,0.04,1.77,0.88,-8.026,1.793,0.022,SAmerica,297.767
2.161,2.353,0.892,-44.298,2.383,0.037,1.588,0.806,-20.121,1.627,0.035,2.311,0.871,-42.233,2.328,0.027,SAmerica,295.698
1.923,5.097,0.673,-23.219,5.256,0.048,6.398,0.544,-35.752,6.474,0.037,5.633,0.706,-27.599,5.711,0.035,SAmerica,298.55
1.871,1.548,0.86,-6.731,1.708,0.039,2.476,0.812,-16.216,2.549,0.033,1.389,0.869,-4.933,1.497,0.03,SAmerica,298.261
2.471,1.314,0.664,-21.546,1.378,0.047,1.277,0.548,-20.765,1.303,0.029,1.545,0.716,-28.018,1.563,0.027,SAmerica,295.359
2.504,1.541,0.755,-8.4,1.606,0.036,2.107,0.571,-15.9,2.154,0.036,1.783,0.776,-11.016,1.816,0.027,SAmerica,295.488
2.642,0.971,0.853,-4.195,1.021,0.031,1.597,0.739,-12.333,1.636,0.035,1.102,0.863,-5.334,1.127,0.023,SAmerica,297.964
1.768,1.148,0.463,-16.519,1.231,0.039,1.419,0.453,-23.317,1.45,0.026,1.795,0.526,-37.167,1.817,0.025,SAmerica,297.512
2.275,4.846,0.852,-50.854,4.878,0.032,3.745,0.668,-29.86,3.792,0.032,4.457,0.843,-42.62,4.474,0.023,SAmerica,296.51
2.238,1.603,0.791,-9.738,1.66,0.036,2.163,0.784,-17.731,2.193,0.03,1.712,0.839,-10.786,1.739,0.026,SAmerica,298.843
1.941,4.579,0.334,-497.173,4.78,0.048,5.799,0.469,-747.176,5.857,0.029,5.598,0.359,-697.025,5.658,0.029,SAmerica,297.36
2.05,0.9,0.412,-49.995,0.946,0.052,0.444,0.495,-13.52,0.505,0.043,0.777,0.548,-35.823,0.804,0.037,SAmerica,296.159
1.711,1.027,0.344,-51.302,1.09,0.06,0.76,0.408,-28.043,0.812,0.047,0.969,0.431,-43.489,1.005,0.044,SAmerica,297.036
1.873,4.325,0.744,-93.311,4.372,0.036,3.246,0.574,-51.997,3.278,0.025,3.572,0.765,-62.749,3.595,0.023,SAmerica,296.383
1.938,2.167,0.84,-20.107,2.203,0.032,1.901,0.595,-15.368,1.94,0.031,2.193,0.87,-20.167,2.206,0.019,SAmerica,296.232
2.108,2.077,0.639,-25.813,2.155,0.046,1.878,0.547,-20.165,1.915,0.029,2.547,0.729,-37.253,2.574,0.03,SAmerica,297.084
2.111,1.753,0.86,-54.75,1.774,0.033,1.141,0.695,-25.195,1.165,0.027,1.729,0.8,-52.71,1.741,0.025,SAmerica,296.218
2.052,4.909,0.724,-27.877,4.994,0.048,3.765,0.666,-16.454,3.882,0.049,5.281,0.773,-31.748,5.318,0.033,SAmerica,297.403
1.89,1.486,0.828,-21.209,1.51,0.034,1.214,0.795,-13.829,1.234,0.028,1.508,0.833,-21.522,1.52,0.024,SAmerica,297.741
2.114,0.47,0.597,-13.534,0.548,0.041,0.763,0.485,-29.193,0.79,0.03,0.618,0.707,-18.897,0.641,0.025,SAmerica,296.454
2.121,0.676,0.698,-5.129,0.765,0.042,1.138,0.542,-13.086,1.17,0.032,1.212,0.752,-14.905,1.232,0.026,SAmerica,296.308
2.394,1.092,0.819,-31.323,1.203,0.047,1.555,0.691,-50.795,1.575,0.023,1.24,0.866,-34.801,1.266,0.024,SAmerica,297.263
2.206,1.54,0.689,-21.136,1.645,0.049,1.835,0.859,-24.368,1.848,0.019,1.527,0.79,-19.094,1.567,0.03,SAmerica,297.934
1.812,1.736,0.889,-12.071,1.754,0.03,1.291,0.744,-6.474,1.331,0.038,1.861,0.897,-13.918,1.874,0.025,SAmerica,295.372
2.001,5.987,0.735,-56.519,6.059,0.039,5.193,0.718,-42.107,5.245,0.031,5.361,0.746,-44.891,5.412,0.031,SAmerica,297.128
1.599,0.408,0.728,-3.377,0.451,0.045,0.554,0.489,-6.74,0.6,0.054,0.413,0.737,-3.129,0.438,0.034,Australia,294.426
2.236,0.241,0.78,0.201,0.363,0.044,0.202,0.672,0.048,0.406,0.056,0.228,0.801,0.325,0.333,0.039,Australia,295.925
1.234,3.723,0.774,-97.505,3.767,0.044,3.993,0.546,-110.524,4.017,0.034,3.492,0.784,-84.246,3.505,0.023,SAmerica,296.057
3.705,2.061,0.768,-14.227,2.089,0.023,2.24,0.917,-17.022,2.273,0.026,3.342,0.875,-38.389,3.36,0.023,Africa,296.661
1.064,1.871,0.739,-83.478,1.883,0.03,1.587,0.514,-58.528,1.613,0.04,1.621,0.789,-62.146,1.628,0.02,SAmerica,293.38
26.977,3.859,0.099,-148.517,3.932,0.015,1.187,0.453,-23.636,1.596,0.022,4.492,0.228,-195.032,4.503,0.006,Africa,294.368
2.168,1.059,0.683,-2.251,1.173,0.042,1.304,0.692,-3.579,1.393,0.041,1.307,0.613,-3.661,1.405,0.043,Africa,290.362
1.389,1.373,0.072,-6.043,1.609,0.083,2.333,-0.415,-15.656,2.475,0.082,2.471,0.12,-16.853,2.562,0.067,Africa,290.036
1.934,0.477,0.336,-5.608,0.567,0.068,0.115,0.295,-0.9,0.304,0.063,0.415,0.311,-4.013,0.494,0.06,SAmerica,300.031
1.74,3.298,0.748,-20.364,3.339,0.044,2.112,0.711,-7.543,2.18,0.043,2.837,0.826,-14.738,2.866,0.035,SAmerica,300.138
2.267,2.802,0.865,-34.489,2.846,0.037,2.763,0.822,-41.238,2.854,0.05,3.077,0.869,-41.045,3.097,0.027,SAmerica,300.433
2.267,2.01,0.784,-3.009,2.14,0.065,1.893,0.806,-2.488,1.997,0.056,2.297,0.916,-4.037,2.399,0.061,SAmerica,300.433
2.008,0.184,0.835,-0.876,0.24,0.031,0.243,0.897,-1.41,0.273,0.025,0.142,0.901,-0.259,0.197,0.028,SAmerica,299.222
2.373,3.072,0.804,-26.658,3.098,0.033,1.943,0.729,-10.591,2.006,0.041,2.974,0.847,-24.816,2.993,0.028,SAmerica,300.323
2.156,3.841,0.701,-18.923,3.892,0.043,2.3,0.743,-6.404,2.373,0.04,3.672,0.852,-17.04,3.704,0.033,SAmerica,300.173
2.027,0.644,0.513,-1.893,0.768,0.074,0.43,0.462,-0.912,0.615,0.079,0.829,0.552,-3.072,0.911,0.067,SAmerica,300.995
2.027,3.583,0.284,-53.499,3.699,0.054,2.921,0.389,-36.249,3.058,0.053,4.246,0.327,-72.313,4.29,0.036,SAmerica,300.995
2.713,3.804,0.827,-10.955,3.858,0.028,4.181,0.901,-13.398,4.234,0.029,4.114,0.881,-12.833,4.15,0.024,SAmerica,299.589
1.586,12.031,0.756,-106.694,12.195,0.049,8.168,0.76,-50.486,8.432,0.051,10.884,0.797,-86.715,11.006,0.04,SAmerica,302.046
1.569,6.896,0.72,-48.932,6.987,0.051,4.627,0.619,-18.786,4.794,0.051,5.802,0.791,-34.174,5.865,0.038,SAmerica,302.441
2.007,0.09,0.745,0.391,0.179,0.049,-0.001,0.674,0.377,0.181,0.057,0.076,0.784,0.347,0.186,0.053,Australia,288.766
1.993,1.069,0.772,-2.719,1.146,0.069,0.829,0.746,-1.606,0.959,0.081,1.017,0.774,-2.554,1.12,0.078,Australia,289.062
2.093,0.091,0.842,0.288,0.152,0.031,-0.121,0.718,-0.305,0.206,0.042,-0.038,0.8,0.588,0.116,0.028,Australia,289.237
2.093,0.336,0.757,-0.061,0.439,0.06,0.078,0.851,0.665,0.247,0.049,0.167,0.712,0.288,0.359,0.067,Australia,289.237
2.093,0.287,0.907,0.396,0.422,0.069,0.054,0.821,0.581,0.352,0.077,0.131,0.891,0.427,0.411,0.087,Australia,289.237
2.093,-0.098,0.161,-0.105,0.48,0.151,-0.239,0.153,-0.331,0.527,0.151,-0.211,0.2,-0.181,0.496,0.144,Australia,289.237
2.093,1.916,0.792,-25.02,1.956,0.039,1.38,0.55,-13.86,1.478,0.052,1.551,0.768,-15.9,1.576,0.027,Australia,289.237
