arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
0.994,-0.095,0.709,-0.188,0.138,0.043,0.674,0.473,-3.227,0.752,0.065,-0.091,0.739,0.029,0.125,0.036,NAmerica,293.589
1.222,0.417,0.363,-1.605,0.596,0.082,0.629,0.734,-2.243,0.679,0.051,0.423,0.457,-1.138,0.54,0.065,NAmerica,293.874
1.222,0.44,0.767,-0.794,0.505,0.049,5.518,0.481,-192.484,5.535,0.026,0.375,0.709,-0.543,0.468,0.056,NAmerica,293.874
1.214,2.363,0.561,-39.505,2.483,0.047,6.236,0.519,-243.072,6.276,0.037,1.978,0.582,-26.242,2.037,0.03,NAmerica,293.032
1.214,3.309,0.768,-69.084,3.363,0.031,1.428,0.447,-36.732,1.444,0.035,2.411,0.756,-36.391,2.457,0.025,NAmerica,293.032
1.032,0.035,0.721,0.495,0.162,0.038,1.986,0.607,-35.238,2.006,0.032,-0.023,0.77,0.523,0.157,0.037,NAmerica,293.433
1.032,0.252,0.621,-0.33,0.345,0.047,2.112,0.7,-19.042,2.14,0.037,0.184,0.712,0.08,0.287,0.044,NAmerica,293.433
1.04,1.095,0.603,-21.657,1.119,0.038,2.35,0.7,-19.375,2.381,0.041,1.026,0.618,-18.76,1.045,0.032,NAmerica,292.978
1.079,0.732,0.652,-4.376,0.782,0.031,0.702,0.587,-12.397,0.721,0.037,0.746,0.665,-4.451,0.787,0.029,NAmerica,293.262
1.271,0.462,0.597,-0.871,0.671,0.055,0.884,0.396,-8.844,0.955,0.043,0.434,0.706,-0.287,0.557,0.039,NAmerica,292.821
1.178,2.353,0.708,-20.745,2.388,0.045,0.197,0.378,-0.625,0.34,0.052,2.433,0.771,-22.004,2.456,0.037,NAmerica,292.662
1.132,0.476,0.722,-5.375,0.511,0.042,0.895,0.259,-8.675,0.986,0.049,0.463,0.762,-4.675,0.482,0.03,NAmerica,292.663
1.126,1.771,0.461,-34.244,1.807,0.043,1.474,0.316,-8.605,1.567,0.048,1.918,0.553,-39.438,1.935,0.031,Asia,270.831
1.126,0.742,0.593,-7.465,0.776,0.043,0.15,0.527,-1.014,0.201,0.028,0.824,0.77,-8.992,0.843,0.034,Asia,270.831
1.126,1.757,0.544,-30.867,1.789,0.04,0.666,0.229,-1.298,0.871,0.083,1.888,0.704,-35.019,1.902,0.027,Asia,270.831
1.039,2.784,0.454,-30.383,2.832,0.047,0.184,0.323,-0.198,0.368,0.066,2.757,0.624,-29.35,2.785,0.036,Asia,270.631
0.959,0.646,0.698,-20.897,0.661,0.03,0.158,0.182,-0.249,0.342,0.068,0.659,0.795,-21.117,0.665,0.019,Asia,270.144
0.959,1.361,0.416,-5.436,1.458,0.077,0.131,-0.305,-0.441,0.341,0.073,1.356,0.602,-5.252,1.437,0.07,Asia,270.144
0.959,0.679,0.709,-3.596,0.721,0.05,-0.063,0.275,-0.371,0.137,0.033,0.681,0.921,-3.475,0.712,0.043,Asia,270.144
0.864,0.611,0.732,-3.5,0.649,0.049,0.439,0.004,-6.106,0.494,0.041,0.575,0.914,-2.904,0.605,0.042,Asia,269.133
0.864,0.561,0.666,-3.517,0.604,0.052,2.266,0.602,-83.389,2.295,0.036,0.476,0.951,-2.061,0.497,0.033,Asia,269.133
0.864,0.332,0.595,-7.94,0.351,0.031,-0.088,0.77,0.415,0.306,0.097,0.33,0.778,-7.292,0.338,0.021,Asia,269.133
0.864,1.029,0.82,-30.19,1.034,0.019,0.032,0.661,0.214,0.183,0.036,1.028,0.841,-30.253,1.035,0.022,Asia,269.133
1.261,0.581,0.633,-9.115,0.786,0.054,0.325,0.302,-1.437,0.484,0.056,0.622,0.721,-6.367,0.671,0.026,NAmerica,292.551
1.319,-0.15,0.634,0.218,0.338,0.102,0.831,0.337,-7.177,0.921,0.046,-0.16,0.653,0.145,0.353,0.106,NAmerica,293.362
1.232,0.611,0.702,-8.736,0.643,0.04,0.224,0.419,-0.144,0.447,0.065,0.622,0.753,-8.546,0.636,0.027,Asia,271.728
1.232,1.133,0.406,-13.63,1.187,0.055,0.591,0.515,-2.161,0.69,0.047,1.115,0.47,-12.701,1.149,0.043,Asia,271.728
1.232,1.867,0.524,-33.97,1.904,0.043,-0.079,0.203,-0.031,0.391,0.102,1.822,0.762,-31.463,1.834,0.024,Asia,271.728
1.232,0.943,0.535,-4.858,1.011,0.062,1.039,0.283,-8.891,1.114,0.048,0.934,0.826,-4.482,0.978,0.049,Asia,271.728
1.232,1.502,0.603,-14.777,1.542,0.046,0.374,0.767,-1.399,0.415,0.031,1.49,0.77,-14.165,1.512,0.034,Asia,271.728
1.234,0.189,0.416,-0.077,0.399,0.093,0.576,0.255,-0.959,0.798,0.09,0.189,0.373,-0.105,0.404,0.095,Asia,271.192
1.234,1.66,0.57,-22.025,1.7,0.044,0.382,-0.153,-2.05,0.498,0.063,1.642,0.805,-20.835,1.656,0.025,Asia,271.192
1.234,0.785,0.858,-8.079,0.808,0.033,0.129,0.14,-1.143,0.213,0.04,0.871,0.885,-9.813,0.881,0.023,Asia,271.192
1.234,0.99,0.695,-2.612,1.083,0.072,0.218,0.749,-0.481,0.266,0.03,0.949,0.946,-2.211,1.021,0.062,Asia,271.192
1.234,0.692,0.361,-5.844,0.745,0.054,-0.284,0.605,-1.802,0.323,0.055,0.596,0.838,-3.721,0.619,0.033,Asia,271.192
1.234,0.43,0.391,-9.429,0.47,0.045,4.923,0.721,-47.003,4.98,0.02,0.416,0.496,-8.021,0.437,0.031,Asia,271.192
1.234,0.628,0.754,-8.046,0.658,0.038,-0.058,0.517,0.176,0.19,0.035,0.669,0.778,-8.755,0.683,0.027,Asia,271.192
2.279,-0.036,0.491,0.215,0.212,0.071,0.526,0.51,-0.885,0.676,0.052,-0.225,0.536,-0.626,0.305,0.07,NAmerica,291.897
3.245,2.617,0.397,-17.334,2.925,0.037,-0.088,0.53,0.189,0.356,0.072,2.028,0.492,-8.787,2.137,0.019,NAmerica,292.404
5.092,0.135,0.346,-0.334,0.242,0.039,-0.178,0.483,-0.029,0.373,0.075,0.663,0.584,-9.72,0.685,0.033,NAmerica,290.934
5.092,0.842,0.321,-2.829,0.964,0.058,1.342,0.751,-1.834,1.591,0.071,1.611,0.736,-10.377,1.661,0.05,NAmerica,290.934
5.092,0.096,0.385,0.083,0.378,0.076,2.039,0.363,-7.763,2.15,0.044,0.555,0.673,-1.721,0.652,0.071,NAmerica,290.934
5.092,-0.012,0.384,0.137,0.341,0.078,0.316,0.481,-0.124,0.58,0.071,0.403,0.657,-0.965,0.515,0.074,NAmerica,290.934
5.092,1.912,0.523,-3.896,2.091,0.071,0.143,0.52,0.115,0.47,0.078,2.848,0.558,-8.91,2.975,0.072,NAmerica,290.934
5.092,2.6,0.296,-12.776,2.695,0.046,0.56,0.685,-0.291,0.81,0.071,4.058,0.517,-30.989,4.107,0.041,NAmerica,290.934
5.092,0.573,0.277,-1.024,0.778,0.077,-0.297,0.51,-0.948,0.38,0.063,1.215,0.465,-4.782,1.315,0.073,NAmerica,290.934
5.092,0.363,0.321,-0.425,0.596,0.083,1.266,0.508,-7.866,1.337,0.034,0.838,0.434,-2.681,0.959,0.082,NAmerica,290.934
5.092,0.874,0.49,-1.303,1.082,0.077,0.256,0.503,-1.323,0.396,0.043,1.658,0.627,-5.184,1.773,0.076,NAmerica,290.934
5.092,-0.154,0.44,-0.148,0.291,0.065,2.243,0.554,-45.403,2.269,0.037,0.211,0.623,-0.356,0.317,0.062,NAmerica,290.934
4.035,2.33,0.405,-27.419,2.381,0.039,0.49,0.549,-0.639,0.648,0.062,2.778,0.459,-38.537,2.808,0.033,NAmerica,290.338
3.714,0.447,0.554,-2.325,0.51,0.036,0.645,0.083,-2.137,0.807,0.072,0.416,0.72,-1.699,0.459,0.029,NAmerica,290.896
1.277,2.202,0.485,-45.487,2.253,0.053,-0.065,0.432,-5.213,0.202,0.045,2.305,0.639,-48.345,2.321,0.03,NAmerica,292.527
1.277,1.162,0.609,-4.899,1.23,0.059,0.322,0.652,-6.947,0.358,0.028,1.259,0.632,-5.846,1.325,0.06,Asia,271.921
1.277,1.299,0.399,-7.986,1.366,0.063,0.219,0.69,-3.762,0.273,0.03,1.181,0.94,-5.997,1.205,0.035,Asia,271.921
1.277,0.35,0.528,-24.19,0.408,0.049,0.358,0.554,-1.565,0.444,0.043,0.421,0.774,-26.695,0.428,0.017,Asia,271.921
1.277,0.857,0.73,-46.678,0.877,0.033,0.598,0.082,-2.92,0.721,0.06,0.881,0.778,-47.756,0.886,0.017,Asia,271.921
1.098,0.895,0.779,-51.713,0.908,0.028,0.055,0.825,0.597,0.141,0.027,0.917,0.833,-53.231,0.921,0.014,Asia,271.087
1.098,1.093,0.733,-15.174,1.114,0.034,0.328,0.139,-0.766,0.521,0.073,1.117,0.797,-15.633,1.129,0.027,Asia,271.087
1.098,1.364,0.604,-13.674,1.394,0.044,0.468,0.653,-2.485,0.527,0.036,1.254,0.908,-11.101,1.266,0.027,Asia,271.087
1.098,0.647,0.786,-7.973,0.664,0.031,0.918,0.004,-3.35,1.081,0.072,0.683,0.782,-8.905,0.698,0.029,Asia,271.087
1.098,0.964,0.569,-5.753,1.018,0.059,0.442,0.565,-3.578,0.509,0.038,0.873,0.926,-4.284,0.901,0.04,Asia,271.087
1.098,1.29,0.811,-20.294,1.304,0.029,0.832,0.019,-6.043,0.927,0.053,1.336,0.796,-21.718,1.347,0.026,Asia,271.087
1.098,1.836,0.534,-12.266,1.888,0.055,0.034,0.604,-0.098,0.173,0.037,1.704,0.916,-10.101,1.727,0.035,Asia,271.087
1.098,1.234,0.672,-26.822,1.256,0.036,0.276,-0.156,-1.509,0.434,0.063,1.265,0.723,-27.71,1.276,0.026,Asia,271.087
1.098,1.673,0.597,-22.603,1.697,0.037,0.203,0.171,-1.193,0.374,0.058,1.578,0.879,-19.681,1.588,0.023,Asia,271.087
1.098,0.605,0.792,-13.084,0.621,0.03,0.085,0.547,-1.008,0.202,0.038,0.618,0.879,-13.187,0.623,0.017,Asia,271.087
1.098,0.889,0.614,-10.142,0.915,0.041,0.166,0.088,-4.403,0.263,0.042,0.802,0.906,-7.804,0.813,0.025,Asia,271.087
1.098,0.843,0.435,-11.288,0.885,0.049,-0.167,0.553,-2.348,0.223,0.039,0.847,0.764,-10.688,0.863,0.03,Asia,271.087
1.098,0.641,0.716,-20.603,0.664,0.036,0.014,0.6,-0.876,0.172,0.038,0.666,0.839,-21.133,0.672,0.018,Asia,271.087
1.098,0.74,0.444,-43.901,0.759,0.035,-0.133,0.544,-0.672,0.214,0.043,0.741,0.685,-42.55,0.748,0.02,Asia,271.087
1.098,0.283,0.697,-5.613,0.313,0.036,0.081,0.563,-1.901,0.213,0.04,0.31,0.824,-5.81,0.318,0.019,Asia,271.087
1.098,0.551,0.697,-19.917,0.576,0.037,0.51,0.548,-2.52,0.594,0.044,0.58,0.823,-20.617,0.586,0.018,Asia,271.087
1.098,0.325,0.694,-3.617,0.356,0.037,0.061,0.65,0.155,0.175,0.035,0.35,0.819,-3.799,0.363,0.025,Asia,271.087
1.098,0.654,0.592,-29.453,0.69,0.044,0.262,0.382,-3.495,0.344,0.04,0.703,0.6,-31.8,0.716,0.028,Asia,271.087
1.098,1.319,0.566,-17.36,1.357,0.046,0.115,0.573,-0.058,0.25,0.043,1.364,0.528,-18.309,1.392,0.04,Asia,271.087
1.098,0.598,0.733,-9.47,0.618,0.033,0.0,0.638,-0.04,0.17,0.036,0.624,0.747,-10.127,0.637,0.027,Asia,271.087
1.098,0.939,0.625,-33.71,0.955,0.032,0.176,0.495,-1.231,0.296,0.043,0.952,0.667,-34.084,0.96,0.023,Asia,271.087
1.098,0.764,0.694,-9.582,0.789,0.038,-0.053,0.671,0.381,0.199,0.043,0.798,0.799,-10.221,0.812,0.029,Asia,271.087
1.098,0.59,0.677,-12.624,0.616,0.037,0.002,0.741,0.492,0.153,0.032,0.638,0.8,-14.004,0.646,0.021,Asia,271.087
1.098,0.843,0.679,-18.252,0.869,0.038,0.639,0.436,-2.952,0.721,0.05,0.87,0.781,-18.755,0.88,0.023,Asia,271.087
1.098,0.501,0.782,-3.318,0.526,0.036,0.027,0.45,-1.573,0.141,0.033,0.54,0.727,-4.06,0.57,0.041,Asia,271.087
1.098,0.604,0.756,-7.444,0.624,0.033,0.794,-0.181,-7.917,0.882,0.055,0.644,0.77,-8.472,0.661,0.031,Asia,271.087
1.137,1.168,0.773,-9.776,1.191,0.035,0.532,-0.064,-2.128,0.662,0.072,1.182,0.828,-9.966,1.201,0.032,Asia,270.443
1.137,0.375,0.638,-20.881,0.412,0.041,0.06,0.173,-0.04,0.293,0.074,0.39,0.834,-19.437,0.399,0.02,Asia,270.443
1.137,1.356,0.397,-21.228,1.393,0.045,0.616,0.319,-3.319,0.694,0.054,1.339,0.736,-20.022,1.354,0.029,Asia,270.443
1.003,0.84,0.707,-4.568,0.883,0.05,0.257,-0.134,-1.648,0.351,0.054,0.834,0.937,-4.254,0.858,0.037,Asia,269.663
1.003,0.303,0.599,-0.752,0.38,0.059,0.116,0.298,-1.429,0.159,0.027,0.323,0.891,-0.669,0.371,0.047,Asia,269.663
1.003,0.973,0.672,-8.05,1.004,0.042,0.82,0.254,-17.031,0.845,0.032,0.998,0.897,-8.225,1.014,0.03,Asia,269.663
1.003,0.528,0.481,-5.767,0.562,0.043,0.001,0.142,-0.453,0.137,0.037,0.508,0.874,-4.781,0.519,0.025,Asia,269.663
1.003,0.395,0.461,-15.622,0.415,0.032,2.349,0.757,-21.129,2.375,0.021,0.424,0.526,-17.18,0.434,0.024,Asia,269.663
1.003,1.278,0.597,-41.191,1.292,0.03,0.003,0.793,0.629,0.139,0.043,1.278,0.757,-40.696,1.284,0.02,Asia,269.663
1.003,0.221,0.68,-3.47,0.24,0.025,2.435,0.256,-24.632,2.545,0.048,0.257,0.619,-4.777,0.273,0.024,Asia,269.663
4.055,1.337,0.317,-7.749,1.493,0.039,0.251,0.225,-0.832,0.44,0.064,1.569,0.61,-9.391,1.627,0.025,NAmerica,293.362
1.208,0.107,0.716,0.318,0.222,0.058,0.439,0.311,-2.083,0.564,0.055,0.199,0.719,-0.047,0.275,0.056,NAmerica,292.837
1.249,4.098,0.425,-67.731,4.167,0.049,0.094,0.676,-0.652,0.192,0.034,4.052,0.684,-64.634,4.072,0.026,Asia,271.375
1.249,0.858,0.478,-6.939,0.915,0.057,0.383,-0.017,-1.722,0.523,0.062,0.848,0.817,-6.217,0.872,0.037,Asia,271.375
1.249,1.144,0.562,-12.587,1.185,0.048,0.119,0.325,-1.84,0.203,0.035,1.129,0.813,-11.691,1.145,0.03,Asia,271.375
1.249,0.65,0.764,-19.619,0.678,0.039,0.349,0.51,-5.061,0.407,0.037,0.671,0.809,-19.59,0.678,0.019,Asia,271.375
1.249,0.984,0.504,-9.39,1.022,0.048,0.763,0.055,-2.926,0.902,0.068,0.865,0.932,-6.676,0.879,0.027,Asia,271.375
1.249,0.665,0.486,-31.117,0.682,0.032,0.663,0.652,-2.563,0.726,0.043,0.589,0.768,-23.406,0.595,0.018,Asia,271.375
0.988,1.029,0.765,-38.694,1.042,0.029,-0.049,0.595,0.323,0.236,0.057,1.017,0.815,-37.168,1.022,0.017,Asia,270.185
0.988,1.506,0.753,-10.432,1.539,0.045,1.48,0.805,-13.826,1.507,0.029,1.404,0.948,-8.768,1.423,0.033,Asia,270.185
0.988,1.508,0.642,-14.976,1.538,0.043,-0.035,0.779,0.533,0.22,0.042,1.477,0.656,-14.337,1.507,0.043,Asia,270.185
0.988,0.439,0.623,-1.95,0.493,0.056,0.07,0.736,0.303,0.126,0.034,0.425,0.633,-1.842,0.484,0.058,Asia,270.185
2.097,1.056,0.701,-7.129,1.111,0.037,1.808,0.43,-22.886,1.852,0.049,1.201,0.786,-8.891,1.226,0.027,NAmerica,291.407
3.456,-0.164,0.574,-0.053,0.331,0.056,-0.241,0.636,-5.578,0.255,0.031,-0.305,0.81,-0.521,0.398,0.049,NAmerica,293.662
1.168,0.167,0.437,-1.763,0.256,0.063,3.636,0.726,-61.965,3.663,0.033,0.184,0.589,-1.17,0.227,0.043,NAmerica,291.808
1.168,2.13,0.542,-28.379,2.182,0.057,-0.333,0.499,-9.169,0.347,0.043,2.194,0.565,-29.514,2.224,0.044,NAmerica,291.808
1.157,-0.109,0.037,-2.835,0.216,0.069,0.41,0.494,-0.8,0.539,0.094,-0.063,0.343,-0.481,0.134,0.044,NAmerica,291.889
1.156,4.162,0.744,-82.099,4.209,0.047,0.295,0.525,-1.652,0.346,0.054,4.257,0.765,-84.733,4.275,0.03,NAmerica,291.838
1.131,-0.216,0.227,-1.643,0.28,0.076,0.286,0.745,0.004,0.395,0.062,-0.181,0.506,-0.847,0.234,0.064,NAmerica,291.911
1.098,0.578,0.027,-2.267,0.726,0.117,2.844,0.582,-24.232,2.904,0.021,0.543,0.214,-1.807,0.673,0.107,NAmerica,291.465
1.098,0.448,0.619,-3.603,0.484,0.054,0.371,0.255,-4.619,0.461,0.027,0.441,0.624,-3.422,0.475,0.052,NAmerica,291.465
1.635,0.052,0.743,0.534,0.265,0.06,1.195,0.31,-10.806,1.277,0.028,0.122,0.8,0.424,0.295,0.062,NAmerica,292.375
3.878,3.925,0.155,-54.287,4.149,0.049,0.176,0.603,-0.396,0.261,0.023,5.35,0.693,-91.476,5.366,0.015,NAmerica,291.022
3.878,0.773,-0.098,-23.89,0.949,0.055,2.22,0.543,-89.505,2.297,0.034,1.291,0.429,-46.101,1.305,0.019,NAmerica,291.022
3.878,1.757,0.303,-26.335,1.897,0.046,1.26,0.496,-9.345,1.311,0.055,2.555,0.415,-49.51,2.578,0.022,NAmerica,291.022
3.878,0.529,0.417,-7.487,0.635,0.041,0.027,0.214,-0.122,0.187,0.064,0.936,0.668,-18.019,0.95,0.019,NAmerica,291.022
3.309,3.413,0.228,-205.801,3.472,0.037,-0.047,0.551,-0.437,0.104,0.034,2.015,0.439,-72.795,2.074,0.028,NAmerica,293.805
1.241,0.03,0.64,0.309,0.337,0.052,0.006,0.821,0.648,0.104,0.037,0.032,0.73,0.502,0.286,0.044,NAmerica,291.862
1.141,-0.202,0.281,-1.801,0.296,0.074,-0.318,0.19,-8.41,0.344,0.058,-0.184,0.318,-1.057,0.254,0.06,NAmerica,291.672
1.141,-0.258,0.603,-11.015,0.301,0.056,-0.09,0.471,-4.533,0.127,0.036,-0.235,0.657,-7.256,0.249,0.031,NAmerica,291.672
1.141,-0.242,0.633,-2.162,0.289,0.057,0.407,0.624,-1.963,0.456,0.055,-0.193,0.8,-0.797,0.218,0.036,NAmerica,291.672
1.029,-0.468,0.218,-10.614,0.495,0.07,1.982,0.664,-11.302,2.029,0.054,-0.401,0.077,-7.807,0.431,0.069,NAmerica,291.873
1.029,-0.199,0.353,-22.952,0.259,0.066,-0.227,0.532,-1.522,0.269,0.061,-0.222,0.415,-19.268,0.238,0.034,NAmerica,291.913
1.07,0.149,0.706,0.101,0.249,0.052,0.009,0.654,0.406,0.149,0.052,0.077,0.783,0.526,0.181,0.043,NAmerica,291.912
1.139,0.576,0.609,-0.638,0.74,0.058,-0.136,0.027,-63.743,0.191,0.055,0.31,0.653,0.006,0.576,0.061,NAmerica,292.118
1.081,-0.163,0.606,-0.522,0.216,0.059,1.211,0.035,-1.114,1.705,0.129,-0.149,0.692,-0.26,0.197,0.053,NAmerica,291.322
1.023,-0.11,0.64,-0.047,0.207,0.061,0.54,0.281,-11.03,0.574,0.047,-0.118,0.655,0.076,0.194,0.054,NAmerica,291.69
1.045,-0.202,0.043,-117.739,0.262,0.068,5.812,0.252,-185.461,5.883,0.043,-0.246,0.085,-119.601,0.264,0.039,NAmerica,291.727
4.149,0.189,0.174,-0.001,1.099,0.127,0.513,0.763,-8.256,0.528,0.03,0.028,0.064,-0.001,1.099,0.128,NAmerica,287.616
1.218,-0.351,0.434,-5.637,0.426,0.059,0.228,0.573,-2.122,0.262,0.038,-0.276,0.421,-2.909,0.327,0.043,NAmerica,291.428
1.251,2.273,0.669,-32.348,2.488,0.048,-0.126,0.411,-0.424,0.245,0.068,5.231,0.627,-148.392,5.266,0.029,NAmerica,291.438
1.062,0.82,0.782,-15.919,0.835,0.036,0.303,0.706,-0.786,0.37,0.044,0.805,0.814,-15.089,0.814,0.028,NAmerica,290.07
1.062,0.398,0.724,-6.944,0.418,0.038,0.553,0.702,-1.937,0.609,0.036,0.421,0.8,-7.415,0.43,0.027,NAmerica,290.07
1.009,-0.284,0.36,-2.097,0.358,0.071,1.135,0.68,-5.958,1.191,0.036,-0.261,0.364,-1.57,0.326,0.064,NAmerica,291.484
2.055,0.024,0.68,0.387,0.206,0.043,0.621,0.787,-1.532,0.675,0.034,0.159,0.648,0.054,0.256,0.042,NAmerica,291.627
2.539,0.448,0.674,-1.201,0.528,0.039,0.444,0.669,-1.133,0.521,0.033,0.422,0.755,-0.838,0.482,0.033,NAmerica,289.25
2.603,0.837,0.608,-3.217,0.927,0.04,0.386,0.192,-8.337,0.424,0.019,0.905,0.768,-3.429,0.95,0.029,NAmerica,289.229
2.603,0.422,0.649,-0.611,0.532,0.042,0.937,0.522,-7.019,0.994,0.027,0.451,0.732,-0.665,0.54,0.038,NAmerica,289.229
2.803,-0.009,0.728,0.428,0.27,0.032,1.934,0.417,-16.894,1.998,0.027,-0.13,0.818,0.516,0.248,0.025,NAmerica,289.062
2.803,-0.074,0.056,-1.783,0.232,0.023,-0.232,0.476,-2.264,0.415,0.047,-0.065,0.245,-0.667,0.179,0.018,NAmerica,289.062
2.958,0.47,0.525,-2.171,0.625,0.034,1.315,0.72,-4.577,1.385,0.027,0.629,0.633,-2.899,0.693,0.024,NAmerica,288.825
3.137,0.799,0.454,-3.843,1.04,0.035,0.576,0.766,-0.837,0.657,0.045,1.301,0.537,-7.505,1.378,0.024,NAmerica,288.875
8.994,-0.668,0.515,-9.39,0.719,0.037,-0.163,0.676,-1.31,0.187,0.04,-0.609,0.336,-7.363,0.645,0.029,NAmerica,296.314
5.231,0.646,0.53,-1.029,0.872,0.039,0.271,0.594,-0.527,0.357,0.063,0.856,0.765,-1.498,0.967,0.03,NAmerica,291.377
4.722,0.235,0.753,0.311,0.416,0.051,-0.087,0.535,-0.506,0.156,0.049,0.085,0.877,0.619,0.309,0.044,NAmerica,290.146
1.0,-0.071,0.631,-0.231,0.135,0.051,-0.037,0.492,0.232,0.33,0.067,-0.084,0.666,-0.125,0.129,0.043,NAmerica,290.8
0.974,0.094,0.598,0.104,0.267,0.07,0.296,0.558,-0.154,0.501,0.077,0.072,0.523,0.206,0.251,0.067,NAmerica,291.264
1.016,-0.143,0.592,-1.388,0.201,0.054,-0.18,0.047,-1.667,0.253,0.053,-0.189,0.563,-1.834,0.219,0.042,NAmerica,291.345
2.793,-0.214,0.324,-0.229,0.425,0.077,0.479,0.51,-4.232,0.771,0.046,-0.158,0.426,0.001,0.383,0.073,NAmerica,288.884
2.409,0.363,0.516,-0.344,0.544,0.078,1.249,0.697,-10.411,1.279,0.042,0.295,0.595,-0.093,0.491,0.076,NAmerica,282.629
2.924,-0.225,0.247,-3.089,0.303,0.061,1.317,0.67,-14.233,1.344,0.039,-0.28,0.198,-3.802,0.329,0.051,NAmerica,285.025
7.656,-0.269,-0.026,-3.881,0.74,0.052,1.919,0.641,-21.058,1.947,0.04,-0.182,0.145,-0.296,0.381,0.025,NAmerica,295.449
1.09,1.626,0.801,-17.287,1.643,0.036,-0.113,0.372,-4.35,0.154,0.042,1.66,0.84,-17.972,1.673,0.033,NAmerica,290.12
1.09,1.786,0.774,-26.385,1.802,0.035,0.642,0.783,-3.003,0.676,0.047,1.792,0.85,-26.394,1.802,0.028,NAmerica,290.12
1.09,2.375,0.817,-30.75,2.39,0.033,1.034,0.494,-12.775,1.065,0.047,2.391,0.821,-31.085,2.403,0.03,NAmerica,290.12
0.991,-0.193,0.388,-11.961,0.245,0.061,0.494,0.612,-1.582,0.571,0.071,-0.229,0.359,-12.341,0.249,0.04,NAmerica,291.095
0.961,0.89,0.784,-6.308,0.915,0.046,-0.147,0.62,-0.593,0.193,0.047,0.848,0.817,-5.654,0.873,0.046,NAmerica,290.068
0.96,1.004,0.702,-11.385,1.033,0.046,-0.001,0.776,0.584,0.203,0.06,0.999,0.735,-11.051,1.019,0.038,NAmerica,289.981
0.982,0.287,0.554,-0.41,0.42,0.076,0.309,0.621,-0.707,0.389,0.028,0.31,0.613,-0.397,0.418,0.069,NAmerica,290.64
0.936,-0.266,0.5,-2.741,0.32,0.067,0.005,0.806,0.647,0.152,0.023,-0.243,0.527,-1.906,0.282,0.053,NAmerica,290.845
1.856,-0.268,0.697,-0.328,0.344,0.066,-0.214,0.596,-0.574,0.279,0.031,-0.244,0.789,-0.159,0.322,0.064,NAmerica,291.1
3.163,1.057,0.486,-12.526,1.095,0.034,0.629,0.674,-2.642,0.683,0.022,0.915,0.607,-9.08,0.945,0.028,NAmerica,285.823
3.163,0.655,0.495,-6.314,0.693,0.034,-0.279,0.514,-5.513,0.301,0.04,0.553,0.627,-4.269,0.588,0.031,NAmerica,285.823
4.515,0.284,0.145,-2.083,0.38,0.044,2.149,0.743,-4.641,2.252,0.055,0.267,0.621,-1.136,0.317,0.03,NAmerica,288.124
3.886,1.71,0.359,-23.353,1.764,0.036,1.836,0.697,-20.499,1.859,0.037,1.768,0.747,-23.897,1.784,0.02,NAmerica,288.009
2.903,-0.446,0.574,-13.553,0.463,0.043,0.952,0.77,-9.82,0.971,0.037,-0.445,0.685,-12.983,0.454,0.031,NAmerica,287.285
2.903,1.151,0.796,-0.904,1.295,0.054,0.292,0.636,-2.329,0.327,0.042,1.119,0.734,-1.006,1.329,0.066,NAmerica,287.285
1.119,1.194,0.519,-9.324,1.274,0.058,0.158,0.66,-0.069,0.233,0.056,1.261,0.723,-9.595,1.29,0.036,NAmerica,290.824
0.962,1.074,0.874,-12.229,1.085,0.031,0.244,0.788,-0.398,0.294,0.049,1.186,0.881,-15.039,1.195,0.028,NAmerica,289.467
0.973,0.256,0.666,-1.939,0.307,0.049,-0.09,0.805,0.339,0.131,0.034,0.214,0.646,-1.11,0.26,0.042,NAmerica,289.604
0.959,0.298,0.762,-1.175,0.332,0.047,0.024,0.577,0.326,0.244,0.072,0.256,0.818,-0.672,0.291,0.045,NAmerica,289.807
0.968,0.339,0.606,-1.508,0.394,0.06,0.516,0.781,-1.973,0.562,0.055,0.33,0.713,-1.265,0.375,0.053,NAmerica,289.885
0.973,-0.124,0.798,-0.079,0.169,0.041,2.292,0.408,-33.987,2.759,0.071,-0.109,0.846,0.258,0.14,0.031,NAmerica,290.398
0.978,0.187,0.687,0.077,0.286,0.065,-0.049,0.671,0.338,0.134,0.046,0.169,0.744,0.205,0.266,0.062,NAmerica,290.742
1.041,0.565,0.775,-2.364,0.602,0.051,0.117,0.206,-0.327,0.341,0.041,0.541,0.849,-2.038,0.572,0.046,NAmerica,290.642
6.576,0.821,0.365,-4.649,1.145,0.036,-0.143,0.813,0.469,0.261,0.057,0.974,0.582,-3.751,1.05,0.018,NAmerica,294.454
0.966,-0.115,0.707,-0.149,0.176,0.049,0.893,0.277,-2.394,1.048,0.057,-0.148,0.704,-0.317,0.189,0.044,NAmerica,290.52
3.597,0.72,0.429,-5.959,0.793,0.044,-0.332,0.469,-34.074,0.353,0.045,0.642,0.597,-4.21,0.686,0.032,NAmerica,287.734
3.056,-0.224,0.719,0.121,0.35,0.07,-0.022,0.666,0.437,0.228,0.061,-0.244,0.806,0.035,0.367,0.071,NAmerica,284.516
