arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,esa_bias,esa_corr,esa_nse,esa_rmse,esa_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
2.806,-1.404,0.421,0.056,35.049,0.034,-0.805,0.503,0.243,7.461,0.043,-1.533,0.418,-0.054,-5.673,0.035,-2.021,0.228,-0.03,36.612,0.036,Asia,280.055
2.806,-1.062,0.428,0.138,6.436,0.044,-1.184,0.21,-0.003,19.018,0.059,-1.165,0.355,0.069,57.819,0.038,-1.15,0.33,0.079,6.653,0.045,Asia,280.055
2.806,-1.152,0.362,0.021,11.931,0.04,-1.148,0.359,0.01,9.891,0.035,-0.757,0.426,0.177,16.636,0.043,-1.294,0.232,-0.003,12.078,0.041,Asia,280.055
2.806,-0.319,0.441,-0.109,-72.454,0.03,-1.611,0.175,-0.056,52.388,0.054,-1.285,0.512,0.048,4.987,0.082,1.053,0.569,0.317,-56.851,0.023,Asia,280.055
2.806,1.138,0.388,-0.092,-192.409,0.033,-7.323,0.43,0.176,-87.233,0.041,-1.537,0.333,0.1,-41.194,0.051,4.397,0.279,-0.011,-185.166,0.032,Asia,280.055
2.806,-2.045,0.29,-0.417,-6.578,0.04,-1.145,0.204,-0.091,11.773,0.046,-0.944,0.198,-0.066,-13.213,0.046,-1.481,0.179,-0.121,-5.85,0.036,Asia,280.055
2.806,2.715,-0.052,-0.607,75.943,0.049,-0.104,0.186,-0.068,-41.485,0.05,-1.011,0.102,-0.265,17.544,0.042,0.951,-0.187,-0.375,70.263,0.046,Asia,280.055
2.806,0.387,0.051,-0.28,20.754,0.054,-1.696,0.48,0.203,45.164,0.034,-1.019,0.458,0.189,-6.723,0.049,-0.226,-0.143,-0.238,20.406,0.053,Asia,280.055
2.806,-1.281,0.681,0.236,4.468,0.073,-0.879,0.273,-0.07,-6.072,0.04,-0.94,0.202,-0.101,-12.951,0.042,-1.048,0.827,0.264,4.384,0.072,Asia,280.055
2.806,-4.104,-0.078,-0.36,-50.637,0.062,-0.863,0.063,-0.232,8.451,0.048,-0.982,0.374,0.126,-8.693,0.05,-2.734,-0.192,-0.232,-48.192,0.059,Asia,280.055
2.806,-1.607,-0.111,-0.557,-15.967,0.055,-0.395,0.075,-0.13,-32.971,0.059,-1.177,0.355,0.12,-18.237,0.053,-1.295,-0.079,-0.232,-14.2,0.049,Asia,280.055
2.806,-0.088,0.19,-0.294,17.746,0.043,-1.284,0.086,-0.1,20.151,0.064,-0.893,0.179,-0.105,-24.019,0.044,-0.539,0.106,-0.13,16.581,0.04,Asia,280.055
2.806,-1.39,0.134,-0.16,-8.042,0.059,-1.932,0.261,-0.468,-10.234,0.034,-0.557,0.35,0.104,-101.343,0.045,-1.226,0.04,-0.099,-7.827,0.057,Asia,280.055
2.806,-1.651,-0.237,-0.846,-16.77,0.054,-1.836,0.163,-0.074,41.291,0.053,-2.824,0.285,-0.001,-177.333,0.04,-1.316,-0.293,-0.466,-14.943,0.048,Asia,280.055
2.806,-1.416,-0.015,-0.314,-10.659,0.061,-0.717,0.153,-0.158,-13.888,0.046,-1.044,0.505,0.236,7.668,0.042,-1.218,-0.113,-0.198,-10.178,0.059,Asia,280.055
2.806,-2.196,-0.112,-0.362,-22.691,0.066,-8.765,0.123,-0.268,303.75,0.042,-0.806,0.347,0.118,27.078,0.055,-1.676,-0.214,-0.233,-21.589,0.062,Asia,280.055
2.806,-2.153,0.045,-0.401,-27.052,0.05,-2.166,0.163,-0.12,51.646,0.048,-0.896,0.362,0.049,8.443,0.034,-1.56,0.052,-0.139,-24.392,0.045,Asia,280.055
2.806,-5.795,-0.041,-0.41,-127.098,0.056,-1.71,0.17,-0.077,-32.349,0.049,-7.598,0.353,0.118,-788.284,0.049,-3.33,-0.171,-0.271,-120.678,0.053,Asia,280.055
2.806,-15.042,-0.03,-0.532,-219.403,0.049,-0.889,0.296,0.018,-18.989,0.044,2.828,0.267,0.051,-373.252,0.044,-8.605,-0.179,-0.353,-206.172,0.046,Asia,280.055
2.806,-0.179,0.359,0.085,8.387,0.046,-2.618,0.284,-0.072,-18.877,0.039,-0.838,0.434,0.178,11.522,0.04,-0.46,0.221,0.031,8.635,0.048,Asia,280.055
2.806,0.568,0.008,-0.219,31.829,0.064,-0.609,0.125,-0.147,-22.125,0.05,-0.877,0.32,0.076,-28.962,0.046,-0.16,-0.149,-0.18,31.32,0.063,Asia,280.055
2.806,-0.159,0.174,-0.338,10.017,0.041,-1.424,0.356,0.103,51.796,0.046,-0.654,0.264,0.003,47.207,0.037,-0.541,0.07,-0.176,9.392,0.038,Asia,280.055
2.806,-51.781,-0.058,-0.347,-973.86,0.06,-7.243,0.249,-0.083,234.66,0.041,-0.985,0.246,-0.081,-6.536,0.04,-28.502,-0.2,-0.248,-937.556,0.058,Asia,280.055
2.806,-59.554,0.29,-0.039,-390.461,0.046,-1.19,-0.14,-0.495,-11.498,0.051,-0.805,0.363,0.097,8.539,0.041,-41.248,0.211,0.012,-380.792,0.045,Asia,280.055
2.806,-0.037,0.057,-0.326,14.627,0.05,-1.034,0.075,-0.152,14.055,0.058,-0.929,0.306,0.078,-19.123,0.052,-0.478,-0.13,-0.264,14.282,0.049,Asia,280.055
2.806,-2.335,-0.023,-0.384,-35.435,0.056,-0.851,0.041,-0.167,-9.587,0.06,-1.012,0.063,-0.104,33.281,0.062,-1.649,-0.139,-0.244,-33.604,0.053,Asia,280.055
2.806,3.183,0.236,-0.199,51.762,0.041,-0.217,0.355,0.102,25.351,0.044,-1.634,0.158,-0.556,-8.59,0.034,1.324,0.165,-0.064,48.76,0.038,Asia,280.055
2.806,-1.386,-0.033,-0.618,-7.997,0.049,-1.371,0.054,-0.35,15.365,0.045,-1.382,0.468,0.219,87.44,0.045,-1.198,-0.01,-0.25,-7.03,0.043,Asia,280.055
2.806,-0.055,-0.09,-0.507,11.029,0.053,-0.122,-0.041,-0.242,-60.136,0.061,-0.973,0.462,0.198,-9.578,0.038,-0.434,-0.292,-0.387,10.579,0.051,Asia,280.055
2.806,-1.773,-0.101,-0.381,-23.41,0.064,-0.621,0.187,-0.078,11.373,0.05,-0.623,0.275,-0.045,-72.604,0.038,-1.376,-0.177,-0.226,-22.055,0.06,Asia,280.055
2.806,0.262,-0.109,-0.334,36.583,0.069,-1.705,0.252,-0.032,29.344,0.045,-1.379,0.417,0.163,78.705,0.041,-0.329,-0.085,-0.141,33.825,0.064,Asia,280.055
2.806,-3.262,-0.026,-1.355,-10.566,0.041,-0.564,0.065,-0.255,-19.349,0.048,-2.417,0.193,-0.009,-68.299,0.047,-2.623,-0.026,-0.489,-8.402,0.033,Asia,280.055
2.806,3.132,0.024,-0.285,112.158,0.057,-1.016,0.349,-0.026,4.66,0.043,-1.955,0.266,0.007,-40.199,0.044,1.008,-0.147,-0.226,109.539,0.056,Asia,280.055
2.806,-1.612,0.069,-0.38,-12.566,0.049,-1.07,0.274,-0.0,24.501,0.053,-1.204,0.477,0.214,-9.806,0.033,-1.321,-0.086,-0.262,-12.02,0.047,Asia,280.055
2.806,-5.074,-0.073,-0.702,-92.683,0.048,-1.111,0.449,0.188,33.697,0.046,-0.967,0.299,0.045,-12.72,0.045,-2.98,-0.193,-0.419,-84.627,0.044,Asia,280.055
2.806,3.101,0.019,-0.382,101.148,0.052,-1.098,0.539,0.244,21.479,0.033,-39.412,0.504,0.253,-1321.658,0.041,0.993,-0.127,-0.262,96.649,0.05,Asia,280.055
2.806,-8.559,-0.19,-0.552,-84.708,0.058,-0.496,0.604,0.352,72.77,0.032,-0.214,0.388,0.106,-145.694,0.036,-5.96,-0.218,-0.271,-76.656,0.053,Asia,280.055
2.806,-4.073,0.067,-0.314,-46.232,0.051,-1.118,0.254,-0.227,5.532,0.042,-0.896,0.251,-0.013,-9.825,0.041,-2.682,0.031,-0.134,-42.949,0.047,Asia,280.055
2.806,-3.711,0.085,-0.519,-13.631,0.045,-1.162,0.436,0.176,43.969,0.047,-0.801,0.362,0.124,13.038,0.05,-2.963,0.053,-0.196,-12.094,0.04,Asia,280.055
2.806,-1.669,-0.108,-0.522,-16.057,0.057,-1.134,0.449,0.179,38.759,0.044,-0.983,0.3,0.064,-8.356,0.054,-1.35,-0.25,-0.348,-15.108,0.054,Asia,280.055
2.806,-124.791,0.243,-0.06,-1574.624,0.049,-1.648,0.339,0.115,329.895,0.077,0.47,0.421,0.171,43.473,0.042,-72.139,0.158,-0.017,-1542.312,0.048,Asia,280.055
2.806,-9.499,0.062,-0.454,-185.848,0.046,-1.017,0.129,-0.216,6.07,0.054,-1.068,0.288,-0.025,13.385,0.038,-5.13,-0.066,-0.276,-174.083,0.043,Asia,280.055
2.806,-2.0,-0.36,-0.974,-13.714,0.057,-1.03,0.317,0.04,10.325,0.051,-0.888,0.136,-0.063,-54.085,0.057,-1.642,-0.393,-0.538,-12.105,0.05,Asia,280.055
2.806,0.038,-0.101,-0.373,16.319,0.063,-1.019,0.469,0.186,5.732,0.045,0.106,0.219,-0.025,30.445,0.049,-0.398,-0.288,-0.289,15.817,0.061,Asia,280.055
2.806,-1.373,-0.184,-0.467,-10.461,0.067,-0.824,0.506,0.162,8.818,0.034,-1.207,0.525,0.275,38.98,0.037,-1.196,-0.278,-0.294,-9.826,0.063,Asia,280.055
2.806,4.494,0.145,-0.185,51.984,0.05,-0.275,0.269,-0.022,27.409,0.053,-0.936,0.32,0.048,-13.577,0.041,2.428,0.018,-0.116,50.448,0.048,Asia,280.055
2.806,-0.259,-0.168,-0.812,17.794,0.051,-1.024,0.377,-0.09,5.865,0.036,-0.434,0.32,-0.052,6.437,0.046,-0.64,-0.257,-0.465,16.0,0.046,Asia,280.055
2.806,-3.283,-0.224,-0.503,-64.321,0.067,-1.026,0.451,0.119,6.487,0.038,-0.04,0.105,-0.233,13.932,0.059,-2.192,-0.409,-0.371,-61.425,0.064,Asia,280.055
2.806,2.747,-0.032,-0.366,35.139,0.056,-1.015,0.399,0.089,4.752,0.047,-0.363,0.572,0.323,6.601,0.042,1.247,-0.236,-0.293,34.19,0.055,Asia,280.055
2.806,1.241,0.077,-0.327,52.731,0.05,-0.951,0.347,0.073,-15.994,0.049,-0.333,0.394,-0.017,6.538,0.04,0.089,-0.015,-0.181,49.747,0.047,Asia,280.055
2.806,-1.696,-0.122,-0.624,-17.734,0.054,-0.934,0.51,0.241,-17.084,0.039,-0.39,0.608,0.366,8.165,0.033,-1.338,-0.235,-0.383,-16.364,0.05,Asia,280.055
2.806,-0.582,0.302,-0.038,6.392,0.046,-1.023,0.218,-0.146,7.445,0.048,-0.004,0.223,-0.291,11.397,0.045,-0.789,0.226,0.007,6.252,0.045,Asia,280.055
2.806,-0.29,0.224,-0.058,12.901,0.055,-0.762,0.392,-0.031,6.466,0.038,-0.022,0.247,-0.056,13.245,0.056,-0.641,0.237,0.044,12.262,0.052,Asia,280.055
2.806,-0.529,0.446,0.179,7.271,0.047,-1.134,0.265,-0.174,8.592,0.039,1.193,0.269,-0.092,26.707,0.05,-0.762,0.353,0.116,7.545,0.048,Asia,280.055
2.806,-0.506,0.684,0.458,4.773,0.029,-1.017,0.11,-0.171,6.895,0.061,-3.338,0.21,0.006,-46.812,0.082,-0.751,0.717,0.429,4.902,0.03,Asia,280.055
2.806,-0.114,0.789,0.617,6.343,0.026,3.206,0.38,0.098,-1275.248,0.046,-0.53,0.088,-0.278,6.766,0.059,-0.525,0.731,0.439,7.676,0.031,Asia,280.055
2.806,-0.229,0.28,-0.13,10.662,0.042,-1.178,0.383,0.072,102.338,0.039,-0.187,0.313,0.002,8.702,0.051,-0.659,0.136,-0.077,10.408,0.041,Asia,280.055
2.806,-0.277,0.479,0.226,11.34,0.048,-1.018,0.28,-0.067,5.722,0.047,-0.694,0.434,0.136,3.801,0.05,-0.634,0.446,0.181,11.663,0.049,Asia,280.055
2.806,0.622,0.717,0.503,18.01,0.034,-0.947,0.479,0.216,-15.356,0.044,-0.214,0.34,-0.156,7.55,0.041,-0.18,0.706,0.388,19.985,0.037,Asia,280.055
2.806,-2.729,0.143,-0.029,-47.65,0.083,-1.019,0.35,-0.042,5.193,0.041,0.28,0.127,-0.194,16.317,0.062,-1.874,0.044,-0.03,-47.655,0.083,Asia,280.055
2.806,-0.652,0.076,-0.246,6.682,0.058,-1.036,0.359,0.0,9.739,0.041,-0.541,0.519,0.094,3.75,0.033,-0.824,0.041,-0.108,6.3,0.054,Asia,280.055
2.806,-0.41,0.275,-0.018,8.786,0.051,-1.025,0.423,0.107,6.967,0.041,-0.589,0.396,0.029,4.352,0.043,-0.677,0.133,-0.034,8.857,0.052,Asia,280.055
2.806,-0.773,0.419,0.125,3.825,0.05,-0.942,0.513,0.222,4.713,0.034,-0.629,0.704,0.471,3.401,0.037,-0.886,0.449,0.14,3.793,0.049,Asia,280.055
2.806,-0.141,0.418,0.035,6.898,0.037,-1.022,0.538,0.228,5.222,0.034,-3.514,0.205,-0.128,-34.69,0.056,-0.451,0.311,0.067,6.782,0.037,Asia,280.055
2.806,0.474,0.175,-0.098,15.644,0.059,-1.044,0.544,0.206,8.747,0.031,2.191,0.565,0.299,30.136,0.039,0.042,0.22,0.041,14.623,0.055,Asia,280.055
2.806,-0.66,0.376,-0.102,4.137,0.036,-1.106,0.232,-0.183,7.156,0.045,-0.328,0.168,-0.239,8.578,0.052,-0.828,0.286,-0.012,3.964,0.035,Asia,280.055
2.806,-0.696,0.603,0.335,3.601,0.035,-1.032,0.241,0.003,13.258,0.061,0.012,0.284,-0.282,8.826,0.042,-0.847,0.618,0.3,3.695,0.036,Asia,280.055
2.806,-0.726,0.5,0.221,4.127,0.045,-1.027,0.336,0.061,9.172,0.051,-1.442,0.492,0.186,13.505,0.032,-0.861,0.388,0.114,4.399,0.048,Asia,280.055
2.806,-2.86,0.047,-0.263,-36.711,0.06,-1.17,0.134,-0.115,7.983,0.051,-0.454,0.086,-0.241,8.205,0.061,-1.94,-0.002,-0.117,-34.531,0.056,Asia,280.055
2.806,1.36,0.496,0.224,31.709,0.041,-1.075,0.2,-0.056,22.429,0.058,-6.854,0.189,-0.202,-75.51,0.053,0.193,0.452,0.2,32.209,0.041,Asia,280.055
2.806,-0.503,0.152,-0.208,8.471,0.051,-1.071,0.719,0.509,12.16,0.026,-0.685,0.348,0.04,-15.529,0.039,-0.749,0.084,-0.09,8.047,0.049,Asia,280.055
2.806,0.165,0.376,-0.044,7.965,0.038,-1.082,0.411,0.109,22.597,0.042,-0.473,0.073,-0.352,7.206,0.056,-0.177,0.327,0.088,7.444,0.036,Asia,280.055
2.806,0.294,0.356,-0.117,15.82,0.038,-1.023,0.256,-0.081,7.398,0.048,-3.216,0.296,-0.045,-27.761,0.051,0.038,0.287,0.034,14.717,0.035,Asia,280.055
2.806,-0.596,0.119,-0.164,7.947,0.059,-1.023,0.33,0.06,9.693,0.053,-0.321,0.162,-0.341,8.04,0.048,-0.796,0.024,-0.101,7.726,0.058,Asia,280.055
2.806,-5.329,0.479,0.206,-61.38,0.043,-1.033,0.172,-0.105,12.622,0.057,0.133,0.31,-0.117,12.171,0.044,-3.188,0.501,0.231,-60.389,0.042,Asia,280.055
2.806,-2.267,0.451,0.088,-15.133,0.038,-0.944,0.403,0.128,-17.233,0.046,-0.503,0.454,0.136,5.135,0.042,-1.908,0.377,0.121,-14.859,0.037,Asia,280.055
2.806,-0.61,0.203,-0.137,6.608,0.051,-0.868,0.479,0.173,-31.909,0.036,-0.859,0.38,0.044,4.438,0.038,-0.803,0.32,0.083,5.934,0.046,Asia,280.055
2.806,-2.639,0.598,0.348,-21.932,0.04,-1.037,0.524,0.235,8.785,0.036,-0.487,0.533,0.225,4.675,0.037,-1.828,0.624,0.313,-22.518,0.041,Asia,280.055
2.806,-0.498,0.306,-0.07,7.181,0.043,-0.948,0.285,-0.148,4.026,0.037,-0.2,0.504,0.075,5.637,0.033,-0.746,0.259,0.027,6.847,0.041,Asia,280.055
2.806,-0.162,0.349,-0.007,11.561,0.042,-0.902,0.708,0.495,-18.021,0.025,-0.113,0.413,0.039,8.535,0.04,-0.577,0.273,0.048,11.237,0.041,Asia,280.055
2.806,-0.633,0.375,0.053,5.374,0.044,-0.916,0.466,0.171,-67.722,0.047,0.844,0.257,-0.008,27.484,0.061,-0.814,0.288,0.05,5.383,0.044,Asia,280.055
2.806,-0.65,0.855,0.698,2.494,0.021,0.318,0.083,-2.706,-163.093,0.054,-0.234,0.271,-0.038,10.124,0.054,-0.839,0.833,0.525,3.13,0.026,Asia,280.055
2.806,-0.621,0.514,0.218,4.699,0.037,-4.723,0.269,-0.754,730.173,0.052,-0.693,0.412,0.156,7.846,0.043,-0.808,0.397,0.134,4.943,0.039,Asia,280.055
2.806,-0.413,0.753,0.55,3.931,0.023,-1.044,0.278,-5.316,-30.464,0.053,-0.257,0.081,-0.21,14.588,0.066,-0.693,0.59,0.328,4.804,0.028,Asia,280.055
2.806,-0.339,0.295,-0.089,9.083,0.042,-0.894,0.201,-6.359,-23.787,0.055,0.043,0.391,-0.031,10.115,0.04,-0.678,0.097,-0.105,9.148,0.043,Asia,280.055
2.806,0.364,0.148,-0.092,28.605,0.063,-1.082,0.235,-2.278,-29.49,0.056,3.685,0.329,-0.037,53.09,0.046,-0.311,0.047,-0.059,28.172,0.062,Asia,280.055
2.806,-0.433,0.28,0.0,9.934,0.053,-1.183,0.056,-16.34,-32.925,0.055,-0.263,0.22,-0.176,9.033,0.05,-0.714,0.178,0.002,9.926,0.053,Asia,280.055
2.806,-0.602,-0.063,-0.378,10.027,0.056,-0.941,0.235,-0.852,-20.269,0.063,-0.183,0.278,-0.016,10.973,0.056,-0.878,-0.227,-0.301,9.742,0.054,Asia,280.055
2.806,-0.358,-0.056,-0.312,15.195,0.068,-0.891,0.098,-6.682,-31.583,0.057,-0.444,0.193,-0.118,7.908,0.058,-0.806,-0.144,-0.188,14.455,0.065,Asia,280.055
2.806,-0.228,0.736,0.54,6.754,0.026,-1.058,0.338,-0.209,55.11,0.053,-3.068,0.254,-0.105,-26.315,0.052,-0.61,0.605,0.34,8.095,0.032,Asia,280.055
2.806,2.465,0.228,-0.127,55.329,0.048,-1.072,0.159,-4.349,46.419,0.065,-2.874,0.322,-0.125,-20.083,0.043,0.751,0.11,-0.068,53.858,0.047,Asia,280.055
2.806,-0.455,0.192,-0.164,8.986,0.05,0.982,0.391,-0.4,516.28,0.032,-0.139,0.418,0.051,8.543,0.041,-0.725,0.096,-0.082,8.665,0.048,Asia,280.055
2.806,-0.396,0.234,-0.037,11.085,0.056,-2.265,0.167,-1.707,-454.218,0.051,-0.861,0.347,-0.021,5.57,0.036,-0.695,0.096,-0.047,11.135,0.057,Asia,280.055
2.806,-0.588,0.173,-0.108,7.874,0.058,0.558,0.322,-2.795,361.684,0.045,0.521,0.398,-0.024,19.239,0.039,-0.792,0.144,-0.023,7.565,0.055,Asia,280.055
2.806,-2.529,0.227,-0.094,-26.186,0.052,-0.601,0.251,-0.857,116.774,0.064,-0.886,0.584,0.341,109.582,0.044,-1.773,0.16,-0.019,-25.274,0.05,Asia,280.055
2.806,-2.386,0.526,0.226,-16.655,0.036,-1.151,0.199,-0.513,-62.325,0.04,-0.482,0.188,-0.259,365.153,0.043,-1.7,0.466,0.208,-16.854,0.037,Asia,280.055
2.806,-0.363,0.672,0.448,6.516,0.031,-1.092,0.193,-0.975,55.671,0.039,-1.045,0.368,-0.108,-15.849,0.043,-0.678,0.55,0.281,7.434,0.035,Asia,280.055
2.806,-0.536,0.273,-0.22,6.09,0.04,-1.241,0.328,-0.253,-41.028,0.037,-1.667,0.479,-0.463,-71.723,0.027,-0.779,0.253,-0.019,5.564,0.036,Asia,280.055
2.806,0.382,0.745,0.554,12.699,0.025,-1.056,0.244,-0.097,-81.855,0.055,-4.156,0.374,-0.858,-384.013,0.029,-0.098,0.669,0.405,14.662,0.029,Asia,280.055
1.717,-0.84,0.517,0.253,124.159,0.046,-1.111,0.489,-0.736,25.725,0.027,-1.304,0.445,-0.004,-72.82,0.034,-0.851,0.566,0.17,130.895,0.048,NAmerica,272.424
1.659,-0.081,0.203,-0.067,7368.819,0.04,1.615,0.507,-0.673,136.974,0.032,-138.079,0.304,-1.195,-5091.783,0.031,1.88,0.319,0.102,6762.168,0.037,NAmerica,273.264
1.659,0.687,0.458,0.15,101.3,0.037,-1.452,0.575,-0.572,38.289,0.025,-0.215,0.395,0.09,266.049,0.044,0.296,0.535,0.275,93.556,0.034,NAmerica,273.264
1.627,17.105,0.508,-0.368,-2436.122,0.024,-1.205,0.404,-0.131,18.103,0.038,-0.544,0.408,-0.659,-242.343,0.029,11.391,0.52,0.269,-1780.238,0.018,NAmerica,274.655
1.627,0.833,0.502,-0.635,115.779,0.026,-1.033,0.398,0.09,20.297,0.05,1.23,0.288,-0.146,636.676,0.044,-0.599,0.443,0.16,82.966,0.019,NAmerica,274.655
1.627,-0.926,0.585,0.233,-52.203,0.027,-1.049,0.33,-0.166,12.441,0.038,-4.672,0.158,-0.852,804.463,0.036,-0.827,0.6,0.321,-49.114,0.025,NAmerica,274.655
1.627,0.235,0.469,-0.755,65.134,0.024,-0.374,0.346,-0.017,-21.051,0.036,-1.508,0.465,0.038,-225.055,0.025,-0.306,0.561,0.307,40.919,0.015,NAmerica,274.655
1.627,-2.012,0.512,0.253,364.993,0.037,-5.317,0.158,-8.646,516.738,0.036,136.76,0.094,-0.783,-759802.773,0.036,-1.581,0.533,0.207,376.148,0.038,NAmerica,274.655
1.627,-2.109,0.538,-0.333,319.828,0.025,-0.066,0.199,-2.509,-90.588,0.045,-0.842,0.246,-0.849,289.245,0.03,-1.06,0.597,0.356,222.22,0.018,NAmerica,274.655
1.576,-1.207,0.479,0.187,-164.845,0.036,-0.642,0.283,-1.456,-36.73,0.044,-2.307,0.281,-0.063,365.411,0.047,-0.69,0.503,0.215,-161.994,0.036,NAmerica,275.94
1.731,-0.328,0.272,-0.778,198.496,0.034,-0.744,0.215,-3.461,-40.919,0.044,-0.315,0.222,-0.208,-531.858,0.033,-1.052,0.407,0.094,141.65,0.024,NAmerica,279.451
3.904,20.995,0.575,0.042,-5947.127,0.026,-0.852,0.296,-0.072,-1056.686,0.055,-1.274,0.193,-0.447,57.435,0.033,20.779,0.68,0.455,-4487.037,0.019,NAmerica,285.174
2.46,-4.106,0.243,-0.535,8324.751,0.033,-0.603,0.457,0.208,467.036,0.035,0.366,0.286,-0.184,-2187.564,0.031,-12.617,0.39,0.122,6296.496,0.025,NAmerica,279.169
2.46,-1.125,0.476,-0.32,739.192,0.025,-1.071,0.269,-0.315,109.163,0.04,-1.201,0.299,0.049,83.499,0.047,-1.872,0.549,0.286,543.669,0.019,NAmerica,279.169
2.46,-2.912,0.391,0.07,819.88,0.042,-1.162,0.537,0.287,56.423,0.042,-1.31,0.561,-0.051,-455.368,0.022,-2.391,0.559,0.29,716.441,0.037,NAmerica,279.169
2.365,-0.138,0.295,-0.346,-472.849,0.034,-1.005,0.536,0.276,27.765,0.04,1.012,0.643,-0.127,166.895,0.026,-0.022,0.48,0.229,-357.778,0.025,NAmerica,281.246
2.365,-1.998,0.16,-0.948,357.185,0.037,-0.954,0.548,0.289,28.37,0.04,-5.611,0.773,-0.998,-482.098,0.025,-1.772,0.539,0.289,215.833,0.023,NAmerica,281.246
2.365,0.321,0.382,-0.29,-455.984,0.032,-0.933,0.63,0.395,24.693,0.044,-1.073,0.48,0.03,47.631,0.033,0.275,0.53,0.28,-340.698,0.024,NAmerica,281.246
2.365,1.556,0.195,-0.199,-738.08,0.05,-0.803,0.143,-2.672,-86.059,0.036,-1.059,0.471,0.214,-89.78,0.047,1.567,0.483,0.211,-598.653,0.04,NAmerica,281.246
3.244,2.983,0.676,-0.113,-1139.406,0.023,-1.407,0.117,-0.821,52.186,0.055,10.526,0.455,0.097,4200.681,0.032,1.966,0.68,0.462,-792.501,0.016,NAmerica,285.681
3.634,-1.655,0.499,-0.315,325.136,0.028,-1.733,0.132,-2.288,78.121,0.046,1.156,0.419,0.011,-31.324,0.035,-2.336,0.608,0.365,225.967,0.019,NAmerica,285.242
2.129,-7.385,0.558,-1.74,-3666.356,0.03,-1.118,0.064,-1.689,18.621,0.049,-2.476,0.352,-0.554,-784.751,0.023,-1.053,0.478,0.087,-2115.874,0.017,NAmerica,280.472
2.347,-0.094,0.13,-0.939,575.939,0.048,-1.577,0.3,-0.333,55.959,0.048,-2.075,0.323,-0.692,-515.96,0.037,-1.584,0.371,0.13,385.74,0.032,NAmerica,280.432
2.579,-0.861,0.163,-0.273,-272.864,0.06,-1.056,0.192,-0.097,-5.263,0.042,-1.611,0.446,-0.289,-773.447,0.034,-0.536,0.402,0.161,-221.452,0.048,NAmerica,280.799
2.593,0.268,0.43,-0.176,193.119,0.037,0.241,0.113,-1.593,66.437,0.027,-1.641,0.395,-1.234,-613.816,0.033,-0.567,0.718,0.489,127.301,0.024,NAmerica,281.309
2.593,3.123,0.057,-2.367,-57.79,0.064,-3.089,0.041,-2.704,-82.995,0.026,0.146,0.21,-0.116,286.964,0.039,0.826,0.526,0.261,-27.073,0.03,NAmerica,281.309
1.69,8.114,0.415,-0.972,-1194.695,0.025,-0.98,0.444,0.108,30.78,0.046,-0.386,0.548,0.298,1444.545,0.032,3.354,0.392,0.085,-813.81,0.017,NAmerica,281.155
1.247,42.96,0.434,-0.073,-9839.084,0.029,-0.436,0.366,-0.764,-43.245,0.05,-0.875,0.331,0.086,647.101,0.034,17.933,0.356,0.101,-9003.227,0.026,NAmerica,280.288
1.247,-0.217,0.658,0.397,-154.02,0.022,-0.724,0.424,-0.36,-57.925,0.049,-0.824,0.583,0.298,-235.763,0.042,-0.798,0.581,0.324,-163.075,0.024,NAmerica,280.288
1.247,1.147,0.558,-0.056,-297.023,0.022,-1.087,0.324,-0.523,-38.596,0.045,-1.117,0.456,0.204,-218.454,0.042,-0.124,0.519,0.252,-249.902,0.019,NAmerica,280.288
1.039,-1.223,0.375,-0.031,382.525,0.037,-1.693,0.147,-1.413,2052.153,0.05,-0.55,0.518,0.268,259.485,0.04,-1.205,0.268,0.034,370.214,0.035,NAmerica,282.178
0.972,1.359,0.757,0.557,3974.956,0.025,-1.865,0.447,-0.198,204.909,0.05,-0.88,0.637,0.376,569.309,0.043,-1.091,0.747,0.487,4276.35,0.027,NAmerica,286.735
0.808,-0.548,0.702,0.483,1777.509,0.025,-1.175,0.537,0.138,-124.536,0.026,1.696,0.128,-1.028,644.855,0.032,-0.49,0.716,0.445,1840.793,0.026,NAmerica,282.426
1.06,-0.382,0.645,0.415,-156.795,0.038,-1.276,0.246,-0.982,21.43,0.042,-1.254,0.334,-0.072,-50.073,0.039,-0.377,0.646,0.366,-163.272,0.039,NAmerica,286.299
1.067,-0.464,0.589,0.345,-139.641,0.038,-1.055,0.342,-0.573,28.456,0.04,2.297,0.131,-0.623,293.441,0.038,-0.685,0.648,0.357,-138.317,0.038,NAmerica,286.233
1.162,-0.422,0.62,0.363,224.162,0.037,-0.696,0.398,-0.842,-36.183,0.042,-0.855,0.071,-0.535,-373.726,0.044,-0.433,0.677,0.419,214.117,0.036,NAmerica,286.158
1.346,-0.304,0.678,0.451,355.469,0.041,-0.451,0.316,-0.761,-108.456,0.035,0.966,0.24,-0.114,572.731,0.045,-0.526,0.703,0.38,377.728,0.043,NAmerica,286.386
1.702,0.327,0.432,0.04,-757.215,0.022,-0.886,0.279,-0.355,5.075,0.043,-0.255,0.402,0.105,-75.457,0.037,-0.601,0.422,0.175,-702.342,0.02,NAmerica,272.17
