arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,esa_bias,esa_corr,esa_nse,esa_rmse,esa_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
1.098,-1.694,0.616,0.359,106.424,0.025,-0.945,0.556,0.24,8.058,0.031,1.885,0.59,0.176,152.224,0.016,-1.232,0.735,0.414,101.746,0.024,Asia,271.087
1.098,-5.405,0.704,0.494,584.893,0.026,-0.411,0.559,0.219,8.895,0.03,-0.63,0.449,0.176,35.069,0.054,-2.654,0.718,0.39,642.421,0.028,Asia,271.087
1.137,-0.348,0.631,0.392,135.55,0.025,1.326,0.525,-0.203,-95.564,0.025,-0.48,0.374,0.138,140.313,0.051,-0.619,0.67,0.388,135.964,0.025,Asia,270.443
1.137,0.029,0.7,0.49,-70.225,0.025,-0.875,0.627,0.192,8.718,0.029,-0.672,0.401,0.148,84.229,0.029,-0.411,0.747,0.433,-74.039,0.026,Asia,270.443
1.137,3.714,0.629,-0.195,183.327,0.019,-0.458,0.593,0.221,5.707,0.032,-0.246,0.478,0.223,32.706,0.026,1.554,0.635,0.36,134.184,0.014,Asia,270.443
1.003,-0.233,0.574,0.282,32.729,0.05,-2.088,0.657,0.279,26.821,0.029,-0.246,0.486,0.23,32.187,0.026,-0.637,0.69,0.221,34.092,0.052,Asia,269.663
1.003,-0.699,0.556,0.291,127.252,0.046,-2.25,0.57,-0.299,45.883,0.029,-0.899,0.583,0.327,11.426,0.028,-0.697,0.706,0.249,130.981,0.048,Asia,269.663
1.003,-0.743,0.672,0.451,67.62,0.023,-0.554,0.652,-0.451,138.239,0.03,-0.894,0.526,0.272,-77.07,0.036,-0.787,0.646,0.311,75.75,0.026,Asia,269.663
1.003,-0.402,0.635,0.399,28.746,0.023,-1.185,0.424,-1.466,55.169,0.034,-0.698,0.376,-0.227,54.703,0.025,-0.71,0.582,0.283,31.411,0.025,Asia,269.663
1.003,-0.402,0.635,0.399,28.442,0.023,-1.217,-0.107,-24.994,46.964,0.033,-2.215,0.457,0.206,-309.322,0.043,-0.71,0.571,0.276,31.213,0.025,Asia,269.663
1.003,-0.741,0.671,0.443,10.393,0.025,-1.085,0.339,-0.131,92.789,0.036,1.047,0.555,0.289,409.764,0.027,-0.854,0.794,0.413,10.666,0.026,Asia,269.663
1.208,-0.572,0.722,0.477,302.413,0.03,-0.968,0.345,-0.04,272.097,0.04,2.787,0.425,0.167,1047.357,0.037,-0.57,0.75,0.478,302.124,0.03,NAmerica,292.837
1.249,-0.832,0.382,-0.396,58.36,0.027,-0.994,0.274,-0.044,54.268,0.057,-0.579,0.416,0.172,26.354,0.044,-0.955,0.395,0.125,46.203,0.021,Asia,271.375
1.249,-1.482,0.584,0.34,-281.959,0.039,-0.625,0.463,-0.404,-160.476,0.029,-0.453,0.418,-0.064,-138.537,0.026,-1.207,0.644,0.297,-291.182,0.04,Asia,271.375
1.249,0.14,0.639,0.387,380.381,0.025,-0.955,0.315,0.016,-229.516,0.049,-0.169,0.485,0.203,101.751,0.029,-0.697,0.71,0.419,370.407,0.024,Asia,271.375
1.249,1.109,0.59,0.347,927.522,0.033,-0.95,0.367,0.065,-106.993,0.042,-0.55,0.449,0.198,12.911,0.036,-0.44,0.713,0.359,918.874,0.033,Asia,271.375
1.249,-0.485,0.57,0.31,24.05,0.04,-0.786,0.593,0.32,49.926,0.042,-0.83,0.61,0.37,-59.414,0.028,-0.728,0.725,0.303,24.172,0.04,Asia,271.375
1.249,0.187,0.528,-0.07,-138.948,0.026,-1.083,0.325,-6.543,191.976,0.04,-0.881,0.383,-0.124,-58.074,0.027,-0.249,0.657,0.423,-102.076,0.019,Asia,271.375
0.988,-0.906,0.667,0.442,85.114,0.024,-0.998,0.593,-0.521,-167.279,0.034,3.995,0.755,-0.112,1807.031,0.026,-0.866,0.684,0.364,90.866,0.026,Asia,270.185
0.988,-0.619,0.707,0.471,10.486,0.029,-1.024,0.504,-0.708,224.615,0.037,-0.9,0.745,-0.469,-310.261,0.026,-0.782,0.739,0.343,11.681,0.032,Asia,270.185
0.988,-0.183,0.599,0.348,-60.434,0.029,-1.568,0.342,-5.77,208.591,0.039,-8.623,-0.166,-8.255,503.26,0.029,-0.613,0.667,0.345,-60.58,0.029,Asia,270.185
0.988,-0.432,0.595,0.222,-48.308,0.022,-0.75,0.379,-0.066,-96.275,0.034,-0.956,0.402,0.097,533.752,0.032,-0.731,0.653,0.394,-42.634,0.02,Asia,270.185
2.097,3.593,0.733,-0.292,1052.869,0.027,-0.928,0.261,-0.023,93.675,0.047,-0.666,0.485,0.221,-492.23,0.034,0.83,0.769,0.569,607.738,0.016,NAmerica,291.407
4.489,3.061,0.593,-0.367,1215.505,0.025,-0.65,0.297,0.035,112.085,0.049,-1.07,0.375,0.129,269.485,0.051,-0.085,0.606,0.325,854.087,0.017,NAmerica,294.92
4.046,-0.395,-0.329,-6.118,441.353,0.025,-1.026,0.314,-0.112,-29.016,0.032,-2.803,0.594,0.209,-2467.946,0.022,0.625,-0.128,-2.417,305.797,0.017,NAmerica,290.934
1.168,-0.888,0.627,0.149,6782.798,0.031,-0.839,0.36,-0.53,10.991,0.029,-1.028,0.393,0.141,567.511,0.047,-3.116,0.666,0.443,5487.5,0.025,NAmerica,291.808
1.168,-0.559,0.63,0.264,-364.418,0.033,-1.015,0.445,0.168,-112.538,0.056,-0.166,0.407,0.165,801.384,0.051,-0.502,0.658,0.425,-322.192,0.029,NAmerica,291.808
1.157,0.289,0.52,0.231,-155.554,0.048,-0.144,0.361,-1.278,303.215,0.04,2.573,0.484,0.235,6002.751,0.038,0.013,0.596,0.312,-147.158,0.046,NAmerica,291.889
1.156,-2.79,0.705,-0.113,-536.231,0.026,-0.586,0.251,-0.038,-484.582,0.043,-0.613,0.69,0.462,78.698,0.038,-1.418,0.692,0.476,-367.917,0.018,NAmerica,291.838
1.131,-1.303,0.518,0.21,2868.234,0.043,-1.118,0.409,0.024,135.982,0.048,-0.277,0.54,-2.694,-667.385,0.028,1.147,0.563,0.279,2739.089,0.042,NAmerica,291.911
1.098,0.017,0.528,0.278,745.055,0.048,-1.208,0.493,-0.288,-76.077,0.038,0.302,0.796,0.502,-855.691,0.02,-0.565,0.571,0.279,744.678,0.048,NAmerica,291.465
1.098,0.898,0.766,0.586,1313.392,0.028,-1.607,0.302,-0.99,-279.258,0.046,0.285,0.741,0.352,-940.188,0.022,-0.029,0.765,0.498,1447.296,0.031,NAmerica,291.465
1.635,-0.467,0.764,0.561,71.234,0.033,-0.984,0.285,-0.242,48.769,0.05,3.717,0.609,-2.409,-3469.313,0.026,-0.719,0.806,0.565,70.903,0.033,NAmerica,292.375
3.878,-0.701,0.528,-3.393,-1007.917,0.03,-1.026,0.504,-0.407,-86.79,0.028,-0.235,0.52,0.228,1775.694,0.028,-0.515,0.612,0.087,-459.463,0.014,NAmerica,291.022
3.878,0.004,0.586,-0.093,-3317.134,0.029,-1.001,0.555,0.264,100.861,0.03,-0.546,0.38,0.133,-602.557,0.043,0.629,0.537,0.286,-2681.3,0.024,NAmerica,291.022
3.878,-2.507,0.629,-0.002,4711.979,0.028,4.362,0.329,-0.268,-745.68,0.031,-0.89,0.386,0.142,-148.085,0.045,-3.445,0.608,0.369,3737.376,0.022,NAmerica,291.022
3.878,5.43,0.554,-2.967,1831.434,0.029,-1.121,0.358,0.057,47.022,0.041,3.1,0.368,0.04,1781.11,0.029,-1.741,0.614,0.115,865.028,0.014,NAmerica,291.022
1.241,1.122,0.697,0.154,-1964.269,0.029,-1.097,0.073,-1.48,115.651,0.055,-0.001,0.775,0.145,18.001,0.019,0.246,0.698,0.486,-1530.567,0.023,NAmerica,291.862
1.141,-0.825,0.554,0.237,-565.111,0.041,-0.919,0.688,0.418,25.833,0.029,-0.835,0.45,0.195,-396.135,0.054,-0.151,0.55,0.288,-546.032,0.039,NAmerica,291.672
1.141,-0.694,0.586,0.315,-132.325,0.04,-1.466,0.557,0.082,-66.495,0.033,-0.689,0.413,-0.104,53.756,0.026,-0.579,0.57,0.293,-134.452,0.041,NAmerica,291.672
1.141,-0.564,0.606,-0.078,810.155,0.032,-1.008,0.538,0.027,163.021,0.036,0.174,0.406,0.15,451.963,0.038,1.791,0.651,0.424,592.515,0.023,NAmerica,291.672
10.121,-0.587,0.509,0.032,16.154,0.021,-0.524,0.348,-1.273,272.378,0.036,-0.731,0.425,0.074,-348.359,0.037,-1.017,0.65,0.413,12.582,0.016,NAmerica,297.724
1.029,-0.481,0.543,0.295,-363.452,0.051,-0.873,0.486,-0.402,-84.543,0.033,-0.183,0.448,0.2,1811.943,0.044,-0.65,0.575,0.259,-372.646,0.052,NAmerica,291.873
1.029,-0.631,0.507,-0.52,67.046,0.03,-0.535,0.481,0.123,43.596,0.04,-1.039,0.588,0.318,5119.588,0.028,-1.056,0.5,0.16,49.836,0.022,NAmerica,291.913
1.07,0.804,0.62,0.309,407.145,0.034,-0.821,0.565,-0.105,-90.031,0.03,-7.574,0.382,-0.021,55128.377,0.034,0.051,0.608,0.363,390.838,0.033,NAmerica,291.912
1.139,-0.097,0.552,0.303,1248.468,0.032,-0.91,0.486,-1.06,-67.879,0.031,-0.8,0.352,0.05,363.408,0.045,-0.25,0.585,0.338,1217.079,0.032,NAmerica,292.118
1.081,-1.168,0.562,0.288,-819.58,0.041,-0.967,0.451,-1.925,22.092,0.035,-0.141,0.704,0.442,-284.793,0.018,-1.07,0.587,0.315,-803.772,0.04,NAmerica,291.322
1.023,-2.63,0.658,0.285,6482.196,0.028,-0.846,0.445,0.067,302.055,0.037,-1.101,0.673,0.448,147.949,0.026,-2.868,0.662,0.432,5778.166,0.025,NAmerica,291.69
1.045,-16.256,0.453,-0.11,60562.883,0.034,-1.012,0.527,-0.098,-40.066,0.035,-0.332,0.549,0.213,-106.93,0.024,-16.053,0.457,0.168,52416.745,0.029,NAmerica,291.727
4.149,-0.433,0.254,-0.13,407.553,0.047,-1.813,0.45,0.036,-820.195,0.038,-1.6,0.55,0.298,-799.535,0.035,-0.642,0.423,0.176,348.055,0.04,NAmerica,287.616
4.101,-10.687,0.802,0.281,-9385.644,0.02,-0.684,0.114,-1.416,13.879,0.031,-3.449,0.244,-0.34,-2407.774,0.042,-8.534,0.814,0.659,-6462.274,0.014,NAmerica,290.367
1.218,1.492,0.799,0.457,-402.659,0.026,-0.928,0.631,0.395,17.985,0.029,3.953,0.746,0.44,648.388,0.027,-0.003,0.781,0.604,-344.047,0.022,NAmerica,291.428
1.062,0.188,0.716,0.209,-56.078,0.024,-0.967,-0.008,-0.408,3.047,0.043,0.146,0.734,0.397,-499.003,0.027,-0.252,0.741,0.548,-42.377,0.018,NAmerica,290.07
1.062,-3.144,0.732,0.535,-651.041,0.028,-1.106,0.632,0.387,11.153,0.03,1.838,0.722,0.443,-566.541,0.026,-2.578,0.727,0.455,-704.382,0.031,NAmerica,290.07
1.009,-1.162,0.326,-0.397,342.129,0.042,-1.401,0.69,0.466,38.294,0.032,-2.055,0.526,-0.372,-691.251,0.03,-0.809,0.394,0.133,269.44,0.033,NAmerica,291.484
2.055,0.561,0.696,0.324,195.905,0.03,-1.562,0.583,0.325,29.007,0.045,-0.323,0.631,-0.001,-98.979,0.028,-0.05,0.717,0.507,167.35,0.026,NAmerica,291.627
2.539,-0.978,0.683,0.29,-541.733,0.029,0.003,0.457,-0.118,324.104,0.035,-0.3,0.718,0.502,147.835,0.03,-1.354,0.659,0.434,-483.692,0.026,NAmerica,289.25
2.603,0.322,0.642,0.288,-640.568,0.03,-1.095,0.337,-0.362,-53.345,0.055,0.515,0.699,0.166,-369.111,0.025,0.204,0.665,0.437,-569.527,0.026,NAmerica,289.229
2.603,-3.286,0.477,-0.508,-629.931,0.029,-1.204,0.159,-0.226,44.895,0.045,0.92,0.644,-0.341,-495.442,0.024,-2.022,0.542,0.212,-455.349,0.021,NAmerica,289.229
2.803,-0.57,0.626,0.163,-90.502,0.026,-0.965,0.402,-4.815,23.76,0.033,0.447,0.782,0.469,48.626,0.013,-0.597,0.653,0.426,-74.975,0.021,NAmerica,289.062
2.803,-1.4,0.628,0.393,163.145,0.033,-0.921,0.433,0.173,86.925,0.034,-1.444,0.449,0.202,-3689.183,0.039,-0.299,0.724,0.429,158.319,0.032,NAmerica,289.062
2.958,-0.491,0.637,0.227,-355.221,0.024,1.262,0.555,0.295,-10.901,0.034,-0.329,0.632,0.382,-498.793,0.027,-0.206,0.71,0.503,-284.886,0.019,NAmerica,288.825
3.137,0.059,0.58,-0.182,-465.16,0.023,-1.02,0.466,0.179,90.7,0.028,0.698,0.541,0.276,-2147.828,0.033,0.036,0.679,0.435,-321.709,0.016,NAmerica,288.875
8.994,-0.316,0.658,0.17,53.092,0.016,-1.174,0.374,-0.268,-84.853,0.045,2.926,0.108,-0.12,495.956,0.044,-0.81,0.71,0.5,41.209,0.013,NAmerica,296.314
1.0,-0.129,0.673,0.433,-3459.167,0.032,-0.586,0.433,0.175,31.879,0.034,-0.59,0.185,-0.048,-69.072,0.045,0.663,0.636,0.38,-3616.434,0.034,NAmerica,290.8
0.974,0.388,0.67,0.279,-610.267,0.028,-1.707,0.606,0.364,47.415,0.026,-0.918,0.133,-0.024,-36.33,0.056,-0.04,0.677,0.45,-532.876,0.025,NAmerica,291.264
1.016,2.389,0.602,0.309,-1960.289,0.032,-1.017,0.58,0.333,15.586,0.034,-1.119,0.271,0.048,-100.996,0.05,1.115,0.622,0.382,-1853.065,0.03,NAmerica,291.345
0.886,2.231,0.039,-0.083,487.533,0.043,-2.46,0.683,0.465,156.119,0.028,-0.971,0.301,0.064,-56.45,0.045,1.016,0.78,0.374,370.678,0.033,Asia,272.698
1.006,-0.736,0.325,0.093,-64.23,0.042,-1.791,0.606,0.348,131.692,0.043,-0.23,0.336,0.109,-46.476,0.051,-0.999,0.594,0.242,-58.749,0.038,Asia,273.908
1.006,-1.027,0.402,0.16,-32.917,0.051,-1.165,0.555,0.288,22.754,0.03,-0.354,0.623,0.179,153.042,0.029,-0.899,0.767,0.396,-27.912,0.043,Asia,273.908
1.006,-0.891,0.575,0.291,-87.151,0.043,-1.205,0.67,0.438,17.774,0.025,-0.809,0.48,0.231,-377.782,0.04,-1.093,0.837,0.387,-81.022,0.04,Asia,273.908
1.092,-0.871,0.417,0.174,-53.031,0.042,-1.148,0.593,0.279,12.657,0.031,-1.813,0.166,-0.196,-128.282,0.045,-0.984,0.726,0.34,-47.411,0.038,Asia,274.566
1.092,-0.63,0.444,0.189,-44.361,0.049,-1.199,0.705,0.491,31.327,0.031,13.53,0.722,-2.042,19707.175,0.021,-0.873,0.652,0.258,-42.422,0.047,Asia,274.566
2.793,0.077,0.501,0.084,183.572,0.03,-1.069,0.749,0.552,20.526,0.03,-0.479,0.578,0.332,525.862,0.03,-0.265,0.581,0.337,156.126,0.026,NAmerica,288.884
2.409,0.733,0.618,0.379,-1875.108,0.035,-1.013,0.714,0.472,13.766,0.041,-0.435,0.426,0.115,445.621,0.032,1.169,0.609,0.302,-1987.964,0.037,NAmerica,282.629
2.924,0.63,0.413,0.028,182.796,0.038,-1.064,0.348,0.061,482.618,0.051,-4.625,0.593,0.329,6399.795,0.025,-0.497,0.547,0.285,156.782,0.033,NAmerica,285.025
7.656,1.668,0.556,-1.269,516.483,0.018,-0.922,0.337,0.085,-75.958,0.041,0.779,0.443,0.175,6245.574,0.034,-0.533,0.621,0.28,290.936,0.01,NAmerica,295.449
1.09,0.275,0.778,0.58,505.594,0.024,-1.383,0.416,-0.244,598.153,0.035,-1.128,0.177,-0.056,-114.528,0.04,-0.194,0.781,0.572,510.567,0.024,NAmerica,290.12
1.09,0.632,0.654,0.292,398.49,0.028,-1.009,0.321,-0.919,380.501,0.042,-0.853,0.427,0.145,-105.749,0.029,-0.334,0.689,0.472,344.345,0.024,NAmerica,290.12
1.09,-2.246,0.734,0.371,-1472.264,0.024,-0.926,0.605,0.353,34.951,0.039,-1.246,0.306,0.046,-123.259,0.041,-0.616,0.747,0.558,-1233.97,0.02,NAmerica,290.12
0.991,-2.31,0.572,0.232,5189.116,0.032,-4.825,0.475,0.226,476.03,0.045,-1.203,0.428,0.149,-76.178,0.033,-1.206,0.562,0.315,4899.498,0.03,NAmerica,291.095
0.862,-0.419,0.584,0.299,-93.334,0.033,-1.107,0.425,0.165,10.936,0.039,-0.741,0.319,0.095,-39.848,0.05,-0.971,0.64,0.228,-97.946,0.034,Asia,271.594
0.948,-0.451,0.578,0.331,-93.556,0.025,-0.948,0.446,-0.164,-76.671,0.033,-0.626,0.312,0.05,792.662,0.039,-0.98,0.714,0.349,-92.294,0.025,Asia,272.87
0.99,-0.088,0.465,0.213,-111.979,0.037,209.602,0.361,-1.173,98034.03,0.035,-1.062,0.448,0.177,-81.392,0.032,-0.813,0.649,0.283,-106.869,0.036,Asia,273.807
0.99,-0.795,0.558,0.309,-68.645,0.03,-2.501,0.486,-0.108,190.226,0.032,-0.639,0.301,0.016,149.646,0.039,-1.036,0.653,0.286,-69.739,0.031,Asia,273.807
0.99,-0.698,0.388,0.145,-38.722,0.049,-1.524,0.401,-0.648,37.932,0.029,-0.054,0.506,0.182,-43.147,0.036,-0.837,0.618,0.202,-37.409,0.047,Asia,273.807
0.99,-2.83,0.319,0.091,775.156,0.038,-0.95,0.259,-0.174,26.738,0.045,-1.508,0.564,0.241,906.805,0.035,-0.431,0.764,0.323,669.202,0.033,Asia,273.807
0.99,-0.699,0.504,0.254,-77.487,0.031,-1.126,0.137,-0.697,87.284,0.041,-0.922,0.546,0.292,-191.806,0.044,-1.094,0.786,0.371,-71.157,0.028,Asia,273.807
1.085,-1.258,0.39,0.144,139.574,0.037,-1.191,0.333,-0.197,124.98,0.033,-0.795,0.567,0.313,-290.583,0.041,-0.835,0.698,0.313,125.049,0.033,Asia,274.283
1.09,-0.997,0.459,0.211,-42.376,0.035,-1.092,0.455,0.09,74.753,0.038,12.808,0.535,0.281,16751.097,0.036,-1.095,0.643,0.27,-40.738,0.034,Asia,274.341
1.09,-1.701,0.623,0.373,824.215,0.032,-1.011,0.421,0.049,74.945,0.039,-2.172,0.479,0.206,-2305.205,0.028,1.583,0.661,0.262,894.05,0.035,Asia,274.341
1.09,-0.892,0.535,0.26,-196.081,0.045,-1.04,0.318,0.009,-90.347,0.049,-2.909,0.339,-0.187,-2452.894,0.031,-1.399,0.694,0.246,-197.884,0.045,Asia,274.341
0.961,-0.969,0.757,0.562,-244.658,0.034,-1.106,0.253,-0.362,159.846,0.04,-64.563,0.61,0.365,-9339.428,0.038,-0.745,0.749,0.415,-282.641,0.039,NAmerica,290.068
0.96,-6.668,0.76,0.57,-3976.481,0.028,-1.046,0.443,-0.344,55.007,0.036,-1.19,0.307,0.081,-61.961,0.048,-3.938,0.752,0.495,-4310.412,0.03,NAmerica,289.981
0.982,-0.144,0.686,0.3,5891.518,0.026,-1.425,0.389,-0.11,-445.385,0.047,0.813,0.37,0.133,688.961,0.044,-1.362,0.691,0.466,5143.776,0.023,NAmerica,290.64
0.936,-4.128,0.52,-0.278,-12668.192,0.033,-0.782,0.426,0.12,290.807,0.037,-0.883,0.578,0.055,-308.684,0.029,-0.62,0.551,0.288,-9456.437,0.025,NAmerica,290.845
1.856,0.101,0.655,0.402,211.896,0.036,-1.118,0.488,-0.28,16.613,0.035,9.18,0.613,-0.078,-4966.167,0.024,0.028,0.666,0.39,214.066,0.037,NAmerica,291.1
1.035,-0.785,0.492,0.219,-57.124,0.044,-1.037,0.365,-0.19,-60.089,0.049,-0.689,0.638,0.219,-103.605,0.024,-0.979,0.679,0.247,-56.077,0.043,Asia,273.104
1.001,-2.639,0.434,0.185,668.157,0.043,-0.46,0.383,-0.152,-124.055,0.029,-1.105,0.673,-0.176,-375.335,0.021,-0.915,0.741,0.26,636.466,0.041,Asia,273.76
3.163,-2.621,0.491,-0.42,-1278.235,0.035,-1.206,0.354,-0.05,-117.824,0.046,-0.967,0.378,0.055,160.579,0.039,-0.169,0.634,0.402,-829.746,0.023,NAmerica,285.823
3.163,-9.311,0.466,-1.212,-7114.916,0.034,-1.09,0.353,-0.1,-48.208,0.037,0.708,0.115,-0.597,-294.762,0.038,-14.405,0.63,0.377,-3777.649,0.018,NAmerica,285.823
4.515,0.746,0.526,-0.051,-802.16,0.028,-0.656,0.308,-0.031,57.724,0.042,-1.19,0.468,0.182,-554.232,0.026,1.332,0.6,0.36,-625.92,0.022,NAmerica,288.124
3.886,0.609,0.517,-1.18,443.232,0.029,-0.977,0.309,-0.067,-53.743,0.041,-0.907,0.525,0.274,388.127,0.035,-0.136,0.633,0.327,246.335,0.016,NAmerica,288.009
2.903,-0.923,0.413,0.026,154.088,0.039,-1.181,0.326,-1.194,-83.489,0.032,-1.482,0.518,0.259,268.759,0.031,-0.955,0.55,0.3,130.612,0.033,NAmerica,287.285
2.903,-65.875,0.164,-0.719,40745.744,0.042,-1.031,0.414,-0.197,65.194,0.032,-0.439,0.469,0.22,3422.188,0.04,-42.646,0.161,-0.189,33895.643,0.035,NAmerica,287.285
1.119,0.001,0.714,0.073,-1109.624,0.028,-0.973,0.528,0.119,166.259,0.041,-0.314,0.393,0.107,-1195.901,0.033,-0.727,0.73,0.532,-788.113,0.02,NAmerica,290.824
0.962,-0.565,0.782,0.606,376.788,0.026,-0.952,0.418,-0.532,140.373,0.039,-3.193,0.498,0.071,3141.613,0.028,-0.873,0.81,0.542,406.154,0.028,NAmerica,289.467
0.973,-1.37,0.745,0.505,219.69,0.026,-1.007,0.47,-0.077,90.999,0.041,-0.866,0.413,0.094,-1082.776,0.04,-1.441,0.75,0.507,219.176,0.026,NAmerica,289.604
0.959,-0.677,0.722,0.521,2458.046,0.031,-1.205,0.347,-0.199,-234.698,0.051,-1.265,0.58,0.332,676.422,0.032,-1.974,0.727,0.437,2666.974,0.034,NAmerica,289.807
0.968,0.336,0.721,0.439,-947.945,0.026,-0.849,0.372,0.073,83.311,0.044,-1.054,0.662,-0.02,-321.493,0.029,0.367,0.741,0.511,-884.372,0.024,NAmerica,289.885
0.973,-1.435,0.65,0.15,3004.489,0.027,-0.871,0.336,-0.11,168.62,0.036,-0.962,0.456,0.206,4278.108,0.04,-3.319,0.607,0.362,2603.14,0.024,NAmerica,290.398
0.978,-0.12,0.563,0.264,-1049.414,0.036,-1.028,0.414,-0.484,-37.951,0.038,-0.942,0.556,-0.192,-332.74,0.027,0.157,0.571,0.319,-1010.112,0.034,NAmerica,290.742
1.041,-0.076,0.654,0.362,-2078.459,0.031,-0.926,0.529,0.248,-35.354,0.044,-2.702,0.363,0.045,-2989.457,0.043,-0.327,0.67,0.436,-1953.653,0.029,NAmerica,290.642
6.576,0.109,0.589,0.251,-660.318,0.024,-1.67,0.559,0.218,135.843,0.033,-0.58,0.394,-0.013,-281.255,0.034,-0.645,0.686,0.395,-593.316,0.022,NAmerica,294.454
0.966,-2.954,0.543,0.262,8009.723,0.038,-1.258,0.366,-0.379,70.544,0.038,-0.458,0.312,0.002,275.219,0.042,-3.157,0.538,0.284,7891.211,0.037,NAmerica,290.52
3.597,-3.72,0.486,-0.53,-1379.52,0.031,-0.102,0.546,0.163,-256.403,0.036,-4.47,0.339,0.009,709.316,0.039,-0.906,0.584,0.313,-924.245,0.021,NAmerica,287.734
3.056,0.215,0.434,0.121,-1496.307,0.041,-0.565,0.438,-1.542,80.425,0.033,-0.516,0.315,-0.768,-243.024,0.029,-0.365,0.431,0.183,-1442.513,0.04,NAmerica,284.516
3.021,-2.603,0.576,0.162,-1406.979,0.03,-0.237,0.361,-1.899,48.732,0.033,-1.951,0.55,0.298,2752.418,0.025,1.968,0.649,0.401,-1189.613,0.026,NAmerica,285.216
3.021,-0.636,0.41,0.026,-482.958,0.04,-0.953,0.496,0.141,75.218,0.036,-1.913,0.606,0.356,2945.545,0.034,-1.379,0.487,0.234,-428.29,0.035,NAmerica,285.216
3.021,0.177,0.357,-0.094,-156.929,0.039,-0.761,0.45,-0.419,8.665,0.039,-27.51,0.529,0.248,-31201.229,0.026,-0.357,0.416,0.171,-136.568,0.034,NAmerica,285.216
3.96,-0.47,0.586,-0.629,-141.965,0.028,0.179,0.075,-1.856,-113.284,0.053,-1.252,0.57,0.324,409.101,0.032,-0.527,0.585,0.296,-93.343,0.018,NAmerica,289.214
0.887,-5.198,0.696,0.343,2661.842,0.025,-0.445,0.456,0.201,90.799,0.042,-0.959,0.578,0.325,515.379,0.034,-1.143,0.688,0.469,2394.271,0.022,NAmerica,288.954
0.913,-0.664,0.751,0.56,-3665.029,0.028,-1.012,0.453,-0.646,112.204,0.027,0.182,0.57,0.3,1490.767,0.04,0.358,0.748,0.459,-4061.486,0.031,NAmerica,289.347
0.913,-1.705,0.698,0.293,-1574.491,0.026,-0.584,0.41,-0.133,112.595,0.035,-0.512,0.463,0.209,172.148,0.03,-1.323,0.71,0.491,-1336.093,0.022,NAmerica,289.347
0.913,-0.007,0.719,0.49,-1279.074,0.028,-1.186,0.426,0.076,261.432,0.045,-4.752,0.532,0.144,-4638.892,0.028,-0.436,0.714,0.448,-1330.747,0.029,NAmerica,289.347
0.917,0.115,0.672,0.443,468.398,0.031,-0.883,0.398,0.046,77.35,0.051,-1.478,0.579,0.335,2164.62,0.038,-0.669,0.682,0.402,485.263,0.032,NAmerica,289.616
0.966,5.398,0.649,0.416,2090.353,0.035,-1.063,0.385,0.023,-174.997,0.038,0.275,0.641,0.399,-252.032,0.029,1.841,0.675,0.408,2106.196,0.035,NAmerica,289.77
0.971,-0.015,0.663,0.357,170.638,0.027,-0.757,-0.016,-28.156,20.893,0.032,-2.409,0.474,-0.042,944.567,0.032,-0.462,0.691,0.46,156.31,0.025,NAmerica,289.907
0.964,-1.19,0.6,0.079,1839.734,0.029,-0.804,0.036,-23.805,16.848,0.032,-1.118,0.701,0.455,-183.186,0.028,-1.858,0.643,0.412,1470.54,0.023,NAmerica,290.305
0.96,-1.125,0.711,0.506,1864.954,0.032,-0.987,0.484,0.143,-60.901,0.046,-0.425,0.488,-0.911,385.643,0.028,-0.772,0.708,0.398,2059.173,0.036,NAmerica,290.29
0.96,2.03,0.731,0.512,-368.055,0.026,-0.835,0.409,-0.003,-26.937,0.046,-3.604,0.434,-1.451,-370.948,0.031,1.476,0.734,0.488,-376.777,0.027,NAmerica,290.29
1.591,-2.279,0.557,-0.105,972.775,0.033,-1.309,0.287,-7.425,53.213,0.038,-4.019,0.609,0.275,2460.741,0.032,-1.835,0.595,0.34,751.926,0.026,NAmerica,289.984
1.591,0.26,0.593,0.219,-219.329,0.034,-0.694,0.346,-0.094,-320.782,0.039,-1.203,0.448,-0.105,-823.203,0.035,-0.904,0.649,0.416,-189.775,0.029,NAmerica,289.984
1.618,-0.274,0.598,-1.366,429.065,0.031,-0.874,0.336,-0.05,-108.831,0.043,-1.652,0.047,-0.583,401.809,0.042,-0.364,0.635,0.191,250.883,0.018,NAmerica,289.895
1.618,-2.571,0.547,-2.003,-410.637,0.034,-1.122,0.424,0.059,-82.163,0.048,-0.917,0.593,0.351,66.952,0.039,-2.733,0.506,-0.306,-270.848,0.023,NAmerica,289.895
2.424,-5.32,0.554,0.171,3257.377,0.033,7.565,0.348,-164.873,-1170.378,0.036,-0.407,0.638,-0.324,-1081.718,0.024,-5.815,0.607,0.368,2845.171,0.029,NAmerica,287.991
2.424,-1.674,0.575,0.012,-778.343,0.033,-0.91,0.206,-12.837,32.625,0.03,-0.589,0.521,0.271,840.162,0.028,-0.598,0.618,0.379,-617.115,0.026,NAmerica,287.991
