arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
1.098,1.978,0.197,-0.361,72.481,0.011,-0.78,0.299,-0.148,136.517,0.015,0.673,0.235,0.018,61.564,0.009,Asia,271.087
1.098,-0.685,0.323,0.085,66.312,0.016,-0.915,0.433,-0.222,-63.35,0.013,-0.878,0.39,0.141,64.275,0.015,Asia,271.087
1.098,-0.24,0.127,-0.251,142.5,0.016,-1.764,0.042,-5.068,364.223,0.011,-0.175,0.365,0.132,118.683,0.013,Asia,271.087
1.098,-1.049,0.383,-0.174,-62.108,0.013,-1.117,0.099,-0.659,115.708,0.012,-0.897,0.567,0.285,-48.462,0.01,Asia,271.087
1.098,-0.827,0.153,-2.961,294.284,0.009,-20.492,0.108,-1.506,1244.85,0.013,-1.546,0.368,-0.641,189.398,0.006,Asia,271.087
1.098,-0.935,0.155,-0.395,106.096,0.011,-0.839,0.224,-0.252,-108.303,0.016,-1.14,0.217,-0.045,91.851,0.01,Asia,271.087
1.098,-11.634,0.247,-0.345,911.9,0.01,-1.452,0.115,-0.745,331.167,0.012,-21.024,-0.008,-0.562,982.725,0.01,Asia,271.087
1.098,-1.036,0.167,-0.239,-107.773,0.016,-4.876,0.423,-0.174,-881.802,0.01,-0.885,0.313,0.083,-92.69,0.013,Asia,271.087
1.098,-0.898,0.093,-0.45,301.883,0.011,-0.93,0.494,0.24,-88.264,0.017,-1.323,0.549,0.294,210.609,0.007,Asia,271.087
1.098,-7.986,0.466,0.08,-780.636,0.009,1.366,0.203,-0.202,602.819,0.016,-5.601,0.446,0.194,-730.541,0.009,Asia,271.087
1.098,-1.04,0.383,0.139,-93.958,0.018,-0.394,0.27,-0.105,198.826,0.014,-0.915,0.519,0.246,-87.909,0.017,Asia,271.087
1.098,3.895,0.186,-0.085,572.738,0.015,0.129,0.338,-0.338,210.95,0.01,-0.291,0.536,0.262,472.536,0.013,Asia,271.087
1.098,0.605,0.301,0.008,188.385,0.013,-2.613,0.033,-1.548,-115.038,0.01,-0.808,0.273,0.065,182.884,0.013,Asia,271.087
1.098,1.336,0.304,-0.186,198.616,0.009,-0.384,0.674,0.292,347.072,0.034,-0.662,0.352,0.094,173.554,0.008,Asia,271.087
1.098,-2.183,0.296,-0.384,-84.794,0.008,-0.625,0.375,0.088,84.311,0.012,-1.086,0.307,-0.003,-72.176,0.007,Asia,271.087
1.098,0.629,0.335,0.106,389.882,0.038,-1.069,0.257,-0.34,75.942,0.011,-0.805,0.531,0.173,375.109,0.036,Asia,271.087
1.137,-0.495,0.316,-0.163,95.17,0.013,0.007,0.319,-0.009,89.729,0.013,-0.689,0.391,0.152,81.281,0.011,Asia,270.443
1.137,-0.595,0.14,-1.198,97.269,0.014,-0.22,0.474,0.208,68.189,0.016,-0.944,0.344,0.062,63.535,0.009,Asia,270.443
1.137,-1.281,0.153,-0.331,103.09,0.015,1.072,0.423,0.158,415.28,0.012,-0.521,0.444,0.196,80.1,0.011,Asia,270.443
1.003,-0.393,0.224,0.01,76.24,0.018,0.153,0.271,0.006,275.024,0.013,-0.16,0.461,0.168,69.864,0.016,Asia,269.663
1.003,1.869,0.215,-0.157,486.631,0.014,0.709,0.334,-0.234,71.441,0.008,0.499,0.528,0.267,387.509,0.011,Asia,269.663
1.003,0.597,0.184,-0.154,296.269,0.014,0.708,0.309,-0.306,58.408,0.01,-0.166,0.388,0.15,254.274,0.012,Asia,269.663
1.003,-0.226,0.202,-0.605,81.476,0.009,-0.738,0.329,0.067,13.299,0.015,-0.073,0.236,-0.074,66.654,0.007,Asia,269.663
1.003,-0.227,0.289,-0.431,61.136,0.01,-0.277,0.508,0.223,17.27,0.018,-0.074,0.072,-0.468,61.928,0.01,Asia,269.663
1.003,-0.452,0.397,0.148,12.711,0.014,-0.902,0.668,0.278,-74.603,0.026,-0.744,0.371,0.135,12.809,0.014,Asia,269.663
1.003,-0.096,0.02,-0.122,20.751,0.022,2.925,0.536,0.245,845.671,0.02,-0.513,0.528,0.205,17.468,0.019,Asia,269.663
1.208,-14.025,0.274,-0.041,-5979.717,0.032,-0.183,0.439,0.156,94.839,0.013,-8.37,0.633,0.318,-4840.37,0.026,NAmerica,292.837
1.249,0.915,0.063,-0.096,1018.824,0.025,3.062,-0.005,-2.465,397.575,0.011,-0.046,0.298,0.079,934.004,0.023,Asia,271.375
1.249,-0.601,0.322,-0.027,104.601,0.015,-0.346,0.316,-1.557,51.292,0.009,-0.801,0.467,0.199,92.389,0.013,Asia,271.375
1.249,0.982,0.118,-2.662,408.741,0.011,-0.196,0.315,-0.991,25.074,0.007,-0.012,0.473,0.105,202.017,0.006,Asia,271.375
1.249,-0.681,0.299,-1.988,55.441,0.01,2.607,0.249,-1.38,-349.765,0.012,-0.841,0.43,0.074,30.873,0.006,Asia,271.375
1.249,-0.561,0.076,-1.526,28.246,0.008,1.2,0.375,0.011,372.521,0.012,-0.628,0.339,0.009,17.687,0.005,Asia,271.375
1.249,-1.721,0.199,-1.22,-337.865,0.012,0.601,0.331,0.014,60.434,0.011,-2.69,0.281,-0.04,-231.243,0.008,Asia,271.375
0.988,0.523,0.394,0.028,369.297,0.012,-1.726,0.431,0.185,615.644,0.022,-0.263,0.522,0.257,322.964,0.011,Asia,270.185
0.988,1.136,0.299,-0.152,65.324,0.012,1.903,-0.062,-1.363,6013.228,0.015,0.23,0.434,0.183,55.012,0.01,Asia,270.185
0.988,-2.401,0.427,0.181,617.122,0.022,-1.164,0.569,0.016,-256.694,0.012,-1.98,0.576,0.233,597.019,0.021,Asia,270.185
0.988,15.983,0.423,-0.238,4352.416,0.011,-1.967,-0.131,-13.234,-498.562,0.01,35.909,0.507,0.245,3398.764,0.008,Asia,270.185
2.097,-1.424,0.229,-0.115,-195.875,0.013,-0.91,0.451,0.199,210.114,0.013,-0.932,0.562,0.312,-153.884,0.01,NAmerica,291.407
4.046,-1.176,-0.067,-0.122,-139.968,0.003,-0.533,0.538,0.245,-584.51,0.021,-1.205,0.053,-1.806,-221.362,0.004,NAmerica,290.934
1.168,-1.127,0.148,-0.488,1639.27,0.019,-0.673,0.316,0.096,-74.771,0.026,-1.675,0.527,0.216,1189.817,0.014,NAmerica,291.808
1.168,-0.805,0.317,0.047,-239.443,0.024,-0.51,0.527,0.275,292.089,0.012,-0.501,0.513,0.263,-210.449,0.021,NAmerica,291.808
1.157,-0.964,-0.038,-0.165,-48.815,0.028,-1.978,0.148,-0.212,-28.906,0.021,-0.638,0.305,0.083,-43.301,0.025,NAmerica,291.889
1.156,6.351,0.239,-0.372,-2094.108,0.017,-1.013,0.526,0.139,-341.371,0.037,1.586,0.509,0.245,-1554.083,0.013,NAmerica,291.838
1.131,-1.089,0.052,-0.884,84.246,0.026,-1.098,0.374,0.129,-208.193,0.021,0.535,0.122,-0.583,77.226,0.024,NAmerica,291.911
1.098,-1.008,0.341,0.11,-347.042,0.037,-1.363,0.23,0.049,-125.95,0.034,-0.954,0.495,0.18,-333.242,0.036,NAmerica,291.465
1.098,-1.143,0.192,-0.267,-251.099,0.025,-3.311,0.1,-4.205,3118.288,0.008,-1.324,0.45,0.2,-199.47,0.02,NAmerica,291.465
1.635,-1.038,0.21,0.036,40.914,0.037,0.324,-0.102,-33.653,-1302.873,0.008,-0.927,0.244,0.059,40.426,0.037,NAmerica,292.375
3.878,45.147,0.045,-2.316,12853.914,0.006,-0.915,0.012,-1.033,-15.078,0.011,-20.925,0.229,-1.06,10131.39,0.005,NAmerica,291.022
3.878,-6.776,0.014,-9.323,-858.269,0.004,2.365,-0.017,-13.963,-2526.371,0.008,1.493,-0.032,-10.936,-922.881,0.005,NAmerica,291.022
3.878,-1.065,0.021,-0.52,-13.035,0.01,-0.96,0.467,0.215,41.679,0.012,-0.929,0.123,-0.236,-11.754,0.009,NAmerica,291.022
3.878,-1.049,-0.015,-4.545,-572.279,0.006,0.514,0.533,0.254,-94.158,0.009,-2.446,0.167,-2.791,-473.2,0.005,NAmerica,291.022
1.241,-0.902,0.145,-0.811,31.042,0.02,0.556,0.543,0.285,-161.425,0.008,-1.074,0.378,-0.189,25.149,0.017,NAmerica,291.862
1.141,-0.849,0.182,-2.975,-217.365,0.02,-0.509,0.425,0.168,15.026,0.009,1.584,0.409,-0.126,-115.674,0.011,NAmerica,291.672
1.141,-0.639,0.3,-1.295,-289.236,0.015,-1.206,-0.526,-0.865,-43.263,0.041,0.03,0.447,0.004,-190.546,0.01,NAmerica,291.672
1.141,-1.015,0.046,-6.041,49.423,0.025,-0.84,0.234,-0.445,19.752,0.01,-1.145,0.105,-0.821,25.137,0.013,NAmerica,291.672
1.029,8.461,-0.159,-0.782,17501.571,0.035,0.86,0.086,-1.018,88.67,0.018,24.828,0.007,-0.052,13447.076,0.027,NAmerica,291.873
1.029,-0.846,0.21,-1.239,25.244,0.012,-0.986,0.633,0.369,-219.789,0.016,-1.0,0.102,-0.699,21.99,0.01,NAmerica,291.913
1.07,0.505,0.055,-4.411,145.197,0.03,-0.252,0.478,0.223,-105.238,0.029,1.24,-0.04,-1.953,107.252,0.022,NAmerica,291.912
1.139,-0.67,0.148,-0.896,-363.198,0.029,-1.014,0.432,0.021,-769.227,0.014,-0.819,0.563,0.27,-225.45,0.018,NAmerica,292.118
1.081,-0.041,0.199,-0.076,-95.991,0.033,1.744,0.352,-9.398,-407.962,0.01,-0.385,0.434,0.173,-84.179,0.029,NAmerica,291.322
1.023,3.083,0.338,-0.107,-3671.599,0.015,1.635,0.243,-0.067,3051.447,0.009,-1.305,0.425,0.178,-3163.168,0.013,NAmerica,291.69
1.045,0.225,0.129,-9.402,-408.029,0.01,-0.685,0.69,0.406,31.075,0.017,0.242,0.274,-3.352,-263.923,0.007,NAmerica,291.727
4.149,6.255,0.026,-0.869,27039.327,0.012,-3.048,0.62,0.249,1235.603,0.024,11.993,0.225,0.047,19303.592,0.009,NAmerica,287.616
1.218,-1.168,0.258,-0.342,36.071,0.025,0.92,0.58,0.129,2344.279,0.034,-1.005,0.554,0.301,26.041,0.018,NAmerica,291.428
1.062,-0.334,0.42,0.132,-152.308,0.026,1.249,-0.3,-5.81,108.568,0.024,-0.23,0.691,0.415,-125.039,0.021,NAmerica,290.07
1.062,2.289,0.264,0.057,2440.408,0.036,4.85,0.464,0.126,1636.418,0.017,2.78,0.674,0.295,2110.205,0.031,NAmerica,290.07
1.009,2.591,-0.052,-4.43,187.918,0.021,-1.109,0.527,0.263,-991.424,0.016,-7.586,-0.035,-6.008,213.479,0.024,NAmerica,291.484
2.055,-2.919,0.154,-0.029,4465.892,0.018,-0.043,0.492,0.215,-219.867,0.014,-1.492,0.365,0.131,4104.272,0.016,NAmerica,291.627
2.539,-0.783,0.391,0.142,-1070.036,0.018,-1.117,0.285,-0.132,246.798,0.015,-3.041,0.606,0.22,-1020.378,0.017,NAmerica,289.25
2.603,-0.899,0.219,0.03,-244.408,0.016,0.191,0.105,-0.351,-118.087,0.013,-0.845,0.456,0.162,-227.154,0.015,NAmerica,289.229
2.603,0.702,0.042,-0.292,4713.037,0.015,-2.827,-0.399,-38.923,-297.805,0.008,-1.124,0.294,0.086,3963.508,0.013,NAmerica,289.229
2.803,-0.888,0.084,-0.09,-106.098,0.012,2.781,0.275,-0.55,-916.774,0.01,-0.882,0.359,0.127,-94.95,0.011,NAmerica,289.062
2.803,0.095,-0.36,-17.805,-204.385,0.005,-7.857,0.348,0.11,1645.538,0.015,-0.425,-0.27,-5.588,-120.979,0.003,NAmerica,289.062
2.958,-0.944,0.101,-0.29,-836.35,0.009,-2.455,-0.106,-46.925,63.888,0.015,-0.563,0.416,0.167,-672.072,0.007,NAmerica,288.825
3.137,-3.135,0.142,-0.028,1768.508,0.016,0.244,0.427,0.151,643.075,0.009,-2.44,0.375,0.105,1650.443,0.015,NAmerica,288.875
8.994,-0.926,0.014,-1.867,15.302,0.004,-0.143,0.59,0.34,-638.339,0.012,-1.068,0.268,-0.041,9.222,0.002,NAmerica,296.314
1.0,-0.657,0.157,-1.802,1073.88,0.016,-26.723,0.338,-0.352,15051.373,0.013,-1.646,0.344,-0.233,712.278,0.011,NAmerica,290.8
0.974,0.963,0.178,-0.349,-2229.718,0.017,-1.243,0.428,-0.196,-160.006,0.011,0.464,0.53,0.271,-1639.045,0.012,NAmerica,291.264
1.016,-3.339,0.25,-0.521,2583.365,0.014,-0.434,0.039,-0.033,-1310.165,0.021,-3.207,0.497,0.246,1818.73,0.01,NAmerica,291.345
2.793,-0.69,0.11,-0.216,-161.367,0.011,-1.204,-0.319,-0.167,-25.09,0.022,-1.39,0.493,0.19,-131.647,0.009,NAmerica,288.884
2.409,-2.035,0.123,-0.016,1118.765,0.026,-0.521,0.39,0.145,525.421,0.013,-2.139,0.165,0.025,1095.725,0.026,NAmerica,282.629
2.409,-1.206,-0.357,-0.278,-26.258,0.023,-1.295,0.327,-11.761,48.983,0.023,-1.193,0.141,0.012,-23.092,0.02,NAmerica,282.629
2.924,-0.734,0.073,-0.09,-86.484,0.014,-0.377,0.429,0.146,562.789,0.03,-0.926,0.42,0.156,-76.105,0.012,NAmerica,285.025
7.656,-0.995,-0.014,-0.591,18.029,0.008,2.144,0.56,0.294,842.382,0.013,-1.049,0.03,-0.055,14.681,0.007,NAmerica,295.449
1.09,-0.97,0.376,0.141,-405.069,0.031,-2.444,0.69,0.414,1869.869,0.011,-0.941,0.519,0.236,-382.042,0.029,NAmerica,290.12
1.09,2.758,0.402,0.093,954.607,0.014,-0.753,0.359,-0.081,46.344,0.012,0.963,0.554,0.295,841.924,0.013,NAmerica,290.12
1.09,1.907,0.456,0.037,-765.564,0.014,0.883,0.567,0.288,-1296.825,0.017,0.725,0.648,0.394,-607.237,0.011,NAmerica,290.12
0.991,-0.928,0.13,-0.513,60.261,0.015,-0.642,0.673,0.356,310.08,0.012,-1.031,0.25,-0.026,49.629,0.012,NAmerica,291.095
0.961,-0.29,0.336,0.06,-869.374,0.022,-2.206,0.49,0.153,-4347.845,0.031,0.494,0.564,0.316,-741.749,0.019,NAmerica,290.068
0.96,-2.441,0.375,-0.177,530.835,0.017,7.104,0.419,-0.008,3768.03,0.013,-1.228,0.583,0.256,421.906,0.013,NAmerica,289.981
0.982,-1.232,0.306,0.077,1666.378,0.032,-1.672,0.588,0.334,-356.984,0.023,-1.229,0.461,0.176,1573.874,0.03,NAmerica,290.64
0.936,-0.009,0.384,-0.465,-1862.175,0.016,-1.188,0.105,-0.238,611.408,0.015,-1.36,0.451,0.124,-1439.79,0.012,NAmerica,290.845
1.856,-2.738,0.359,0.125,6674.039,0.024,-1.281,0.101,-2.704,-437.987,0.007,1.279,0.529,0.189,6426.098,0.023,NAmerica,291.1
3.163,-1.611,-0.032,-0.547,-4137.955,0.016,3.623,0.026,-2.588,-1153.622,0.008,-0.262,-0.084,-0.401,-3937.592,0.015,NAmerica,285.823
3.163,-0.812,0.004,-0.087,-237.278,0.004,-0.322,0.199,-8.854,1754.373,0.007,-3.688,-0.011,-3.456,-480.428,0.008,NAmerica,285.823
4.515,-0.769,0.089,-6.765,-1349.517,0.011,-0.943,0.412,0.164,58.759,0.016,-2.539,0.108,-0.539,-600.789,0.005,NAmerica,288.124
3.886,-5.623,0.002,-46.989,-33750.745,0.017,-0.985,0.045,-0.09,-111.461,0.019,-2.961,0.184,-2.204,-8720.712,0.004,NAmerica,288.009
2.903,-1.374,0.052,-0.143,85.411,0.019,-0.553,0.612,0.357,647.482,0.009,-1.131,0.356,0.116,75.08,0.017,NAmerica,287.285
2.903,-1.783,0.014,-0.11,187.279,0.025,0.758,0.797,0.428,5253.38,0.012,-1.112,-0.017,-0.074,184.271,0.025,NAmerica,287.285
1.119,-15.927,0.218,-0.829,15028.68,0.016,-1.304,0.427,0.157,95.688,0.012,-5.663,0.531,0.198,9952.007,0.011,NAmerica,290.824
0.962,3.619,0.459,0.067,-810.304,0.016,8.541,0.506,0.256,7089.47,0.014,0.699,0.695,0.481,-604.575,0.012,NAmerica,289.467
0.973,-1.491,0.223,-0.471,126.358,0.016,-0.828,0.497,0.234,-454.063,0.01,-1.332,0.464,0.125,97.458,0.013,NAmerica,289.604
0.959,-21.523,0.295,-0.374,9728.363,0.019,-1.099,0.469,0.093,416.094,0.013,-8.924,0.435,0.06,8047.978,0.016,NAmerica,289.807
0.968,-1.706,0.194,-1.033,-739.76,0.016,-1.165,0.374,0.11,-329.742,0.02,-0.626,0.352,-0.32,-596.046,0.013,NAmerica,289.885
0.973,-0.902,0.318,-0.633,216.875,0.017,-0.994,0.549,0.301,79.654,0.01,-0.882,0.41,0.07,163.667,0.013,NAmerica,290.398
0.978,-0.639,0.296,-0.112,-383.568,0.022,-2.629,0.256,-20.389,162.356,0.028,-0.507,0.308,0.036,-357.144,0.021,NAmerica,290.742
1.041,-1.529,0.445,-0.233,800.705,0.014,-5.482,0.432,0.08,-4057.113,0.01,-1.174,0.496,0.116,678.011,0.012,NAmerica,290.642
6.576,-1.045,0.088,-0.22,43.132,0.007,0.937,0.036,-0.976,-11069.495,0.012,-1.021,0.488,0.215,34.592,0.006,NAmerica,294.454
0.966,1.412,0.173,-0.559,-15348.533,0.014,-1.704,0.388,0.119,4842.537,0.043,1.526,0.304,0.026,-12127.451,0.011,NAmerica,290.52
3.597,-2.229,-0.006,-3.416,-8486.509,0.017,-146.604,0.129,-0.026,117173.039,0.022,5.059,0.031,-0.119,-4271.363,0.009,NAmerica,287.734
3.056,-0.802,0.134,0.008,-231.476,0.045,-1.009,-0.18,-3.064,500.728,0.016,-0.945,0.301,0.055,-225.921,0.044,NAmerica,284.516
3.021,57.394,0.015,-0.403,-26080.845,0.024,-0.627,0.407,0.165,-327.065,0.017,24.897,0.186,0.034,-21635.762,0.02,NAmerica,285.216
3.021,13.749,0.01,-4.579,-1676.723,0.018,1.525,-0.027,-1.721,-1877.128,0.012,3.024,0.107,-0.2,-777.672,0.008,NAmerica,285.216
3.021,-0.657,0.089,-0.523,-77.414,0.021,-0.781,0.544,0.248,-1099.814,0.012,-0.777,0.429,0.138,-58.226,0.016,NAmerica,285.216
3.96,-0.814,0.199,-3.387,-2383.338,0.016,2.067,0.599,0.337,-10609.31,0.011,-1.458,0.293,0.064,-1101.111,0.007,NAmerica,289.214
0.887,-2.121,0.299,-0.238,-1411.292,0.016,-1.077,0.668,0.44,-83.952,0.009,-1.168,0.498,0.108,-1197.798,0.013,NAmerica,288.954
0.913,-35.23,0.295,-0.671,19608.615,0.017,0.226,0.382,0.127,-6271.164,0.035,-8.607,0.538,0.254,13099.446,0.011,NAmerica,289.347
0.913,-0.07,0.342,-0.289,-140.337,0.014,-0.718,0.513,0.263,1616.035,0.014,-0.93,0.596,0.338,-100.551,0.01,NAmerica,289.347
0.913,10.62,0.419,0.171,-6852.442,0.034,-0.903,0.204,-0.757,27.492,0.017,2.519,0.388,0.13,-7020.359,0.035,NAmerica,289.347
0.917,4.763,0.372,-0.064,1941.402,0.017,1.382,0.689,0.385,993.56,0.011,1.431,0.45,0.198,1684.869,0.015,NAmerica,289.616
0.966,-1.94,0.046,-3.394,393.996,0.03,0.945,0.253,-0.304,-953.595,0.022,-1.321,0.328,-0.635,240.381,0.018,NAmerica,289.77
0.971,-0.162,0.276,-0.873,1119.565,0.019,-0.674,0.657,0.431,-314.851,0.012,0.521,0.591,0.338,665.696,0.012,NAmerica,289.907
0.964,-1.202,-0.126,-0.641,-111.984,0.032,0.935,0.731,0.511,-296.967,0.014,-1.102,-0.155,-0.409,-103.756,0.029,NAmerica,290.305
0.96,0.141,0.588,0.295,-350.636,0.013,-0.72,0.355,0.09,1269.102,0.025,-0.795,0.641,0.393,-325.312,0.012,NAmerica,290.29
0.96,2.756,0.472,-0.043,-535.168,0.019,-2.478,0.618,0.381,-297.772,0.015,2.043,0.573,0.326,-430.328,0.015,NAmerica,290.29
1.591,-0.682,0.17,-0.011,1337.76,0.026,-0.25,0.582,0.316,865.229,0.013,-0.777,0.392,0.142,1232.104,0.024,NAmerica,289.984
1.591,-0.338,0.111,-0.079,-393.053,0.019,-0.722,0.677,0.458,297.406,0.013,-0.618,0.4,0.141,-350.643,0.017,NAmerica,289.984
1.618,-4.15,0.288,0.014,1038.972,0.016,-1.131,0.328,0.106,-1604.759,0.022,-0.171,0.489,0.235,914.772,0.014,NAmerica,289.895
1.618,-2.169,0.352,0.093,384.571,0.016,-0.03,0.216,-0.148,-954.698,0.016,-0.692,0.567,0.298,338.316,0.014,NAmerica,289.895
2.424,-1.54,0.2,0.039,2808.966,0.022,-1.041,0.189,0.036,106.634,0.031,-0.727,0.278,0.057,2782.342,0.022,NAmerica,287.991
2.424,-1.058,0.31,0.095,-847.463,0.014,-1.512,0.343,0.117,232.539,0.022,-0.911,0.207,0.036,-874.737,0.015,NAmerica,287.991
3.114,-1.144,0.047,-0.058,124.501,0.032,5.385,-0.145,-10.619,-18455.585,0.013,-1.024,0.232,0.04,118.603,0.03,NAmerica,285.701
3.114,-0.797,-0.037,-0.066,255.527,0.024,-132.085,0.595,0.31,-94394.592,0.012,-0.965,0.443,0.131,230.681,0.022,NAmerica,285.701
4.403,-18.233,0.122,-12.773,-15347.566,0.016,-1.052,0.489,0.159,2317.29,0.027,3.163,0.196,-0.354,-4811.277,0.005,NAmerica,290.653
0.897,1.229,0.35,-0.165,-1310.634,0.016,-0.573,0.478,0.187,2129.816,0.023,0.357,0.581,0.308,-1010.623,0.012,NAmerica,288.851
0.911,0.156,0.452,0.204,-1238.482,0.027,-0.164,0.569,0.322,-1096.288,0.01,-0.595,0.529,0.229,-1219.183,0.027,NAmerica,289.185
0.905,-3.499,0.236,-0.079,2233.988,0.028,-4.473,0.311,0.088,2050.933,0.02,-2.083,0.339,0.11,2029.4,0.026,NAmerica,289.209
1.064,-1.587,0.207,-0.677,-2980.015,0.015,-13.799,0.29,0.074,7838.887,0.021,0.552,0.436,-0.276,-2599.702,0.013,NAmerica,289.813
1.361,-13.386,0.034,-0.138,2291.012,0.023,-2.151,0.328,0.04,-1162.315,0.016,-3.09,0.305,0.093,2045.708,0.02,NAmerica,289.949
1.361,-46.648,0.03,-0.132,8667.351,0.023,-1.469,0.355,-2.697,148.217,0.009,-8.703,0.341,0.113,7674.49,0.02,NAmerica,289.949
2.772,-0.949,0.073,-0.173,-357.223,0.017,-0.945,0.046,-11.994,111.034,0.015,-1.287,0.222,0.047,-321.905,0.015,NAmerica,283.995
3.163,-9.954,0.209,-0.101,1805.244,0.006,-0.947,0.664,0.259,-292.327,0.016,-15.305,0.59,0.347,1390.219,0.005,NAmerica,285.262
6.123,-1.448,0.006,-2.385,56.667,0.008,-0.946,0.552,0.162,-147.33,0.025,-0.912,0.211,-0.182,33.485,0.004,NAmerica,291.605
1.044,0.277,0.434,0.169,-305.841,0.017,-0.947,0.194,-1.293,17.724,0.016,-0.331,0.684,0.42,-255.408,0.014,NAmerica,285.356
1.044,-0.398,0.396,0.157,-147.775,0.025,-0.786,0.134,-0.203,34.208,0.021,-0.738,0.542,0.241,-140.237,0.024,NAmerica,285.356
0.972,-0.968,0.091,-3.363,26.725,0.022,-0.89,0.124,-2.366,17.078,0.011,-1.032,0.138,-0.57,16.034,0.013,NAmerica,289.94
1.376,-0.618,0.041,-0.273,35.189,0.022,-2.672,0.558,-0.187,4850.678,0.01,-0.972,0.081,-0.111,32.886,0.02,NAmerica,289.823
1.376,-1.086,-0.046,-3.206,19.09,0.013,-2.439,0.564,-0.18,4171.648,0.01,-1.008,0.073,-1.613,15.046,0.01,NAmerica,289.823
1.808,1.694,0.089,-0.376,5221.184,0.011,-1.475,0.541,0.283,-1360.07,0.009,3.546,0.493,0.239,3883.77,0.008,NAmerica,289.108
1.808,1.32,0.129,-0.326,4421.184,0.011,1.806,0.258,-6.153,216.971,0.013,2.915,0.497,0.243,3341.514,0.008,NAmerica,289.108
3.592,-1.017,-0.04,-1.389,-159.906,0.016,-0.671,0.329,-7.366,-150.084,0.014,-0.971,0.41,0.157,-94.968,0.01,NAmerica,283.927
1.219,-1.209,0.27,-2.671,155.436,0.009,0.056,0.426,-0.277,-511.953,0.01,0.903,0.247,-1.201,120.364,0.007,NAmerica,289.831
1.219,-0.36,0.321,-2.248,-93.517,0.009,0.01,0.412,-0.405,-484.054,0.01,-0.861,0.313,-1.298,-78.65,0.007,NAmerica,289.831
1.44,0.568,0.121,-0.636,-579.54,0.011,7.676,0.55,-1.212,-12881.412,0.01,-0.631,0.34,-0.083,-471.548,0.009,NAmerica,289.652
1.44,0.5,0.162,-0.65,-524.619,0.01,-4.623,0.512,-2.123,6167.244,0.01,-0.647,0.377,-0.067,-421.801,0.008,NAmerica,289.652
1.62,8.379,0.242,-0.768,-11516.436,0.009,-1.288,0.122,0.014,-526.806,0.036,-1.4,0.514,0.03,-8531.631,0.006,NAmerica,289.193
1.62,-4.915,0.218,-0.877,4781.466,0.008,-0.713,0.206,0.026,161.316,0.016,-0.833,0.528,-0.148,3738.767,0.006,NAmerica,289.193
1.965,-0.677,0.065,-0.019,-478.122,0.035,-0.867,0.443,0.155,277.672,0.013,-0.401,0.184,0.031,-466.192,0.034,NAmerica,279.665
3.609,-1.086,0.013,-2.999,639.286,0.03,-1.022,0.504,0.164,439.561,0.023,-1.157,0.241,0.056,310.546,0.014,NAmerica,283.504
2.174,-0.51,0.151,-0.815,1237.236,0.019,0.809,-0.264,-36.653,-250.966,0.012,-2.131,0.453,0.179,831.96,0.013,NAmerica,280.933
2.318,-1.134,0.166,-0.022,-283.191,0.025,-0.186,0.656,0.412,1240.722,0.011,-1.068,0.554,0.153,-257.829,0.023,NAmerica,280.663
3.611,-1.01,0.084,-0.151,-43.884,0.002,-0.082,0.65,0.287,5620.112,0.013,-3.686,-0.154,-5.473,-104.059,0.005,NAmerica,284.498
1.003,-3.224,0.321,-0.079,1595.025,0.017,-0.665,0.631,0.276,153.583,0.016,-2.054,0.546,0.284,1299.652,0.014,NAmerica,289.628
1.113,2.624,0.319,-0.055,-808.33,0.016,0.016,0.127,0.009,-15879.551,0.019,-0.049,0.638,0.404,-607.484,0.012,NAmerica,289.02
1.138,-0.75,0.412,0.105,296.769,0.018,-7.454,0.15,0.02,11266.456,0.018,-0.417,0.518,0.268,268.409,0.016,NAmerica,288.737
2.722,10.627,0.018,-0.486,52655.039,0.023,-0.148,0.272,0.064,854.532,0.026,-15.392,0.394,0.136,40145.773,0.017,NAmerica,280.404
2.722,-3.231,0.238,-0.08,508.323,0.019,0.772,0.138,-1.633,-330.385,0.008,-2.723,0.653,0.282,414.399,0.015,NAmerica,280.404
2.722,0.036,0.086,-0.138,5437.054,0.027,-1.793,0.314,0.05,-1984.447,0.008,-3.346,0.56,0.194,4575.473,0.023,NAmerica,280.404
2.422,-0.412,0.093,-0.763,1412.501,0.009,-1.01,0.407,0.145,136.577,0.016,-0.796,0.14,-0.126,1128.857,0.007,NAmerica,281.352
2.959,-0.854,0.092,-1.818,107.098,0.015,4.09,-0.12,-8.713,-222.111,0.005,-1.018,0.463,0.211,56.658,0.008,NAmerica,281.786
2.959,-0.851,0.015,-0.495,227.031,0.022,8.072,-0.41,-2.747,-10543.291,0.018,-1.093,0.448,0.161,170.043,0.016,NAmerica,281.786
2.252,4.949,0.011,-14.176,-277.635,0.007,-3.032,0.502,0.213,-3880.616,0.016,8.911,0.059,-4.305,-164.146,0.004,NAmerica,282.018
2.252,3.757,0.16,-1.07,4346.108,0.013,-0.17,0.582,0.303,949.117,0.011,-5.834,0.447,0.191,2716.398,0.008,NAmerica,282.018
