arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
2.905,-0.256,0.056,-1.473,0.367,0.074,-0.261,0.084,-1.449,0.365,0.072,-0.268,0.301,-1.228,0.348,0.063,Australia,290.114
2.736,-0.335,0.372,-5.906,0.371,0.05,-0.442,0.563,-9.722,0.462,0.043,-0.32,0.631,-4.749,0.339,0.035,Australia,290.023
2.736,-0.172,0.052,-0.575,0.352,0.078,-0.293,0.139,-1.267,0.422,0.077,-0.146,0.713,0.134,0.261,0.055,Australia,290.023
2.154,-0.253,0.299,-6.253,0.311,0.058,-0.306,0.35,-8.744,0.361,0.061,-0.26,0.581,-4.94,0.282,0.034,Australia,289.129
2.154,-0.3,-0.25,-18.566,0.378,0.081,-0.347,-0.419,-22.178,0.411,0.078,-0.249,-0.204,-9.764,0.28,0.045,Australia,289.129
2.025,0.147,0.809,-0.511,0.218,0.035,0.214,0.791,-1.188,0.262,0.033,0.087,0.885,0.467,0.129,0.021,Australia,288.717
1.988,0.778,0.774,-5.441,0.817,0.033,0.94,0.728,-8.292,0.982,0.038,0.741,0.865,-4.541,0.758,0.022,Australia,288.682
1.988,-0.064,0.653,0.312,0.205,0.049,0.034,0.809,0.633,0.149,0.037,-0.054,0.749,0.492,0.176,0.043,Australia,288.682
1.988,0.501,0.667,-1.433,0.584,0.047,0.639,0.725,-2.41,0.691,0.042,0.535,0.884,-1.312,0.569,0.031,Australia,288.682
1.836,0.059,0.682,-0.379,0.192,0.045,0.077,0.635,-0.36,0.19,0.042,0.087,0.805,0.236,0.143,0.028,Australia,288.081
1.836,0.228,0.823,-2.367,0.283,0.035,0.274,0.824,-3.257,0.318,0.034,0.233,0.894,-1.744,0.256,0.022,Australia,288.081
1.836,0.151,0.872,-0.074,0.194,0.026,0.196,0.792,-0.721,0.246,0.032,0.175,0.913,-0.062,0.193,0.017,Australia,288.081
1.836,1.338,0.78,-20.16,1.377,0.035,1.428,0.792,-22.828,1.461,0.033,1.379,0.874,-20.729,1.395,0.023,Australia,288.081
1.836,0.287,0.797,-2.087,0.336,0.035,0.331,0.801,-2.842,0.375,0.035,0.296,0.88,-1.699,0.314,0.021,Australia,288.081
1.836,1.674,0.673,-26.975,1.733,0.042,1.778,0.693,-30.172,1.829,0.041,1.709,0.808,-27.02,1.734,0.028,Australia,288.081
1.836,-0.191,0.682,-6.446,0.233,0.043,-0.164,0.704,-4.859,0.207,0.041,-0.173,0.714,-4.207,0.195,0.029,Australia,288.081
1.441,0.097,0.84,0.396,0.16,0.033,0.046,0.778,0.548,0.138,0.034,0.012,0.802,0.616,0.128,0.033,Australia,286.513
1.441,-0.192,0.563,-2.243,0.236,0.047,-0.209,0.522,-2.683,0.252,0.048,-0.262,0.747,-3.458,0.277,0.03,Australia,286.513
1.441,-0.036,0.004,-0.588,0.36,0.11,-0.084,-0.023,-0.47,0.347,0.103,-0.122,0.096,-0.429,0.342,0.098,Australia,286.513
1.441,-0.031,0.787,0.52,0.13,0.038,-0.07,0.773,0.417,0.144,0.038,-0.126,0.835,0.241,0.164,0.032,Australia,286.513
1.441,0.013,0.763,0.397,0.135,0.039,-0.013,0.694,0.293,0.146,0.042,-0.082,0.821,0.432,0.131,0.03,Australia,286.513
1.912,0.562,0.559,-8.554,0.589,0.035,0.284,0.767,-2.078,0.334,0.036,0.612,0.827,-9.621,0.621,0.022,Australia,284.583
1.717,0.1,0.469,-0.729,0.15,0.033,-0.165,0.695,-1.808,0.192,0.029,0.084,0.471,-0.396,0.135,0.032,Australia,283.846
2.318,6.292,0.074,-35.554,6.4,0.058,3.725,0.396,-12.673,3.914,0.06,6.282,0.518,-34.97,6.348,0.045,SAmerica,300.308
1.472,3.21,0.539,-80.405,3.285,0.051,1.923,0.793,-29.897,2.024,0.046,2.624,0.753,-51.929,2.649,0.026,SAmerica,301.544
2.712,1.197,0.319,-30.422,1.216,0.033,0.508,0.224,-6.04,0.575,0.041,1.263,0.434,-33.771,1.279,0.031,SAmerica,299.429
1.017,-0.116,0.639,-5.053,0.151,0.036,0.021,0.724,0.402,0.047,0.016,-0.155,0.881,-6.621,0.169,0.025,Australia,284.987
1.017,-0.073,0.692,-0.909,0.122,0.036,0.046,0.883,0.389,0.069,0.019,-0.111,0.871,-1.074,0.127,0.022,Australia,284.987
1.017,0.036,0.615,-1.822,0.125,0.039,0.167,0.773,-4.456,0.174,0.016,-0.007,0.774,-0.433,0.089,0.029,Australia,284.987
1.017,-0.02,0.698,-2.039,0.11,0.038,0.105,0.69,-2.299,0.115,0.016,-0.061,0.765,-1.848,0.107,0.03,Australia,284.987
1.017,-0.106,0.496,-0.274,0.17,0.045,0.077,0.636,0.04,0.147,0.043,-0.15,0.614,-0.634,0.192,0.041,Australia,284.987
1.017,0.147,0.727,-0.029,0.201,0.04,0.306,0.639,-2.081,0.348,0.049,0.098,0.765,0.339,0.161,0.037,Australia,284.987
1.017,-0.047,0.651,-3.072,0.118,0.038,0.079,0.804,-1.211,0.087,0.012,-0.086,0.874,-2.91,0.115,0.027,Australia,284.987
1.017,-0.086,0.573,-0.635,0.143,0.04,0.071,0.815,0.127,0.104,0.027,-0.121,0.917,-0.385,0.131,0.018,Australia,284.987
1.017,-0.082,0.604,-1.211,0.133,0.038,0.045,0.88,0.4,0.07,0.019,-0.12,0.842,-1.296,0.136,0.024,Australia,284.987
1.017,-0.171,0.651,-21.903,0.202,0.043,-0.043,0.913,-0.253,0.047,0.008,-0.206,0.912,-27.131,0.224,0.035,Australia,284.987
1.017,0.009,0.628,0.274,0.126,0.041,0.153,0.882,-0.576,0.185,0.034,-0.031,0.84,0.659,0.086,0.026,Australia,284.987
1.017,-0.033,0.628,-1.366,0.115,0.038,0.092,0.86,-0.829,0.101,0.014,-0.073,0.878,-0.825,0.101,0.024,Australia,284.987
1.017,-0.211,0.71,-23.667,0.218,0.022,-0.058,0.78,-1.126,0.064,0.011,-0.268,0.692,-38.964,0.278,0.029,Australia,284.987
1.017,0.187,0.62,-0.762,0.243,0.044,0.343,0.78,-3.096,0.37,0.04,0.141,0.808,0.061,0.177,0.031,Australia,284.987
1.017,0.097,0.643,-6.809,0.162,0.04,0.236,0.606,-16.385,0.242,0.016,0.051,0.719,-3.191,0.119,0.033,Australia,284.987
1.077,-0.153,0.532,-5.443,0.206,0.046,0.058,0.778,0.039,0.079,0.018,-0.023,0.824,0.499,0.057,0.018,Australia,285.148
1.077,-0.265,0.83,-10.48,0.269,0.016,-0.057,0.739,0.009,0.079,0.02,-0.146,0.816,-2.73,0.153,0.017,Australia,285.148
1.077,-0.202,0.455,-2.903,0.252,0.053,0.004,0.692,0.472,0.093,0.032,-0.074,0.876,0.399,0.099,0.023,Australia,285.148
1.077,-0.097,0.521,-1.894,0.177,0.047,0.126,0.771,-0.885,0.143,0.021,0.041,0.849,0.556,0.069,0.018,Australia,285.148
1.077,-0.182,0.521,-5.648,0.226,0.046,0.022,0.831,0.619,0.054,0.017,-0.056,0.858,0.305,0.073,0.016,Australia,285.148
2.24,7.737,0.256,-66.993,7.85,0.03,9.248,0.481,-96.531,9.401,0.039,8.998,0.701,-89.293,9.046,0.021,SAmerica,299.86
3.276,13.927,0.138,-116.999,13.996,0.029,10.612,0.758,-69.118,10.789,0.041,14.784,0.794,-131.186,14.813,0.02,SAmerica,301.413
2.374,2.969,0.307,-35.959,3.012,0.039,2.271,0.622,-21.032,2.325,0.039,2.41,0.655,-23.233,2.439,0.029,SAmerica,301.223
1.841,12.068,0.34,-70.479,12.239,0.046,9.207,0.476,-41.199,9.404,0.043,10.35,0.364,-51.979,10.537,0.044,SAmerica,300.991
3.144,0.047,-0.116,-0.367,0.23,0.045,0.054,0.207,-0.242,0.22,0.043,-0.086,-0.079,-0.37,0.23,0.043,SAmerica,297.478
3.529,0.42,0.167,-4.006,0.47,0.039,0.198,0.508,-1.223,0.314,0.045,0.362,0.228,-2.932,0.417,0.039,SAmerica,300.376
2.179,3.835,0.558,-51.606,3.912,0.038,3.607,0.91,-44.584,3.626,0.018,3.281,0.729,-36.514,3.303,0.019,SAmerica,298.283
2.832,10.082,0.25,-70.675,10.205,0.045,6.643,0.628,-30.505,6.766,0.037,10.115,0.525,-70.144,10.168,0.029,SAmerica,299.852
2.46,11.586,0.74,-29.206,11.707,0.031,11.261,0.713,-27.795,11.431,0.037,12.02,0.692,-31.382,12.122,0.029,SAmerica,301.747
3.563,8.178,-0.064,-17.079,8.443,0.033,13.135,0.857,-43.032,13.176,0.016,8.702,0.76,-18.789,8.833,0.024,SAmerica,298.938
2.306,5.521,0.073,-225.387,5.824,0.049,6.973,0.4,-362.468,7.38,0.063,4.873,0.206,-164.663,4.982,0.027,SAmerica,300.13
3.982,7.459,0.012,-48.572,7.66,0.042,6.466,0.569,-36.821,6.69,0.041,4.493,0.708,-16.562,4.559,0.018,SAmerica,299.208
3.045,4.351,0.578,-13.553,4.462,0.035,6.045,0.724,-26.58,6.143,0.038,5.384,0.673,-20.729,5.453,0.03,SAmerica,299.933
0.674,0.623,0.317,-5.43,0.682,0.065,0.698,0.743,-6.373,0.73,0.05,0.693,0.592,-6.385,0.731,0.054,Asia,299.88
0.674,2.394,0.37,-52.948,2.444,0.055,2.568,0.737,-59.037,2.578,0.026,2.575,0.71,-59.428,2.587,0.027,Asia,299.88
0.674,1.285,0.293,-24.144,1.334,0.059,1.42,0.705,-28.044,1.434,0.033,1.419,0.673,-28.049,1.434,0.034,Asia,299.88
0.674,6.894,0.331,-1301.157,6.969,0.049,7.313,0.713,-1435.545,7.319,0.014,7.303,0.574,-1431.513,7.309,0.015,Asia,299.88
0.674,0.241,0.221,-8.567,0.311,0.06,0.31,0.521,-9.199,0.322,0.026,0.313,0.515,-9.429,0.325,0.026,Asia,299.88
0.674,0.481,0.41,-4.888,0.538,0.061,0.557,0.725,-5.924,0.584,0.044,0.56,0.664,-6.064,0.589,0.047,Asia,299.88
0.674,1.8,0.383,-74.104,1.831,0.045,1.951,0.808,-84.668,1.955,0.017,1.924,0.769,-82.377,1.929,0.018,Asia,299.88
4.555,3.321,0.165,-34.231,3.459,0.038,2.8,0.665,-27.549,3.114,0.054,3.166,0.691,-29.23,3.204,0.019,Africa,301.516
1.807,0.084,0.288,-0.091,0.403,0.089,0.398,0.132,-1.268,0.581,0.096,0.144,0.123,-0.126,0.409,0.087,NAmerica,298.386
2.186,-0.501,-0.02,-5.269,0.561,0.095,0.149,-0.223,-0.926,0.314,0.104,-0.429,0.034,-3.674,0.485,0.085,NAmerica,298.944
3.494,-0.981,-0.045,-43.041,1.002,0.055,0.086,0.123,-1.541,0.245,0.061,-0.791,-0.003,-27.473,0.806,0.04,NAmerica,299.561
1.85,-0.54,0.399,-41.074,0.546,0.037,-0.281,0.576,-11.704,0.3,0.048,-0.594,0.385,-49.676,0.599,0.037,NAmerica,298.752
2.928,-0.977,0.044,-18.529,1.01,0.092,-0.032,-0.245,-0.852,0.312,0.112,-0.861,-0.156,-14.224,0.892,0.083,NAmerica,299.378
0.577,-0.711,0.104,-15.877,0.735,0.059,0.316,0.051,-4.26,0.412,0.083,-0.706,0.164,-15.538,0.728,0.056,NAmerica,292.4
0.577,-0.652,0.177,-10.04,0.684,0.055,0.55,0.267,-7.83,0.614,0.073,-0.646,0.561,-9.704,0.674,0.05,NAmerica,292.4
1.872,-0.621,0.3,-36.823,0.633,0.055,-0.604,0.44,-34.745,0.615,0.052,-0.588,0.534,-32.324,0.594,0.039,NAmerica,289.382
1.872,1.015,0.444,-10.461,1.15,0.052,1.135,0.743,-10.927,1.212,0.04,1.103,0.625,-10.215,1.138,0.027,NAmerica,289.382
0.536,0.537,0.06,-1.38,0.786,0.08,1.431,0.244,-8.51,1.571,0.091,0.655,0.25,-1.595,0.821,0.069,NAmerica,292.281
0.536,0.182,0.214,-0.472,0.421,0.072,1.183,0.411,-10.577,1.269,0.081,0.288,0.601,-0.487,0.423,0.059,NAmerica,292.281
0.536,0.046,0.037,-0.317,0.392,0.08,0.677,0.733,-3.527,0.727,0.055,0.126,0.594,0.056,0.332,0.063,NAmerica,292.281
0.536,-0.241,0.139,-1.121,0.386,0.087,0.321,0.477,-1.608,0.426,0.081,-0.169,0.555,-0.245,0.295,0.07,NAmerica,292.281
1.45,-0.613,-0.013,-10.469,0.649,0.075,0.042,0.368,-0.094,0.195,0.068,-0.545,0.002,-8.104,0.578,0.068,NAmerica,295.737
1.45,-0.546,0.338,-9.067,0.574,0.053,0.265,0.561,-2.195,0.31,0.049,-0.462,0.403,-6.43,0.493,0.051,NAmerica,295.737
2.208,-0.341,0.518,-3.711,0.375,0.042,-0.06,0.809,0.366,0.131,0.032,-0.375,0.761,-4.16,0.393,0.031,NAmerica,297.228
2.183,-0.295,0.6,-1.247,0.354,0.033,0.107,0.869,0.09,0.231,0.034,-0.192,0.732,-0.138,0.252,0.028,NAmerica,297.051
1.457,0.388,0.772,-0.261,0.472,0.059,0.184,0.907,0.631,0.256,0.039,0.158,0.863,0.536,0.286,0.052,Asia,298.558
1.286,-0.285,0.553,0.189,0.767,0.086,2.357,0.695,-7.321,2.441,0.077,-0.316,0.649,0.165,0.778,0.085,NAmerica,296.456
1.878,-0.343,0.335,-1.343,0.45,0.092,-0.033,0.709,0.456,0.216,0.068,-0.213,0.669,-0.213,0.323,0.077,NAmerica,296.128
1.617,4.922,0.516,-16.273,5.048,0.06,4.842,0.479,-15.791,4.977,0.061,5.327,0.562,-18.991,5.43,0.056,NAmerica,295.204
1.462,1.761,-0.189,-29.462,2.216,0.06,6.521,0.181,-256.652,6.578,0.039,2.421,0.233,-38.872,2.535,0.034,NAmerica,294.734
1.462,3.646,0.345,-134.79,3.872,0.048,7.845,0.502,-572.143,7.954,0.048,3.127,0.654,-93.375,3.228,0.029,NAmerica,294.734
2.175,-0.039,0.343,-0.033,0.224,0.073,-0.263,0.396,-1.415,0.33,0.068,-0.092,0.515,0.017,0.219,0.066,NAmerica,294.599
1.037,-0.239,0.408,-7.179,0.286,0.061,-0.123,0.58,-1.339,0.155,0.036,-0.168,0.587,-2.497,0.187,0.032,NAmerica,293.651
0.994,-0.063,0.51,-0.136,0.143,0.053,0.044,0.679,0.298,0.12,0.044,-0.072,0.54,0.004,0.134,0.046,NAmerica,293.589
1.222,-0.044,0.474,0.02,0.295,0.074,0.264,0.7,-0.293,0.339,0.054,-0.023,0.545,0.283,0.252,0.064,NAmerica,293.874
1.222,0.215,0.668,-0.06,0.328,0.057,0.429,0.672,-1.366,0.49,0.054,0.123,0.429,0.026,0.314,0.066,NAmerica,293.874
1.214,2.605,0.298,-53.566,2.796,0.057,6.115,0.49,-255.108,6.131,0.025,1.925,0.514,-26.275,1.977,0.025,NAmerica,293.032
1.214,3.276,0.538,-28.363,3.323,0.03,6.088,0.561,-98.8,6.127,0.037,1.887,0.781,-8.864,1.926,0.02,NAmerica,293.032
1.032,-0.115,0.371,-0.589,0.208,0.046,1.095,0.458,-51.148,1.104,0.027,-0.083,0.615,0.108,0.156,0.035,NAmerica,293.433
1.032,-0.05,0.132,-0.268,0.281,0.071,1.913,0.659,-43.827,1.927,0.028,-0.031,0.205,0.011,0.248,0.063,NAmerica,293.433
1.04,0.719,0.313,-25.488,0.769,0.052,0.689,0.709,-39.28,0.701,0.026,0.754,0.485,-25.333,0.767,0.026,NAmerica,292.978
1.079,0.702,0.426,-6.365,0.785,0.041,0.456,0.791,-10.381,0.466,0.024,0.615,0.602,-4.334,0.668,0.03,NAmerica,293.262
1.271,-0.298,0.171,-15.545,0.45,0.068,0.43,0.49,-26.532,0.444,0.03,-0.354,0.536,-10.298,0.372,0.023,NAmerica,292.821
1.178,0.304,0.428,-7.069,0.385,0.06,1.167,0.194,-8.423,1.25,0.05,0.345,0.674,-6.158,0.363,0.029,NAmerica,292.662
1.132,0.203,0.398,-8.741,0.275,0.05,0.322,0.214,-3.121,0.437,0.05,0.164,0.579,-3.549,0.188,0.025,NAmerica,292.663
1.126,1.972,0.29,-23.511,2.017,0.046,1.357,0.327,-14.077,1.439,0.046,2.08,0.88,-25.442,2.094,0.027,Asia,270.831
1.126,0.884,0.286,-17.301,0.92,0.044,1.005,0.283,-2.65,1.175,0.068,0.976,0.668,-20.147,0.989,0.027,Asia,270.831
1.126,2.356,0.368,-40.717,2.393,0.04,-0.01,0.483,-0.19,0.113,0.028,2.518,0.723,-45.652,2.531,0.025,Asia,270.831
1.039,2.051,0.482,-10.902,2.121,0.06,1.007,0.367,-12.722,1.047,0.035,1.998,0.628,-10.226,2.06,0.056,Asia,270.631
0.959,0.409,0.702,-15.586,0.421,0.025,0.477,0.361,-1.098,0.623,0.067,0.433,0.815,-16.898,0.437,0.015,Asia,270.144
0.959,1.818,0.683,-40.941,1.831,0.027,-0.049,0.181,0.017,0.385,0.104,1.864,0.838,-42.786,1.871,0.02,Asia,270.144
0.959,1.08,0.662,-5.905,1.131,0.056,1.162,-0.28,-15.869,1.217,0.044,1.122,0.896,-6.339,1.166,0.053,Asia,270.144
0.864,0.308,0.587,-0.379,0.455,0.091,0.777,0.375,-60.554,0.791,0.021,0.285,0.724,-0.247,0.433,0.089,Asia,269.133
0.864,2.01,0.602,-45.612,2.024,0.029,-0.127,-0.233,-0.216,0.44,0.126,1.841,0.902,-37.769,1.846,0.016,Asia,269.133
0.864,1.511,0.57,-226.939,1.521,0.026,1.492,0.692,-85.303,1.513,0.033,1.509,0.585,-224.212,1.512,0.014,Asia,269.133
0.864,0.148,0.629,0.092,0.38,0.104,-0.244,-0.029,-1.69,0.341,0.087,0.166,0.912,0.18,0.361,0.096,Asia,269.133
1.261,0.067,0.188,-9.038,0.514,0.068,0.953,0.727,-51.973,1.015,0.037,-0.028,0.676,0.036,0.159,0.021,NAmerica,292.551
1.319,-0.336,0.13,-2.679,0.399,0.079,-0.362,0.155,-1.563,0.477,0.101,-0.273,-0.084,-1.919,0.356,0.084,NAmerica,293.362
1.232,2.043,0.639,-221.146,2.079,0.041,0.324,0.351,-6.687,0.412,0.041,2.087,0.637,-224.7,2.095,0.02,Asia,271.728
1.232,0.013,0.537,0.28,0.253,0.082,0.575,0.225,-2.67,0.717,0.057,0.005,0.361,0.119,0.279,0.091,Asia,271.728
1.232,1.057,0.357,-52.453,1.086,0.04,2.378,0.57,-22.353,2.448,0.036,1.027,0.779,-47.381,1.033,0.017,Asia,271.728
1.232,1.491,0.074,-16.383,1.56,0.062,0.285,0.547,-0.199,0.448,0.067,1.451,0.764,-14.517,1.474,0.035,Asia,271.728
1.232,4.25,0.561,-70.827,4.293,0.038,-0.142,0.124,-1.86,0.227,0.05,4.245,0.793,-69.578,4.256,0.019,Asia,271.728
1.234,0.64,0.416,-2.282,0.741,0.073,0.804,0.503,-13.454,0.86,0.04,0.619,0.606,-1.988,0.707,0.066,Asia,271.192
1.234,0.103,0.287,-1.096,0.194,0.047,0.388,0.419,-0.269,0.676,0.102,0.108,0.748,-0.097,0.14,0.026,Asia,271.192
1.234,1.307,0.502,-34.569,1.35,0.044,0.223,-0.113,-0.759,0.386,0.07,1.418,0.77,-38.691,1.426,0.019,Asia,271.192
1.234,0.723,0.511,-1.228,0.896,0.097,-0.005,0.051,-0.278,0.194,0.052,0.706,0.944,-0.926,0.833,0.081,Asia,271.192
1.234,0.491,0.56,-2.562,0.55,0.055,0.188,0.761,0.29,0.453,0.085,0.398,0.809,-1.367,0.448,0.046,Asia,271.192
1.234,0.265,0.514,-2.136,0.303,0.04,-0.349,0.446,-7.224,0.37,0.047,0.23,0.45,-1.607,0.276,0.041,Asia,271.192
1.234,0.531,0.572,-0.668,0.694,0.092,4.345,0.766,-39.887,4.39,0.018,0.528,0.817,-0.584,0.676,0.087,Asia,271.192
2.279,-0.177,-0.09,-2.177,0.273,0.076,0.657,0.516,-5.478,0.718,0.031,-0.152,0.359,-0.855,0.209,0.052,NAmerica,291.897
3.245,2.861,0.087,-18.438,2.984,0.027,0.093,0.463,0.071,0.32,0.049,2.5,0.517,-13.385,2.567,0.018,NAmerica,292.404
4.035,1.412,0.182,-25.98,1.462,0.041,1.926,0.522,-65.248,1.949,0.036,1.339,0.665,-22.199,1.356,0.024,NAmerica,290.338
3.714,0.166,0.232,-0.272,0.372,0.053,0.353,0.676,-0.124,0.498,0.06,0.228,0.384,-0.332,0.38,0.048,NAmerica,290.896
1.277,1.562,0.24,-46.993,1.631,0.057,0.475,0.164,-1.106,0.666,0.077,1.632,0.568,-48.173,1.651,0.03,NAmerica,292.527
1.277,0.882,0.464,-3.317,0.976,0.071,-0.115,0.596,-9.534,0.208,0.042,0.931,0.754,-3.526,0.999,0.062,Asia,271.921
1.277,1.042,0.103,-5.278,1.149,0.08,0.279,0.534,-5.056,0.326,0.032,0.939,0.902,-3.623,0.986,0.05,Asia,271.921
1.277,0.275,0.683,-22.605,0.311,0.036,-0.171,0.327,-1.289,0.259,0.053,0.328,0.774,-26.056,0.333,0.014,Asia,271.921
1.277,0.757,0.604,-33.169,0.775,0.031,0.144,0.373,-0.031,0.395,0.072,0.774,0.79,-33.435,0.778,0.015,Asia,271.921
1.098,0.265,0.384,-2.457,0.319,0.048,0.276,0.63,-11.707,0.313,0.028,0.274,0.681,-2.1,0.302,0.034,Asia,271.087
1.098,0.754,0.31,-3.703,0.843,0.073,0.792,0.835,-7.39,0.817,0.025,0.738,0.708,-3.22,0.799,0.059,Asia,271.087
1.098,0.919,0.645,-110.473,0.928,0.025,1.356,0.269,-7.62,1.446,0.051,0.882,0.744,-100.35,0.885,0.014,Asia,271.087
1.098,1.762,0.839,-38.393,1.771,0.022,0.025,0.562,-0.127,0.182,0.039,1.811,0.849,-40.482,1.817,0.019,Asia,271.087
1.098,2.482,0.525,-25.1,2.517,0.043,0.273,0.005,-0.973,0.451,0.068,2.255,0.946,-20.135,2.265,0.021,Asia,271.087
1.098,0.574,0.679,-10.91,0.592,0.031,0.343,0.532,-9.207,0.416,0.038,0.597,0.8,-11.505,0.606,0.023,Asia,271.087
1.098,0.881,0.272,-7.506,0.936,0.059,0.806,-0.03,-7.162,0.893,0.051,0.758,0.9,-4.89,0.779,0.033,Asia,271.087
1.098,1.069,0.559,-68.92,1.088,0.033,0.22,0.17,-1.997,0.32,0.046,1.099,0.619,-71.223,1.106,0.021,Asia,271.087
1.098,1.644,0.482,-27.462,1.667,0.037,0.36,-0.031,-2.272,0.482,0.057,1.491,0.926,-21.935,1.497,0.017,Asia,271.087
1.098,0.802,0.477,-18.886,0.823,0.037,0.008,0.277,-0.196,0.274,0.06,0.797,0.431,-18.459,0.814,0.033,Asia,271.087
1.098,1.01,0.259,-14.373,1.046,0.048,0.027,0.566,0.308,0.211,0.049,0.879,0.903,-10.077,0.888,0.022,Asia,271.087
1.098,0.537,0.467,-4.453,0.584,0.051,0.275,0.391,-2.656,0.343,0.038,0.529,0.793,-3.907,0.554,0.037,Asia,271.087
1.098,0.513,0.517,-3.8,0.557,0.051,-0.145,0.459,-5.247,0.214,0.041,0.475,0.858,-2.913,0.503,0.039,Asia,271.087
1.098,0.873,0.42,-23.915,0.894,0.037,-0.125,0.412,-3.473,0.212,0.043,0.85,0.762,-21.932,0.858,0.022,Asia,271.087
1.098,0.304,0.675,-13.409,0.326,0.031,0.025,-0.079,-1.835,0.189,0.043,0.321,0.762,-13.56,0.327,0.016,Asia,271.087
