arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
1.098,0.332,0.513,-11.871,0.36,0.036,0.006,0.165,-0.637,0.285,0.063,0.34,0.723,-11.039,0.349,0.02,Asia,271.087
1.098,0.53,0.436,-22.353,0.543,0.027,0.892,0.445,-3.807,1.003,0.054,0.485,0.623,-18.259,0.493,0.021,Asia,271.087
1.098,0.519,0.108,-6.004,0.591,0.062,0.257,0.289,-3.956,0.336,0.041,0.546,0.226,-6.048,0.592,0.051,Asia,271.087
1.098,1.804,0.556,-15.299,1.847,0.047,-0.186,0.504,-1.789,0.241,0.042,1.764,0.587,-14.524,1.803,0.044,Asia,271.087
1.098,0.859,0.478,-32.684,0.875,0.032,-0.124,0.52,-1.006,0.208,0.041,0.836,0.765,-30.196,0.842,0.019,Asia,271.087
1.098,0.241,0.517,-2.745,0.279,0.039,-0.082,0.16,-0.534,0.295,0.065,0.25,0.702,-2.503,0.27,0.028,Asia,271.087
1.098,0.361,0.53,-6.079,0.391,0.038,0.362,0.555,-9.606,0.443,0.04,0.386,0.831,-6.219,0.395,0.021,Asia,271.087
1.098,0.437,0.069,-3.756,0.52,0.065,0.528,0.444,-13.201,0.628,0.046,0.462,0.472,-3.525,0.507,0.048,Asia,271.087
1.098,1.116,0.596,-69.038,1.137,0.034,0.134,0.513,0.148,0.385,0.075,1.148,0.813,-70.976,1.153,0.016,Asia,271.087
1.098,1.367,0.568,-68.656,1.392,0.036,1.299,0.447,-12.092,1.35,0.04,1.468,0.732,-77.322,1.476,0.02,Asia,271.087
1.098,0.692,0.463,-2.549,0.786,0.077,-0.111,0.407,-2.434,0.167,0.035,0.672,0.806,-2.209,0.747,0.068,Asia,271.087
1.137,2.007,0.673,-28.547,2.028,0.031,0.254,0.063,-1.08,0.39,0.06,2.035,0.817,-29.089,2.047,0.023,Asia,270.443
1.137,0.179,0.544,-4.834,0.218,0.035,0.417,-0.024,-1.427,0.561,0.074,0.2,0.76,-4.417,0.21,0.018,Asia,270.443
1.137,0.62,0.338,-5.192,0.673,0.053,1.356,0.064,-13.354,1.42,0.049,0.62,0.872,-4.633,0.642,0.034,Asia,270.443
1.003,0.692,0.53,-3.462,0.76,0.062,1.031,0.206,-9.495,1.089,0.047,0.681,0.91,-3.009,0.721,0.046,Asia,269.663
1.003,1.843,0.36,-24.207,1.881,0.044,0.272,-0.227,-1.888,0.367,0.055,1.89,0.797,-24.858,1.905,0.027,Asia,269.663
1.003,1.448,0.506,-18.33,1.478,0.04,0.106,0.263,-2.831,0.14,0.023,1.487,0.815,-18.952,1.502,0.028,Asia,269.663
1.003,0.519,0.614,-5.404,0.547,0.038,0.468,0.175,-6.385,0.507,0.038,0.5,0.874,-4.678,0.515,0.027,Asia,269.663
1.003,0.371,0.623,-27.101,0.379,0.019,-0.138,-0.02,-0.788,0.241,0.062,0.387,0.372,-29.422,0.395,0.02,Asia,269.663
1.003,0.782,0.453,-17.444,0.801,0.034,0.238,0.794,-0.027,0.297,0.045,0.798,0.632,-17.924,0.811,0.028,Asia,269.663
1.003,0.018,0.326,0.096,0.171,0.053,1.72,0.205,-6.515,1.884,0.063,0.069,0.84,0.267,0.154,0.043,Asia,269.663
1.208,0.21,0.576,-0.361,0.346,0.07,0.237,0.215,-1.018,0.406,0.06,0.254,0.843,-0.113,0.313,0.046,NAmerica,292.837
1.249,3.021,0.222,-19.519,3.113,0.062,-0.085,-0.047,-1.757,0.255,0.059,2.942,0.563,-18.015,2.997,0.047,Asia,271.375
1.249,0.825,0.328,-8.484,0.879,0.055,0.603,0.628,-25.767,0.665,0.038,0.806,0.845,-7.362,0.826,0.033,Asia,271.375
1.249,0.361,0.107,-6.53,0.422,0.053,1.043,0.026,-12.658,1.108,0.044,0.346,0.745,-4.504,0.361,0.025,Asia,271.375
1.249,1.405,0.621,-123.059,1.431,0.037,0.186,0.509,-3.518,0.251,0.034,1.428,0.84,-123.207,1.432,0.013,Asia,271.375
1.249,1.928,0.385,-41.48,1.954,0.037,0.148,0.415,-0.813,0.259,0.044,1.736,0.959,-32.603,1.738,0.01,Asia,271.375
1.249,0.762,0.545,-42.422,0.779,0.032,0.496,0.102,-1.143,0.691,0.081,0.708,0.692,-35.455,0.713,0.018,Asia,271.375
0.988,0.721,0.613,-13.738,0.739,0.033,0.251,0.481,-0.136,0.443,0.07,0.689,0.822,-12.206,0.699,0.025,Asia,270.185
0.988,1.134,0.674,-5.381,1.193,0.062,-0.088,0.089,-0.705,0.169,0.041,1.028,0.957,-4.136,1.07,0.05,Asia,270.185
0.988,0.874,0.418,-4.246,0.952,0.073,0.06,0.798,0.514,0.143,0.032,0.83,0.464,-3.791,0.91,0.072,Asia,270.185
0.988,0.305,0.426,-5.478,0.329,0.036,-0.574,-0.51,-146.936,0.588,0.039,0.259,0.525,-3.733,0.282,0.032,Asia,270.185
2.097,-0.14,0.494,-0.199,0.235,0.047,0.068,0.551,0.075,0.16,0.047,-0.092,0.808,0.375,0.169,0.035,NAmerica,291.407
4.046,-0.707,-0.164,-213.591,0.708,0.016,0.32,0.46,-2.758,0.374,0.05,-0.502,0.616,-107.499,0.504,0.012,NAmerica,290.934
1.168,0.061,0.226,-0.786,0.223,0.07,-0.193,0.603,-0.796,0.242,0.051,0.113,0.528,-0.215,0.184,0.048,NAmerica,291.808
1.168,0.342,0.407,-3.284,0.416,0.06,2.859,0.655,-54.717,2.887,0.036,0.421,0.542,-4.178,0.457,0.045,NAmerica,291.808
1.157,-0.147,0.348,-0.606,0.225,0.061,-0.335,-0.04,-37.449,0.355,0.053,-0.114,0.589,-0.083,0.185,0.052,NAmerica,291.889
1.156,3.045,0.485,-63.857,3.109,0.058,0.728,0.433,-3.446,0.807,0.075,3.104,0.617,-64.657,3.128,0.036,NAmerica,291.838
1.131,-0.217,0.084,-17.596,0.245,0.05,0.041,0.444,0.151,0.182,0.065,-0.261,0.063,-24.222,0.285,0.051,NAmerica,291.911
1.098,0.983,0.606,-6.229,1.029,0.065,0.024,0.482,0.188,0.405,0.106,0.849,0.557,-4.638,0.908,0.07,NAmerica,291.465
1.098,0.123,0.368,-0.41,0.234,0.073,3.249,0.21,-64.293,3.348,0.026,0.109,0.374,-0.164,0.213,0.067,NAmerica,291.465
1.635,-0.275,-0.307,-0.569,0.56,0.127,0.577,-0.466,-26.395,0.683,0.031,-0.18,0.33,-0.066,0.461,0.111,NAmerica,292.375
3.878,2.778,0.156,-49.161,2.839,0.02,-0.226,-0.24,-2.107,0.343,0.046,2.873,0.177,-53.169,2.951,0.023,NAmerica,291.022
3.878,0.543,-0.093,-18.211,0.588,0.019,0.408,-0.01,-13.28,0.499,0.028,0.521,0.235,-16.99,0.569,0.019,NAmerica,291.022
3.878,-0.268,0.054,-2.121,0.343,0.038,0.192,0.434,-4.272,0.233,0.038,-0.279,0.454,-1.857,0.329,0.031,NAmerica,291.022
3.878,0.294,-0.069,-6.434,0.35,0.019,-0.011,0.672,-0.01,0.079,0.028,0.326,0.171,-8.479,0.395,0.022,NAmerica,291.022
1.241,-0.536,0.107,-25.181,0.577,0.062,-0.017,0.658,-0.451,0.084,0.029,-0.475,0.369,-18.208,0.494,0.04,NAmerica,291.862
1.141,-0.251,0.424,-13.214,0.297,0.057,-0.036,0.823,0.254,0.071,0.023,-0.332,0.474,-18.188,0.345,0.034,NAmerica,291.672
1.141,-0.268,0.421,-18.646,0.309,0.055,0.256,-0.592,-1.717,0.452,0.107,-0.314,0.558,-20.267,0.321,0.025,NAmerica,291.672
1.141,-0.339,0.416,-25.078,0.387,0.071,-0.102,0.491,-24.826,0.137,0.037,-0.349,0.854,-20.667,0.353,0.019,NAmerica,291.672
1.029,-0.071,-0.146,-0.935,0.309,0.091,0.116,0.315,-1.172,0.233,0.066,0.036,-0.143,-0.162,0.239,0.072,NAmerica,291.873
1.029,-0.225,0.335,-99.204,0.269,0.059,0.875,0.658,-5.501,0.916,0.054,-0.211,0.449,-65.131,0.218,0.023,NAmerica,291.913
1.07,-0.112,0.303,-1.754,0.263,0.077,-0.181,0.736,-0.137,0.276,0.081,-0.17,0.266,-1.906,0.27,0.068,NAmerica,291.912
1.139,-0.05,0.394,0.06,0.354,0.069,-0.078,0.143,-0.228,0.265,0.099,0.0,0.676,0.284,0.309,0.061,NAmerica,292.118
1.081,-0.177,0.349,-0.37,0.296,0.094,-0.167,-0.288,-80.584,0.221,0.061,-0.144,0.704,-0.008,0.254,0.083,NAmerica,291.322
1.023,-0.21,0.185,-1.001,0.332,0.102,6.387,-0.002,-12.109,6.725,0.068,-0.191,0.126,-0.647,0.301,0.092,NAmerica,291.69
1.045,-0.245,-0.281,-140.413,0.291,0.066,0.567,0.382,-12.094,0.595,0.043,-0.242,-0.24,-104.377,0.251,0.028,NAmerica,291.727
4.149,1.623,-0.211,-1.002,2.465,0.095,0.744,0.799,-6.347,0.763,0.035,1.395,0.205,-0.617,2.215,0.088,NAmerica,287.616
1.218,-0.496,0.274,-10.54,0.563,0.063,1.214,0.62,-9.089,1.253,0.051,-0.358,0.38,-4.742,0.397,0.041,NAmerica,291.428
1.062,0.928,0.715,-10.998,0.95,0.043,-0.426,0.424,-47.755,0.434,0.035,0.895,0.832,-9.961,0.908,0.033,NAmerica,290.07
1.062,1.433,0.652,-12.841,1.468,0.053,0.707,0.654,-3.101,0.772,0.049,1.423,0.816,-12.401,1.444,0.041,NAmerica,290.07
1.009,-0.448,0.497,-58.631,0.457,0.037,0.346,0.675,-0.5,0.434,0.043,-0.424,0.598,-52.826,0.435,0.038,NAmerica,291.484
2.055,0.191,0.384,-0.138,0.389,0.057,0.338,0.589,-1.163,0.42,0.039,0.318,0.596,-0.445,0.438,0.051,NAmerica,291.627
2.539,0.217,0.252,-0.34,0.41,0.057,0.271,0.73,-0.232,0.344,0.035,0.22,0.71,-0.037,0.36,0.047,NAmerica,289.25
2.603,0.175,0.177,-0.455,0.345,0.047,0.326,0.488,-0.416,0.493,0.046,0.234,0.702,-0.277,0.323,0.035,NAmerica,289.229
2.603,0.188,0.271,-0.28,0.384,0.053,1.214,-0.567,-101.34,1.254,0.021,0.164,0.653,0.061,0.329,0.045,NAmerica,289.229
2.803,0.044,0.201,-0.057,0.426,0.052,0.735,0.503,-8.184,0.785,0.025,-0.007,0.432,0.184,0.374,0.046,NAmerica,289.062
2.803,0.875,0.355,-50.406,0.888,0.01,-0.093,0.543,0.058,0.196,0.03,0.675,0.041,-31.282,0.704,0.014,NAmerica,289.062
2.958,0.46,0.206,-3.67,0.56,0.029,-0.373,-0.306,-26.133,0.467,0.041,0.591,0.746,-4.751,0.621,0.017,NAmerica,288.825
3.137,-0.339,0.102,-3.142,0.41,0.04,-0.112,0.76,-0.982,0.128,0.026,-0.232,0.7,-1.0,0.285,0.028,NAmerica,288.875
8.994,-0.801,-0.184,-88.346,0.836,0.035,0.282,0.432,-0.301,0.461,0.098,-0.748,0.543,-71.129,0.751,0.011,NAmerica,296.314
1.0,-0.041,0.435,-1.594,0.143,0.057,-0.2,0.27,-6.274,0.238,0.057,-0.071,0.667,-0.253,0.099,0.029,NAmerica,290.8
0.974,0.071,0.433,0.127,0.368,0.101,0.174,0.783,0.092,0.235,0.026,0.051,0.392,0.136,0.366,0.102,NAmerica,291.264
1.016,-0.251,0.301,-9.491,0.284,0.058,3.758,0.326,-10.523,3.915,0.057,-0.273,0.269,-9.603,0.286,0.037,NAmerica,291.345
2.793,0.073,0.331,-0.01,0.247,0.04,6.757,0.354,-14.929,6.951,0.05,0.086,0.81,0.312,0.204,0.031,NAmerica,288.884
2.409,3.057,0.013,-6.197,3.361,0.088,-0.245,0.437,-2.252,0.283,0.046,2.926,0.341,-5.338,3.154,0.074,NAmerica,282.629
2.409,7.883,0.446,-20.289,8.036,0.048,0.56,0.011,-22.299,0.926,0.054,7.098,0.651,-16.235,7.23,0.042,NAmerica,282.629
2.924,-0.332,0.324,-4.136,0.368,0.05,0.332,0.452,-0.997,0.433,0.071,-0.367,0.729,-4.7,0.388,0.04,NAmerica,285.025
7.656,-0.235,-0.194,-13.3,0.721,0.05,0.595,0.715,-11.832,0.613,0.032,-0.43,0.507,-4.859,0.462,0.012,NAmerica,295.449
1.09,0.511,0.376,-2.348,0.602,0.08,0.793,0.712,-17.47,0.808,0.031,0.508,0.583,-2.056,0.575,0.068,NAmerica,290.12
1.09,0.865,0.52,-25.906,0.888,0.043,-0.121,0.366,-8.55,0.158,0.042,0.806,0.764,-21.6,0.814,0.025,NAmerica,290.12
1.09,0.984,0.707,-27.782,1.004,0.039,0.322,0.79,-1.591,0.349,0.036,0.941,0.778,-24.784,0.95,0.027,NAmerica,290.12
0.991,-0.209,0.307,-20.289,0.251,0.057,0.638,0.691,-10.129,0.654,0.033,-0.217,0.408,-15.858,0.223,0.021,NAmerica,291.095
0.961,0.49,0.617,-4.121,0.534,0.057,0.241,0.552,-0.237,0.372,0.084,0.436,0.682,-2.955,0.469,0.047,NAmerica,290.068
0.96,0.596,0.61,-9.35,0.64,0.054,-0.097,0.677,0.206,0.173,0.053,0.501,0.794,-5.714,0.516,0.028,NAmerica,289.981
0.982,0.026,0.508,0.225,0.291,0.086,-0.048,0.764,0.536,0.215,0.064,-0.006,0.614,0.31,0.274,0.081,NAmerica,290.64
0.936,-0.212,0.528,-1.039,0.277,0.067,0.141,0.18,-0.062,0.557,0.074,-0.232,0.519,-1.164,0.285,0.062,NAmerica,290.845
1.856,-0.277,0.423,-0.605,0.397,0.087,0.536,0.481,-11.413,0.597,0.026,-0.317,0.784,-0.635,0.4,0.075,NAmerica,291.1
3.163,0.678,0.372,-1.604,0.838,0.071,0.327,0.284,-4.304,0.412,0.026,0.719,0.229,-1.88,0.881,0.074,NAmerica,285.823
3.163,1.236,-0.322,-54.483,1.261,0.025,2.138,0.246,-60.894,2.197,0.021,1.435,0.247,-72.494,1.452,0.022,NAmerica,285.823
4.515,0.921,0.392,-28.961,1.02,0.046,-0.244,0.549,-2.425,0.276,0.044,0.588,0.527,-9.675,0.609,0.017,NAmerica,288.124
3.886,3.875,0.473,-218.61,4.022,0.047,3.465,0.129,-4.552,3.857,0.1,3.493,0.433,-166.853,3.516,0.017,NAmerica,288.009
2.903,-0.455,0.308,-7.648,0.482,0.053,0.85,0.738,-33.223,0.858,0.023,-0.454,0.644,-7.297,0.472,0.043,NAmerica,287.285
2.903,2.682,0.004,-2.38,3.273,0.095,0.472,0.828,-4.236,0.488,0.031,2.601,0.093,-2.153,3.161,0.091,NAmerica,287.285
1.119,0.256,0.309,-7.027,0.416,0.065,0.218,0.586,-0.92,0.274,0.05,0.221,0.637,-2.519,0.276,0.033,NAmerica,290.824
0.962,0.496,0.801,-4.955,0.522,0.041,0.037,0.771,0.51,0.092,0.029,0.565,0.859,-6.232,0.575,0.028,NAmerica,289.467
0.973,0.15,0.544,-0.604,0.25,0.06,-0.002,0.827,0.622,0.069,0.026,0.086,0.518,0.04,0.194,0.052,NAmerica,289.604
0.959,0.101,0.62,-0.335,0.165,0.045,-0.276,0.434,-6.646,0.298,0.043,0.041,0.748,0.46,0.105,0.034,NAmerica,289.807
0.968,0.049,0.6,-0.465,0.136,0.047,-0.242,0.246,-1.333,0.328,0.081,0.017,0.775,0.448,0.083,0.03,NAmerica,289.885
0.973,-0.335,0.451,-9.625,0.353,0.042,0.327,0.768,-1.949,0.353,0.037,-0.339,0.595,-9.499,0.35,0.034,NAmerica,290.398
0.978,-0.131,0.173,-0.607,0.271,0.087,1.389,0.264,-56.446,1.849,0.073,-0.109,0.43,-0.075,0.222,0.071,NAmerica,290.742
1.041,0.363,0.551,-2.91,0.41,0.053,-0.095,0.676,-1.494,0.135,0.037,0.313,0.737,-1.736,0.343,0.039,NAmerica,290.642
6.576,-0.011,0.068,-4.195,0.58,0.036,-0.187,-0.553,-0.938,0.477,0.077,0.089,0.414,-0.16,0.274,0.016,NAmerica,294.454
0.966,-0.169,0.667,-4.928,0.206,0.045,0.422,0.721,0.162,0.751,0.093,-0.181,0.582,-4.265,0.194,0.027,NAmerica,290.52
3.597,0.334,-0.336,-2.494,0.645,0.094,-0.207,0.125,-0.366,0.437,0.128,0.217,-0.118,-0.739,0.455,0.068,NAmerica,287.734
3.056,0.226,0.479,0.119,0.769,0.11,-0.349,-0.022,-18.22,0.384,0.063,0.153,0.539,0.138,0.76,0.111,NAmerica,284.516
3.021,-0.425,0.214,-1.488,0.544,0.115,-0.282,0.474,-1.556,0.341,0.07,-0.436,0.147,-1.573,0.554,0.115,NAmerica,285.216
3.021,-0.507,0.204,-38.337,0.521,0.047,0.706,0.015,-13.298,0.881,0.075,-0.529,0.441,-40.278,0.534,0.03,NAmerica,285.216
3.021,-0.455,0.432,-4.833,0.49,0.067,0.571,0.175,-8.908,0.609,0.052,-0.479,0.619,-5.312,0.51,0.065,NAmerica,285.216
3.96,0.718,0.669,-10.003,0.772,0.04,-0.007,0.434,-0.087,0.133,0.051,0.538,0.748,-4.862,0.564,0.024,NAmerica,289.214
0.887,0.59,0.129,-10.801,0.664,0.075,0.266,0.682,-5.6,0.29,0.035,0.542,0.21,-8.275,0.589,0.057,NAmerica,288.954
0.913,0.034,0.134,-1.835,0.212,0.081,0.465,0.503,-1.53,0.554,0.079,0.065,0.39,-0.269,0.142,0.049,NAmerica,289.347
0.913,0.277,0.46,-8.801,0.352,0.065,0.291,0.741,-1.494,0.322,0.04,0.356,0.676,-9.795,0.369,0.03,NAmerica,289.347
0.913,0.505,0.353,-2.179,0.618,0.094,-0.117,0.477,-9.888,0.156,0.042,0.557,0.437,-2.397,0.639,0.082,NAmerica,289.347
0.917,0.439,0.545,-4.47,0.477,0.054,-0.037,0.818,0.568,0.078,0.026,0.397,0.663,-3.352,0.425,0.044,NAmerica,289.616
0.966,-0.059,0.42,-8.578,0.173,0.067,-0.209,0.013,-1.139,0.341,0.101,-0.146,0.494,-9.483,0.181,0.044,NAmerica,289.77
0.971,0.042,0.613,-0.493,0.14,0.052,0.108,0.841,0.435,0.155,0.033,0.026,0.828,0.622,0.071,0.026,NAmerica,289.907
0.964,-0.223,-0.495,-1.433,0.466,0.149,-0.005,0.834,0.609,0.154,0.05,-0.208,-0.194,-0.734,0.393,0.121,NAmerica,290.305
0.96,0.091,0.716,0.242,0.18,0.046,0.043,0.662,0.357,0.408,0.117,0.069,0.815,0.468,0.151,0.039,NAmerica,290.29
0.96,0.001,0.64,0.405,0.173,0.059,-0.16,0.775,-0.047,0.204,0.044,-0.091,0.686,0.256,0.193,0.058,NAmerica,290.29
1.591,-0.127,0.659,0.235,0.445,0.123,0.025,0.72,0.148,0.159,0.04,-0.222,0.632,0.046,0.497,0.129,NAmerica,289.984
1.591,-0.363,0.177,-3.377,0.418,0.072,0.041,0.725,0.047,0.163,0.04,-0.396,0.782,-3.496,0.423,0.053,NAmerica,289.984
1.618,-0.017,0.289,-0.435,0.206,0.052,0.075,0.652,0.311,0.409,0.083,-0.054,0.686,0.366,0.137,0.032,NAmerica,289.895
1.618,-0.001,0.332,-0.4,0.198,0.049,-0.136,0.485,-0.016,0.278,0.064,-0.039,0.698,0.424,0.127,0.03,NAmerica,289.895
2.424,-0.043,0.456,0.148,0.442,0.096,0.13,0.494,0.148,0.449,0.094,-0.023,0.663,0.157,0.44,0.095,NAmerica,287.991
2.424,-0.185,0.353,-0.328,0.318,0.068,-0.207,0.72,-0.359,0.257,0.05,-0.17,0.465,-0.219,0.304,0.067,NAmerica,287.991
3.114,-0.343,0.286,-0.447,0.569,0.104,2.061,0.047,-64.941,2.259,0.065,-0.201,0.497,-0.03,0.48,0.1,NAmerica,285.701
3.114,-0.441,0.5,-3.745,0.481,0.062,0.208,0.703,-2.938,0.224,0.027,-0.442,0.786,-3.603,0.474,0.055,NAmerica,285.701
4.403,3.204,0.598,-98.973,3.226,0.029,0.34,0.8,-1.458,0.374,0.044,2.436,0.806,-56.48,2.446,0.017,NAmerica,290.653
0.897,0.253,0.598,-6.495,0.307,0.056,0.137,0.562,-0.109,0.222,0.057,0.272,0.718,-5.467,0.285,0.028,NAmerica,288.851
0.911,0.388,0.673,-2.376,0.437,0.057,-0.032,0.743,0.453,0.099,0.034,0.458,0.803,-3.089,0.481,0.042,NAmerica,289.185
0.905,0.204,0.448,-0.937,0.296,0.07,-0.039,0.883,0.711,0.098,0.027,0.222,0.604,-0.732,0.28,0.055,NAmerica,289.209
1.064,0.1,0.476,-0.898,0.181,0.055,-0.035,0.86,0.685,0.103,0.03,0.045,0.632,0.128,0.123,0.042,NAmerica,289.813
1.361,0.081,0.769,0.391,0.142,0.036,-0.366,0.527,-6.62,0.387,0.043,-0.11,0.81,0.202,0.162,0.037,NAmerica,289.949
1.361,0.086,0.736,0.323,0.151,0.038,-0.423,0.468,-45.007,0.437,0.04,-0.106,0.839,0.264,0.158,0.036,NAmerica,289.949
2.772,-0.549,0.28,-15.292,0.566,0.047,1.488,0.159,-59.355,1.646,0.043,-0.488,0.535,-11.875,0.503,0.041,NAmerica,283.995
3.163,-0.611,0.687,-76.535,0.613,0.019,0.228,0.722,-3.508,0.242,0.026,-0.537,0.785,-58.871,0.539,0.016,NAmerica,285.262
6.123,0.168,-0.182,-7.351,0.612,0.036,0.144,0.562,-0.394,0.211,0.054,0.53,0.634,-5.96,0.559,0.011,NAmerica,291.605
1.044,0.312,0.621,-7.009,0.333,0.039,-0.158,0.455,-14.372,0.194,0.046,0.31,0.74,-6.395,0.32,0.026,NAmerica,285.356
1.044,0.235,0.548,-1.46,0.28,0.053,-0.287,0.361,-23.817,0.311,0.048,0.231,0.561,-1.396,0.277,0.053,NAmerica,285.356
0.972,-0.292,0.385,-42.54,0.337,0.07,-0.242,0.368,-5668.357,0.255,0.034,-0.243,0.501,-23.452,0.253,0.029,NAmerica,289.94
1.376,-0.273,0.125,-23.004,0.306,0.055,-0.085,0.703,-2.739,0.158,0.041,-0.379,0.272,-37.489,0.387,0.032,NAmerica,289.823
1.376,-0.273,0.045,-7650.397,0.297,0.049,-0.096,0.739,-3.412,0.161,0.041,-0.385,0.359,-13216.526,0.39,0.027,NAmerica,289.823
1.808,-0.267,0.305,-13.185,0.307,0.047,8.129,0.626,-58.597,8.183,0.02,-0.289,0.705,-12.189,0.296,0.019,NAmerica,289.108
1.808,-0.276,0.265,-15.855,0.314,0.048,-0.17,0.316,-13.365,0.209,0.05,-0.298,0.693,-14.76,0.304,0.019,NAmerica,289.108
3.592,6.703,0.076,-39.287,6.841,0.03,-0.162,0.389,-7.315,0.204,0.05,5.592,0.665,-26.534,5.656,0.018,NAmerica,283.927
1.219,-0.18,0.258,-12.472,0.202,0.038,-0.096,0.419,-1.987,0.177,0.047,-0.247,0.355,-20.629,0.256,0.028,NAmerica,289.831
1.219,-0.169,0.41,-6.442,0.193,0.038,-0.09,0.418,-2.204,0.174,0.047,-0.238,0.522,-11.272,0.248,0.028,NAmerica,289.831
1.44,-0.097,0.234,-2.409,0.189,0.051,0.093,0.743,-3.647,0.167,0.041,-0.2,0.524,-3.752,0.223,0.031,NAmerica,289.652
1.44,-0.091,0.254,-2.571,0.183,0.05,0.118,0.787,-3.67,0.177,0.039,-0.195,0.522,-4.033,0.218,0.03,NAmerica,289.652
1.62,-0.246,0.119,-13.63,0.296,0.049,0.357,0.114,-0.659,0.587,0.069,-0.239,0.776,-9.603,0.252,0.023,NAmerica,289.193
1.62,-0.247,0.145,-11.975,0.296,0.048,1.557,0.001,-14.674,1.63,0.036,-0.229,0.806,-7.546,0.24,0.021,NAmerica,289.193
1.965,0.624,0.329,-1.828,0.755,0.069,2.109,0.51,-12.835,2.19,0.044,0.505,0.488,-1.081,0.647,0.066,NAmerica,279.665
3.609,0.963,-0.092,-8.511,1.185,0.053,0.004,0.699,0.348,0.309,0.066,0.567,0.395,-2.037,0.67,0.027,NAmerica,283.504
2.174,2.25,0.322,-13.95,2.343,0.048,0.736,-0.507,-13.293,0.96,0.061,2.396,0.691,-15.246,2.442,0.035,NAmerica,280.933
2.318,0.121,0.337,0.017,0.386,0.079,0.295,0.737,-5.732,0.306,0.026,0.136,0.668,0.133,0.363,0.072,NAmerica,280.663
3.611,0.657,0.078,-6.706,0.705,0.025,-0.041,0.693,0.334,0.088,0.029,0.851,0.213,-11.522,0.898,0.029,NAmerica,284.498
1.003,0.073,0.649,-0.044,0.127,0.033,0.384,0.724,-4.269,0.404,0.032,0.036,0.732,0.436,0.093,0.028,NAmerica,289.628
1.113,-0.011,0.323,-0.937,0.155,0.057,-0.096,0.34,0.047,0.442,0.093,0.065,0.753,0.209,0.099,0.028,NAmerica,289.02
1.138,0.55,0.632,-9.049,0.576,0.044,-0.303,0.31,-3.088,0.343,0.046,0.488,0.743,-6.671,0.503,0.032,NAmerica,288.737
2.722,-0.021,0.003,-0.084,0.477,0.101,-0.23,0.61,-0.206,0.399,0.083,-0.159,0.654,0.121,0.43,0.084,NAmerica,280.404
2.722,-0.269,0.3,-2.93,0.313,0.046,2.952,0.175,-50.701,3.033,0.029,-0.366,0.74,-4.895,0.384,0.033,NAmerica,280.404
2.722,-0.195,0.143,-0.273,0.419,0.095,-0.289,0.249,-3.626,0.326,0.046,-0.304,0.815,-0.357,0.432,0.078,NAmerica,280.404
2.422,3.213,0.557,-43.893,3.255,0.024,0.292,0.484,-0.584,0.408,0.047,3.627,0.59,-55.389,3.648,0.018,NAmerica,281.352
2.959,-0.472,-0.063,-8.767,0.512,0.06,4.989,-0.739,-404.008,5.105,0.045,-0.363,0.419,-4.74,0.392,0.045,NAmerica,281.786
2.959,0.021,-0.086,-0.338,0.446,0.07,-0.17,0.082,-1.434,0.269,0.065,0.214,0.638,-0.018,0.389,0.051,NAmerica,281.786
2.252,3.113,-0.341,-159.254,3.211,0.033,-0.254,0.711,-0.804,0.31,0.033,3.597,-0.022,-208.647,3.673,0.031,NAmerica,282.018
2.252,-0.428,0.434,-5.651,0.458,0.051,0.069,0.76,0.154,0.101,0.028,-0.403,0.823,-4.501,0.417,0.034,NAmerica,282.018
3.871,-0.404,-0.166,-4.311,0.532,0.065,-0.197,0.701,-2.321,0.218,0.036,-0.289,0.712,-1.216,0.343,0.035,NAmerica,288.83
0.867,0.009,0.553,-1.233,0.165,0.062,0.405,0.79,-0.816,0.457,0.049,0.027,0.624,0.309,0.092,0.033,NAmerica,287.77
1.463,-0.421,-0.012,-12.496,0.451,0.063,0.336,0.439,-0.589,0.502,0.069,-0.395,0.563,-10.023,0.408,0.039,NAmerica,289.26
1.463,-0.01,0.475,0.202,0.309,0.075,0.383,0.819,-0.468,0.435,0.036,0.032,0.823,0.533,0.236,0.057,NAmerica,289.26
1.857,0.234,0.118,-0.46,0.481,0.077,0.815,0.155,-2.041,0.995,0.061,0.261,0.303,-0.34,0.461,0.07,NAmerica,288.213
1.857,0.275,0.258,-0.602,0.455,0.064,1.009,0.786,-5.187,1.05,0.023,0.307,0.769,-0.29,0.408,0.048,NAmerica,288.213
2.568,1.225,0.19,-4.566,1.355,0.064,1.465,0.699,-11.307,1.519,0.026,1.131,0.677,-3.555,1.226,0.052,NAmerica,278.789
3.394,0.607,0.021,-2.616,0.835,0.048,3.193,0.812,-18.916,3.248,0.025,0.901,0.59,-3.885,0.97,0.03,NAmerica,288.336
3.394,0.975,0.008,-5.332,1.175,0.044,1.891,0.717,-16.095,1.988,0.038,1.335,0.552,-7.88,1.391,0.026,NAmerica,288.336
3.394,2.448,-0.066,-11.521,2.576,0.034,0.063,0.286,-0.094,0.438,0.067,2.767,0.475,-14.23,2.841,0.027,NAmerica,288.336
