arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,esa_bias,esa_corr,esa_nse,esa_rmse,esa_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
2.589,8.702,0.513,-74.836,8.803,0.048,2.394,0.41,-7.933,2.965,0.063,6.076,0.468,-38.508,6.356,0.068,5.661,0.518,-31.641,5.775,0.041,SAmerica,299.061
3.09,1.012,0.61,-6.755,1.078,0.028,1.069,0.55,-7.615,1.143,0.031,1.602,0.558,-17.636,1.671,0.036,1.392,0.571,-12.662,1.43,0.025,SAmerica,298.78
2.835,1.651,0.83,-4.827,1.805,0.041,1.676,0.834,-4.995,1.833,0.042,3.63,0.851,-21.769,3.685,0.035,1.818,0.759,-5.571,1.917,0.034,SAmerica,300.24
2.482,1.969,0.648,-2.155,2.24,0.059,2.126,0.662,-2.568,2.39,0.06,2.997,0.72,-4.989,3.171,0.057,1.819,0.668,-1.661,2.058,0.053,SAmerica,300.291
3.187,1.217,0.702,-6.898,1.281,0.03,1.232,0.749,-6.928,1.28,0.026,2.084,0.74,-20.169,2.132,0.034,1.425,0.735,-9.243,1.458,0.023,SAmerica,298.702
2.963,1.995,0.4,-8.893,2.261,0.036,2.021,0.566,-7.994,2.133,0.023,3.892,0.652,-34.455,4.191,0.052,3.427,0.463,-23.016,3.522,0.027,SAmerica,298.413
2.448,0.735,0.788,-1.735,0.846,0.029,0.587,0.736,-0.81,0.689,0.025,1.498,0.529,-12.273,1.699,0.06,0.806,0.802,-1.843,0.863,0.021,SAmerica,297.287
2.75,0.29,0.466,0.041,0.773,0.054,0.843,0.429,-1.064,1.135,0.057,1.293,0.34,-2.993,1.61,0.07,0.772,0.488,-0.72,1.035,0.052,SAmerica,298.383
2.75,0.304,0.548,0.05,0.68,0.044,0.933,0.605,-1.455,1.097,0.042,1.405,0.552,-4.187,1.589,0.054,0.788,0.614,-0.897,0.961,0.04,SAmerica,298.383
2.639,0.036,0.563,0.107,0.378,0.039,-0.011,0.411,0.112,0.363,0.04,0.806,0.498,-7.104,0.983,0.063,0.13,0.615,0.273,0.341,0.033,SAmerica,298.087
2.639,1.315,0.708,-1.615,1.488,0.033,1.058,0.5,-1.352,1.294,0.039,2.749,0.733,-7.668,2.913,0.046,1.457,0.747,-1.975,1.587,0.03,SAmerica,298.087
2.73,1.485,0.388,-2.907,1.821,0.046,1.363,0.412,-2.154,1.634,0.04,3.203,0.658,-13.755,3.382,0.052,1.486,0.407,-2.499,1.723,0.038,SAmerica,297.987
3.294,6.918,0.507,-64.587,6.983,0.037,3.046,0.456,-13.085,3.174,0.035,4.409,0.594,-26.378,4.512,0.037,6.908,0.609,-63.847,6.944,0.028,SAmerica,298.567
2.593,1.76,0.647,-21.893,1.793,0.04,0.635,0.647,-2.651,0.717,0.039,0.879,0.472,-5.917,0.972,0.049,1.752,0.659,-21.433,1.775,0.033,SAmerica,298.303
2.317,2.889,0.606,-41.806,2.93,0.042,1.016,0.631,-4.874,1.083,0.032,1.699,0.631,-14.683,1.773,0.043,2.805,0.643,-38.849,2.827,0.03,SAmerica,296.995
3.221,0.404,0.807,-4.123,0.491,0.039,0.231,0.662,-2.401,0.401,0.046,0.27,0.788,-1.986,0.368,0.034,0.384,0.836,-2.742,0.42,0.024,SAmerica,297.112
2.877,2.315,0.426,-9.999,2.54,0.049,1.886,0.363,-7.048,2.047,0.039,4.046,0.715,-28.178,4.177,0.049,1.796,0.332,-5.501,1.953,0.036,SAmerica,298.812
3.035,4.059,0.693,-39.668,4.113,0.033,1.372,0.593,-4.359,1.495,0.03,2.403,0.643,-14.838,2.604,0.05,1.108,0.682,-2.507,1.208,0.024,SAmerica,298.901
2.297,7.283,0.461,-36.972,7.399,0.057,3.11,0.602,-6.511,3.272,0.044,5.176,0.744,-17.228,5.279,0.04,6.148,0.494,-26.006,6.24,0.046,SAmerica,296.088
3.482,1.725,0.825,-11.324,1.826,0.043,1.656,0.769,-9.94,1.746,0.041,2.188,0.698,-18.569,2.301,0.052,1.96,0.859,-13.688,1.993,0.026,SAmerica,296.915
3.966,0.486,0.687,-12.003,0.538,0.039,-0.034,0.66,-1.371,0.23,0.039,0.121,0.762,-2.546,0.281,0.043,0.214,0.764,-2.293,0.271,0.028,SAmerica,299.686
3.632,1.469,0.417,-1.667,1.935,0.07,1.383,0.41,-1.356,1.808,0.066,2.951,0.504,-6.112,3.159,0.063,2.273,0.527,-3.449,2.499,0.058,SAmerica,300.391
2.679,0.478,0.576,-1.004,0.628,0.035,0.364,0.546,-0.572,0.557,0.036,0.931,0.595,-5.154,1.094,0.048,0.448,0.484,-0.838,0.601,0.034,SAmerica,298.598
3.038,12.326,0.709,-49.087,12.603,0.03,12.902,0.618,-54.505,13.119,0.028,19.179,0.48,-119.113,19.517,0.042,13.622,0.655,-58.992,13.793,0.025,SAmerica,299.029
2.34,5.783,0.668,-59.81,5.839,0.039,2.631,0.55,-12.343,2.739,0.037,3.528,0.568,-22.837,3.656,0.046,5.572,0.705,-54.916,5.599,0.027,SAmerica,297.79
3.863,3.498,0.724,-18.91,3.574,0.034,2.026,0.629,-6.505,2.196,0.039,4.134,0.724,-24.554,4.229,0.039,2.951,0.773,-13.041,3.002,0.025,SAmerica,296.475
3.566,0.788,0.626,-11.424,0.835,0.044,0.185,0.633,-1.773,0.396,0.055,0.222,0.734,-1.163,0.365,0.046,0.491,0.697,-4.017,0.531,0.032,SAmerica,298.551
3.836,1.526,0.699,-16.14,1.56,0.033,0.734,0.561,-4.325,0.872,0.048,0.925,0.669,-6.27,1.016,0.043,1.182,0.791,-9.22,1.205,0.024,SAmerica,298.576
3.353,2.827,0.944,-11.689,3.076,0.057,1.853,0.901,-4.898,2.034,0.038,3.813,0.943,-20.583,4.012,0.058,2.725,0.916,-9.963,2.859,0.04,SAmerica,300.349
2.844,1.541,0.66,-13.577,1.616,0.033,1.554,0.652,-13.289,1.606,0.028,2.174,0.549,-27.518,2.261,0.043,2.418,0.628,-32.361,2.445,0.025,SAmerica,298.822
2.959,32.242,0.501,-268.603,32.52,0.039,19.164,0.38,-97.865,19.771,0.044,23.193,0.475,-143.855,23.837,0.05,31.416,0.479,-252.916,31.56,0.027,SAmerica,298.921
2.783,2.391,0.755,-30.701,2.415,0.03,0.925,0.603,-4.435,0.998,0.034,1.316,0.533,-9.684,1.402,0.043,2.345,0.77,-29.316,2.361,0.025,SAmerica,298.806
2.129,6.438,0.53,-77.952,6.525,0.052,3.011,0.522,-17.429,3.147,0.045,4.093,0.592,-33.186,4.239,0.054,5.4,0.544,-53.997,5.446,0.034,SAmerica,296.383
2.129,3.739,0.531,-73.69,3.793,0.05,1.455,0.373,-12.003,1.587,0.049,2.172,0.341,-26.844,2.316,0.063,3.061,0.55,-48.536,3.089,0.032,SAmerica,296.383
3.713,0.888,0.794,-9.95,0.939,0.038,0.528,0.763,-3.428,0.596,0.034,0.821,0.827,-8.474,0.871,0.034,0.782,0.837,-7.023,0.804,0.023,SAmerica,296.314
3.367,1.271,0.737,-12.669,1.309,0.039,0.625,0.689,-3.635,0.759,0.053,0.72,0.73,-4.103,0.809,0.044,1.073,0.801,-8.62,1.098,0.028,SAmerica,297.422
3.696,4.991,0.725,-42.365,5.078,0.041,3.947,0.715,-26.967,4.093,0.047,4.484,0.756,-33.609,4.603,0.042,4.456,0.758,-33.006,4.497,0.026,SAmerica,297.12
2.485,2.348,0.832,-20.346,2.469,0.046,2.554,0.568,-24.489,2.692,0.051,2.223,0.771,-18.167,2.339,0.044,2.392,0.862,-19.875,2.441,0.03,SAmerica,298.205
2.708,3.803,0.761,-27.192,3.843,0.029,2.442,0.804,-10.727,2.5,0.029,3.769,0.755,-27.199,3.85,0.043,3.144,0.736,-18.374,3.186,0.027,SAmerica,298.597
2.708,3.099,0.69,-44.046,3.147,0.034,1.919,0.662,-16.733,1.987,0.032,2.746,0.671,-33.652,2.832,0.043,2.417,0.656,-26.553,2.461,0.029,SAmerica,298.597
2.883,15.22,0.614,-93.629,15.393,0.038,10.186,0.581,-41.661,10.414,0.035,11.85,0.54,-57.849,12.139,0.043,16.279,0.541,-106.075,16.373,0.029,SAmerica,298.917
2.666,6.174,0.737,-39.858,6.255,0.042,3.478,0.629,-12.379,3.601,0.039,4.542,0.663,-20.378,4.693,0.048,6.533,0.745,-44.071,6.569,0.029,SAmerica,298.691
2.401,5.711,0.607,-79.866,5.767,0.041,2.545,0.314,-16.359,2.692,0.044,3.52,0.463,-31.501,3.656,0.05,5.58,0.688,-75.318,5.603,0.026,SAmerica,298.119
2.27,2.548,0.736,-54.508,2.577,0.035,0.921,0.727,-6.706,0.963,0.026,1.432,0.665,-17.506,1.488,0.037,2.418,0.735,-48.377,2.43,0.023,SAmerica,297.564
3.687,3.272,0.817,-15.239,3.329,0.036,2.577,0.737,-9.565,2.677,0.042,2.595,0.839,-9.454,2.671,0.037,3.933,0.847,-21.958,3.958,0.026,SAmerica,296.586
2.863,3.889,0.829,-16.372,3.993,0.032,2.823,0.76,-8.718,3.006,0.037,5.571,0.819,-26.558,5.633,0.027,3.792,0.811,-15.216,3.858,0.026,SAmerica,300.266
2.544,1.89,0.599,-23.017,1.95,0.042,1.188,0.529,-9.152,1.281,0.042,1.789,0.602,-20.621,1.865,0.046,1.722,0.569,-18.744,1.768,0.035,SAmerica,298.638
2.429,11.74,0.733,-108.449,11.81,0.033,6.01,0.642,-28.504,6.107,0.029,7.154,0.607,-40.775,7.296,0.037,11.339,0.748,-100.464,11.371,0.022,SAmerica,298.279
2.025,1.182,0.654,-10.694,1.217,0.042,0.343,0.596,-0.817,0.48,0.048,0.783,0.46,-4.868,0.883,0.058,1.071,0.576,-8.743,1.111,0.042,SAmerica,296.584
2.159,2.289,0.446,-42.297,2.345,0.044,0.609,0.453,-3.833,0.789,0.044,2.42,0.3,-49.873,2.486,0.05,2.584,0.53,-52.517,2.607,0.03,SAmerica,295.879
2.274,0.645,0.827,-15.945,0.671,0.03,-0.13,0.842,-0.584,0.208,0.026,0.128,0.788,-0.85,0.222,0.029,0.649,0.831,-15.293,0.658,0.017,SAmerica,295.116
3.63,0.876,0.807,-11.495,0.911,0.036,0.433,0.811,-2.922,0.51,0.038,0.61,0.88,-4.675,0.658,0.034,1.117,0.849,-18.072,1.126,0.02,SAmerica,295.954
3.463,1.187,0.599,-15.322,1.287,0.049,0.489,0.476,-3.221,0.655,0.043,1.307,0.558,-18.497,1.399,0.048,1.698,0.552,-29.026,1.746,0.04,SAmerica,295.532
3.044,0.893,0.51,-10.504,1.021,0.057,0.591,0.571,-4.382,0.698,0.043,0.643,0.595,-5.54,0.766,0.048,0.815,0.556,-7.681,0.887,0.04,SAmerica,295.107
2.528,6.289,0.87,-18.153,6.426,0.037,5.61,0.741,-14.492,5.809,0.041,6.051,0.809,-17.323,6.286,0.047,6.109,0.849,-16.773,6.19,0.028,SAmerica,297.758
2.542,4.643,0.784,-36.061,4.677,0.031,2.453,0.763,-9.506,2.505,0.028,3.223,0.401,-18.07,3.355,0.052,3.752,0.763,-23.273,3.785,0.028,SAmerica,298.601
2.561,8.048,0.729,-87.699,8.102,0.034,4.206,0.612,-23.867,4.301,0.033,5.169,0.691,-36.445,5.264,0.036,7.788,0.732,-81.537,7.816,0.024,SAmerica,298.496
2.328,3.34,0.682,-39.921,3.382,0.038,1.634,0.62,-9.326,1.701,0.033,2.118,0.755,-15.876,2.172,0.034,3.565,0.754,-44.916,3.583,0.025,SAmerica,298.203
2.165,0.989,0.719,-26.461,1.036,0.042,0.123,0.692,-1.343,0.305,0.038,0.752,0.757,-15.894,0.812,0.042,0.989,0.772,-24.927,1.006,0.025,SAmerica,295.125
3.082,6.56,0.796,-17.639,6.783,0.04,6.861,0.559,-20.121,7.236,0.052,9.094,0.738,-33.715,9.258,0.04,6.355,0.796,-16.12,6.501,0.032,SAmerica,300.035
2.373,2.369,0.636,-31.701,2.404,0.038,0.587,0.695,-1.648,0.67,0.03,1.832,0.531,-19.132,1.886,0.042,2.235,0.646,-27.867,2.259,0.03,SAmerica,298.23
2.673,3.69,0.702,-33.098,3.719,0.034,1.785,0.76,-7.381,1.839,0.032,2.154,0.664,-11.19,2.224,0.04,3.577,0.56,-31.225,3.615,0.038,SAmerica,298.343
2.138,1.407,0.885,-76.088,1.471,0.055,0.692,0.839,-23.141,0.843,0.062,0.724,0.881,-23.812,0.835,0.053,1.404,0.919,-71.473,1.426,0.032,SAmerica,296.67
2.566,2.763,0.792,-17.278,2.894,0.051,2.151,0.709,-10.571,2.3,0.048,3.323,0.787,-22.149,3.386,0.036,2.586,0.807,-14.468,2.663,0.037,SAmerica,298.858
2.074,1.57,0.626,-92.954,1.607,0.04,0.39,0.631,-9.239,0.528,0.042,1.526,0.336,-99.458,1.611,0.06,1.78,0.65,-115.736,1.791,0.023,SAmerica,297.798
3.147,6.44,0.707,-133.196,6.475,0.027,3.344,0.529,-37.1,3.426,0.03,4.164,0.631,-56.34,4.232,0.031,5.945,0.804,-112.765,5.962,0.018,SAmerica,298.565
2.021,12.133,0.767,-121.258,12.194,0.033,6.629,0.664,-37.456,6.807,0.042,7.349,0.736,-45.161,7.493,0.04,9.619,0.776,-75.672,9.656,0.023,SAmerica,297.02
2.246,3.124,0.434,-31.197,3.21,0.048,2.115,0.369,-15.241,2.27,0.054,2.359,0.583,-22.143,2.452,0.046,3.845,0.424,-46.306,3.891,0.039,SAmerica,296.375
2.246,1.173,0.581,-39.311,1.22,0.041,0.631,0.698,-12.742,0.712,0.041,0.862,0.738,-23.345,0.929,0.043,1.566,0.639,-66.734,1.582,0.027,SAmerica,296.375
2.736,2.842,0.711,-12.405,2.94,0.043,1.748,0.611,-4.901,1.955,0.05,3.388,0.515,-15.605,3.494,0.045,2.851,0.696,-12.16,2.913,0.034,SAmerica,293.832
3.223,1.193,0.898,-5.286,1.262,0.037,1.325,0.777,-7.038,1.425,0.047,1.334,0.852,-6.774,1.404,0.039,1.042,0.913,-3.502,1.068,0.021,SAmerica,296.599
2.827,3.499,0.712,-8.109,3.654,0.053,2.412,0.705,-3.654,2.597,0.049,4.597,0.722,-14.51,4.686,0.043,3.265,0.713,-6.828,3.387,0.045,SAmerica,300.227
2.337,1.164,0.882,-6.17,1.28,0.04,0.802,0.85,-3.096,0.978,0.042,2.22,0.854,-21.556,2.271,0.036,1.55,0.915,-10.155,1.597,0.029,SAmerica,298.602
2.091,1.425,0.72,-11.091,1.455,0.037,0.298,0.473,-0.427,0.501,0.052,1.157,0.551,-7.654,1.23,0.054,1.259,0.645,-8.679,1.301,0.042,SAmerica,297.108
1.807,1.721,0.557,-126.051,1.806,0.05,0.422,0.605,-12.838,0.592,0.038,1.684,0.721,-117.655,1.746,0.042,1.982,0.585,-156.837,2.013,0.032,SAmerica,295.526
2.128,0.982,0.839,-1.464,1.049,0.043,0.464,0.809,0.169,0.607,0.046,1.132,0.791,-2.245,1.204,0.048,1.362,0.837,-3.499,1.418,0.046,SAmerica,293.903
2.216,1.326,0.705,-3.11,1.468,0.061,0.612,0.787,-0.109,0.762,0.044,1.563,0.844,-3.5,1.619,0.039,1.315,0.774,-2.756,1.403,0.047,SAmerica,297.801
2.507,2.467,0.897,-5.977,2.549,0.036,1.591,0.856,-2.169,1.723,0.037,3.16,0.875,-10.023,3.204,0.029,2.501,0.892,-5.96,2.546,0.027,SAmerica,300.412
2.034,1.228,0.558,-63.221,1.254,0.039,0.51,0.721,-10.954,0.544,0.03,1.261,0.687,-65.689,1.278,0.032,0.856,0.677,-29.727,0.867,0.022,SAmerica,295.652
2.881,2.394,0.544,-54.847,2.425,0.038,1.398,0.504,-20.053,1.495,0.052,1.326,0.578,-18.763,1.415,0.048,2.235,0.601,-47.274,2.254,0.029,SAmerica,296.045
2.327,1.45,0.537,-39.994,1.531,0.048,0.489,0.444,-5.849,0.627,0.038,1.439,0.482,-38.325,1.499,0.041,1.324,0.485,-31.645,1.366,0.033,SAmerica,297.188
1.915,3.851,0.613,-26.728,4.039,0.057,3.062,0.569,-17.026,3.259,0.052,3.262,0.547,-20.023,3.517,0.061,3.939,0.624,-26.528,4.024,0.038,SAmerica,294.212
1.802,0.876,0.5,-49.148,0.904,0.044,0.324,0.476,-9.837,0.42,0.053,0.781,0.52,-38.442,0.801,0.035,0.652,0.583,-26.108,0.664,0.025,SAmerica,295.368
2.189,1.6,0.555,-66.798,1.633,0.043,0.728,0.494,-15.128,0.801,0.045,1.02,0.604,-27.943,1.075,0.045,1.693,0.454,-73.021,1.706,0.029,SAmerica,295.02
2.596,2.817,0.334,-76.974,2.869,0.049,1.415,0.339,-20.82,1.518,0.049,1.695,0.207,-33.057,1.819,0.06,2.702,0.321,-69.758,2.733,0.037,SAmerica,295.284
2.596,0.813,0.609,-75.989,0.84,0.039,0.169,0.715,-6.664,0.265,0.037,0.25,0.551,-11.85,0.343,0.043,0.794,0.468,-70.724,0.811,0.03,SAmerica,295.284
2.25,1.362,0.723,-36.761,1.457,0.051,0.724,0.785,-10.405,0.802,0.034,1.427,0.811,-37.216,1.466,0.033,1.319,0.762,-31.538,1.353,0.03,SAmerica,296.9
2.046,0.528,0.746,-3.745,0.588,0.042,0.195,0.716,-0.548,0.336,0.044,0.583,0.607,-4.673,0.645,0.043,0.716,0.749,-6.616,0.745,0.033,SAmerica,294.129
2.442,0.568,0.777,-9.146,0.664,0.047,0.05,0.701,-1.041,0.298,0.041,0.713,0.685,-12.291,0.761,0.037,0.552,0.795,-7.105,0.593,0.03,SAmerica,294.362
2.833,1.172,0.76,-13.482,1.3,0.053,0.449,0.769,-2.252,0.618,0.04,1.593,0.778,-21.574,1.664,0.044,1.056,0.764,-10.134,1.14,0.04,SAmerica,297.475
2.534,1.117,0.952,-1.605,1.186,0.038,0.558,0.929,0.232,0.643,0.031,1.646,0.945,-4.16,1.67,0.027,0.96,0.942,-0.875,1.006,0.029,SAmerica,299.775
2.534,3.626,0.833,-12.748,3.803,0.047,2.63,0.794,-6.658,2.836,0.044,4.951,0.86,-23.096,5.035,0.037,3.481,0.815,-11.229,3.587,0.035,SAmerica,299.775
2.587,1.761,0.54,-70.104,1.792,0.043,0.871,0.634,-17.98,0.93,0.042,1.222,0.571,-34.33,1.285,0.051,1.64,0.574,-59.41,1.652,0.026,SAmerica,295.72
2.587,1.707,0.174,-127.909,1.754,0.048,0.81,0.281,-35.327,0.929,0.054,0.921,0.374,-40.436,0.994,0.045,1.76,0.277,-131.299,1.777,0.029,SAmerica,295.72
2.1,0.559,0.59,-6.097,0.616,0.044,0.163,0.574,-1.521,0.368,0.056,0.421,0.398,-4.179,0.526,0.053,0.722,0.552,-9.667,0.755,0.037,SAmerica,295.272
2.408,1.029,0.758,-9.37,1.138,0.048,0.603,0.695,-3.353,0.737,0.042,1.342,0.688,-14.87,1.408,0.042,1.231,0.791,-11.863,1.268,0.03,SAmerica,296.073
2.408,1.834,0.642,-15.871,2.027,0.055,1.348,0.574,-8.432,1.524,0.046,2.592,0.591,-29.308,2.717,0.052,2.222,0.687,-20.798,2.304,0.039,SAmerica,296.073
2.283,1.165,0.819,-21.96,1.28,0.055,0.534,0.832,-5.66,0.69,0.045,1.338,0.811,-25.013,1.39,0.039,1.037,0.839,-15.657,1.09,0.035,SAmerica,296.274
2.776,0.55,0.846,-1.704,0.643,0.043,0.302,0.847,-0.352,0.453,0.044,0.945,0.869,-5.006,0.982,0.034,0.436,0.845,-0.584,0.492,0.03,SAmerica,299.109
2.462,0.495,0.948,-2.766,0.667,0.059,0.506,0.879,-2.4,0.637,0.051,0.605,0.948,-3.444,0.725,0.053,0.462,0.946,-1.371,0.53,0.034,SAmerica,297.518
3.184,6.751,0.682,-25.506,6.873,0.04,6.158,0.623,-21.439,6.342,0.047,7.592,0.707,-30.276,7.705,0.036,7.016,0.688,-27.198,7.089,0.031,SAmerica,296.453
2.86,8.015,0.919,-28.785,8.08,0.033,5.754,0.831,-15.07,5.861,0.037,6.343,0.911,-18.305,6.505,0.046,6.642,0.91,-19.463,6.697,0.028,SAmerica,297.799
2.299,0.621,0.712,-9.386,0.731,0.052,0.263,0.749,-2.058,0.397,0.04,0.453,0.742,-5.044,0.558,0.044,0.568,0.755,-6.064,0.603,0.027,SAmerica,296.195
3.005,0.872,0.843,-4.41,0.982,0.044,0.558,0.786,-1.631,0.684,0.038,1.494,0.842,-11.398,1.546,0.038,0.886,0.86,-3.93,0.938,0.03,SAmerica,298.958
2.889,2.196,0.756,-29.763,2.234,0.033,1.687,0.751,-17.425,1.739,0.035,2.445,0.771,-36.612,2.47,0.029,2.974,0.746,-53.96,2.986,0.022,SAmerica,295.268
3.139,0.843,0.506,-13.345,0.992,0.058,0.496,0.612,-4.234,0.602,0.038,1.156,0.666,-20.443,1.235,0.049,0.637,0.52,-7.09,0.745,0.043,SAmerica,298.034
2.72,3.811,0.845,-33.282,3.883,0.036,2.85,0.792,-18.719,2.955,0.038,3.813,0.824,-33.11,3.874,0.033,3.147,0.832,-22.145,3.191,0.025,SAmerica,297.392
2.603,1.075,0.813,-13.3,1.175,0.043,0.779,0.797,-6.78,0.866,0.034,1.539,0.808,-25.359,1.596,0.038,1.154,0.833,-14.138,1.209,0.033,SAmerica,296.765
2.544,1.273,0.746,-33.853,1.42,0.055,0.992,0.646,-22.097,1.161,0.053,1.19,0.677,-32.293,1.388,0.062,1.241,0.753,-28.657,1.31,0.037,SAmerica,296.435
2.544,2.134,0.87,-11.036,2.221,0.041,1.755,0.789,-7.478,1.859,0.041,2.007,0.814,-9.888,2.112,0.044,2.06,0.882,-9.652,2.089,0.023,SAmerica,296.435
2.57,1.185,0.778,-3.906,1.313,0.048,0.932,0.737,-2.263,1.073,0.045,1.81,0.691,-9.276,1.901,0.049,1.27,0.753,-4.203,1.352,0.04,SAmerica,298.335
2.141,0.169,0.802,-0.711,0.395,0.061,-0.084,0.824,0.129,0.282,0.046,0.416,0.878,-1.408,0.468,0.037,0.187,0.846,-0.221,0.334,0.047,SAmerica,298.45
2.283,2.759,0.827,-12.441,2.912,0.046,2.259,0.8,-8.448,2.442,0.046,4.097,0.819,-26.57,4.171,0.039,3.166,0.828,-15.727,3.249,0.036,SAmerica,297.994
2.238,0.499,0.588,-19.126,0.536,0.044,0.096,0.638,-4.072,0.27,0.057,0.24,0.389,-4.924,0.291,0.037,0.555,0.482,-21.587,0.567,0.027,SAmerica,294.221
2.63,1.526,0.75,-9.86,1.6,0.043,1.92,0.721,-15.616,1.978,0.043,2.405,0.747,-24.133,2.436,0.033,2.719,0.73,-30.817,2.739,0.03,SAmerica,295.398
2.63,1.45,0.76,-27.619,1.53,0.049,1.811,0.711,-42.627,1.871,0.047,2.063,0.775,-47.056,2.095,0.036,2.397,0.788,-69.677,2.404,0.019,SAmerica,295.398
2.715,0.305,0.807,-3.876,0.425,0.042,0.234,0.825,-1.78,0.324,0.032,0.617,0.836,-10.635,0.656,0.032,0.287,0.809,-2.268,0.348,0.028,SAmerica,297.151
2.708,1.256,0.834,-6.636,1.345,0.041,1.107,0.797,-5.049,1.199,0.039,1.89,0.841,-16.058,1.922,0.027,1.455,0.845,-8.461,1.497,0.03,SAmerica,296.779
3.177,0.273,0.83,-1.581,0.378,0.038,0.133,0.802,-0.806,0.317,0.041,0.38,0.826,-3.632,0.506,0.048,0.262,0.831,-0.721,0.309,0.023,SAmerica,297.641
2.033,0.856,0.64,-15.162,0.925,0.05,0.897,0.708,-16.716,0.969,0.052,1.133,0.57,-24.223,1.168,0.04,1.533,0.637,-44.052,1.545,0.027,SAmerica,294.492
3.125,1.346,0.706,-17.781,1.427,0.044,0.764,0.734,-5.855,0.864,0.038,1.581,0.735,-24.237,1.654,0.045,0.907,0.727,-7.613,0.966,0.031,SAmerica,296.794
2.579,1.932,0.807,-26.671,2.049,0.046,1.255,0.817,-11.181,1.358,0.035,2.416,0.8,-39.579,2.481,0.038,2.079,0.828,-29.127,2.138,0.034,SAmerica,296.022
2.834,4.168,0.789,-19.898,4.347,0.05,3.305,0.755,-12.401,3.475,0.044,4.299,0.801,-21.285,4.489,0.052,4.111,0.803,-18.332,4.181,0.031,SAmerica,297.084
2.293,1.056,0.645,-15.513,1.249,0.061,0.763,0.564,-9.379,0.996,0.058,1.644,0.639,-30.548,1.726,0.048,1.084,0.68,-13.961,1.189,0.045,SAmerica,299.269
1.956,3.348,0.867,-11.288,3.506,0.051,2.874,0.827,-8.134,3.033,0.047,4.766,0.876,-19.453,4.844,0.039,3.674,0.866,-13.0,3.742,0.035,SAmerica,298.311
1.639,2.666,0.75,-19.898,2.705,0.034,0.758,0.797,-1.036,0.85,0.028,2.194,0.743,-13.333,2.24,0.034,2.316,0.8,-14.683,2.343,0.026,SAmerica,296.622
1.852,1.457,0.812,-19.747,1.495,0.032,0.56,0.64,-3.669,0.712,0.042,1.489,0.692,-21.062,1.542,0.038,1.676,0.798,-25.646,1.695,0.024,SAmerica,294.818
2.475,1.502,0.514,-32.263,1.561,0.05,0.98,0.558,-14.97,1.093,0.057,1.126,0.631,-17.838,1.175,0.04,0.969,0.552,-13.431,1.028,0.041,SAmerica,295.694
2.323,0.39,0.885,-0.757,0.437,0.022,0.307,0.817,-0.781,0.433,0.034,0.5,0.871,-1.777,0.549,0.025,0.532,0.79,-1.977,0.569,0.022,SAmerica,297.767
2.323,1.475,0.921,-3.224,1.534,0.035,1.306,0.886,-2.447,1.384,0.038,1.858,0.908,-5.095,1.935,0.043,1.454,0.911,-2.97,1.487,0.026,SAmerica,297.767
2.161,2.244,0.906,-31.226,2.292,0.045,1.31,0.837,-10.941,1.404,0.049,1.715,0.869,-18.66,1.79,0.05,1.973,0.908,-23.536,2.0,0.032,SAmerica,295.698
1.923,6.209,0.604,-57.913,6.438,0.062,5.417,0.652,-43.603,5.522,0.04,8.076,0.638,-93.285,8.144,0.038,6.602,0.593,-63.502,6.736,0.049,SAmerica,298.55
1.871,1.46,0.877,-3.139,1.64,0.046,1.934,0.858,-5.651,2.078,0.046,2.752,0.877,-10.641,2.86,0.045,1.599,0.878,-3.211,1.655,0.026,SAmerica,298.261
2.471,1.453,0.873,-20.056,1.511,0.043,1.102,0.786,-12.15,1.199,0.049,1.55,0.768,-22.14,1.584,0.034,1.92,0.834,-33.598,1.937,0.027,SAmerica,295.359
2.504,2.067,0.87,-11.323,2.129,0.036,1.493,0.805,-5.78,1.583,0.037,2.79,0.823,-20.671,2.823,0.03,2.876,0.851,-21.824,2.897,0.025,SAmerica,295.488
2.642,1.598,0.889,-6.898,1.669,0.034,1.944,0.785,-11.058,2.073,0.051,2.568,0.826,-18.592,2.629,0.04,2.105,0.879,-11.86,2.13,0.023,SAmerica,297.964
1.768,1.186,0.732,-4.916,1.254,0.044,0.982,0.878,-3.084,1.037,0.036,1.181,0.481,-5.155,1.279,0.053,1.439,0.723,-7.273,1.482,0.038,SAmerica,297.512
2.275,3.761,0.846,-53.02,3.806,0.041,2.013,0.781,-15.829,2.122,0.047,2.995,0.766,-34.239,3.067,0.044,3.161,0.853,-36.915,3.189,0.03,SAmerica,296.51
2.238,1.971,0.897,-9.145,2.022,0.033,0.941,0.825,-1.883,1.08,0.039,2.627,0.862,-16.742,2.674,0.037,2.172,0.907,-10.952,2.195,0.023,SAmerica,298.843
1.941,2.193,0.537,-38.332,2.329,0.053,1.377,0.396,-17.61,1.605,0.055,2.842,0.42,-60.617,2.939,0.048,2.712,0.564,-54.098,2.757,0.033,SAmerica,297.36
2.05,0.662,0.653,-31.443,0.726,0.059,0.036,0.668,-6.272,0.344,0.068,0.355,0.672,-13.315,0.482,0.065,0.498,0.673,-17.804,0.552,0.048,SAmerica,296.159
