arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,esa_bias,esa_corr,esa_nse,esa_rmse,esa_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
1.003,0.216,0.768,-0.092,0.289,0.057,-0.075,0.803,0.579,0.214,0.057,-0.097,0.682,0.364,0.247,0.058,0.251,0.817,-0.352,0.321,0.06,Asia,269.663
1.208,1.311,0.88,-2.99,1.351,0.048,-0.245,0.648,-1.25,0.289,0.054,-0.204,0.74,0.19,0.36,0.086,1.492,0.881,-4.182,1.54,0.056,NAmerica,292.837
1.249,2.319,0.499,-11.631,2.406,0.065,1.404,0.777,-7.667,1.453,0.033,-0.246,0.636,-0.185,0.377,0.092,2.345,0.516,-11.739,2.416,0.059,Asia,271.375
1.249,-0.007,0.739,0.523,0.206,0.067,2.352,0.577,-10.333,2.493,0.038,-0.02,0.551,0.252,0.248,0.058,0.012,0.736,0.406,0.23,0.074,Asia,271.375
1.249,0.31,0.72,-0.484,0.377,0.055,0.002,-0.022,-0.714,0.306,0.057,-0.143,0.654,0.101,0.238,0.055,0.315,0.841,-0.423,0.369,0.049,Asia,271.375
1.249,0.155,0.791,0.403,0.309,0.077,0.178,0.342,0.038,0.631,0.125,-0.12,0.615,0.15,0.247,0.063,0.16,0.873,0.341,0.325,0.081,Asia,271.375
1.249,0.1,0.797,0.389,0.271,0.081,1.547,0.522,-5.952,1.637,0.051,-0.064,0.749,0.48,0.288,0.072,0.074,0.884,0.379,0.273,0.085,Asia,271.375
1.249,0.432,0.637,-1.956,0.493,0.055,-0.276,0.214,-0.687,0.427,0.1,-0.251,0.705,-0.411,0.317,0.064,0.439,0.671,-1.891,0.487,0.05,Asia,271.375
0.988,0.26,0.783,-0.486,0.306,0.047,2.756,0.653,-20.466,2.806,0.034,2.055,0.851,-16.612,2.095,0.035,0.241,0.826,-0.42,0.299,0.051,Asia,270.185
0.988,0.287,0.856,-0.563,0.334,0.05,-0.36,0.447,-1.497,0.437,0.088,3.043,0.787,-17.883,3.292,0.055,0.259,0.869,-0.51,0.329,0.059,Asia,270.185
0.988,0.414,0.802,-0.535,0.494,0.069,0.583,0.14,-1.197,0.807,0.094,-0.285,0.039,-3.236,0.48,0.073,0.401,0.854,-0.565,0.499,0.077,Asia,270.185
0.988,0.112,0.741,0.331,0.218,0.062,0.137,0.515,0.122,0.359,0.076,0.981,0.434,-1.636,1.181,0.119,0.093,0.707,0.247,0.232,0.07,Asia,270.185
2.097,1.487,0.795,-9.096,1.548,0.038,0.218,0.771,0.316,0.365,0.064,2.8,0.587,-21.052,2.849,0.049,1.642,0.845,-10.696,1.666,0.025,NAmerica,291.407
4.489,0.418,0.616,-0.336,0.861,0.034,4.041,0.417,-21.258,4.374,0.046,0.065,0.451,0.157,0.298,0.089,1.079,0.703,-1.848,1.257,0.029,NAmerica,294.92
4.046,-0.6,-0.006,-7.663,0.687,0.063,2.283,0.591,-6.064,2.489,0.042,4.327,0.702,-56.039,4.369,0.04,-0.588,0.222,-6.612,0.644,0.049,NAmerica,290.934
1.168,0.964,0.362,-1.932,1.155,0.127,1.569,0.574,-2.907,1.784,0.046,-0.083,0.696,0.347,0.23,0.076,0.863,0.428,-1.456,1.057,0.121,NAmerica,291.808
1.168,3.109,0.719,-25.03,3.151,0.048,0.755,0.488,-4.999,0.941,0.045,1.091,0.341,-5.294,1.182,0.085,2.907,0.719,-21.665,2.941,0.042,NAmerica,291.808
1.157,0.129,0.472,0.046,0.314,0.088,0.251,0.486,-0.275,0.409,0.047,0.725,0.702,-3.242,0.778,0.064,0.225,0.551,-0.209,0.353,0.084,NAmerica,291.889
1.156,5.138,0.733,-74.474,5.193,0.048,-0.16,0.391,-0.15,0.312,0.077,0.394,0.816,-0.167,0.481,0.06,5.34,0.719,-79.585,5.366,0.034,NAmerica,291.838
1.131,0.015,0.557,0.307,0.231,0.082,-0.033,0.412,0.16,0.301,0.077,4.237,0.664,-23.215,4.523,0.046,0.092,0.68,0.248,0.241,0.079,NAmerica,291.911
1.098,1.279,0.546,-7.08,1.339,0.074,-0.268,0.594,-1.52,0.312,0.056,2.296,0.774,-5.962,2.437,0.038,1.117,0.518,-5.361,1.188,0.076,NAmerica,291.465
1.098,0.837,0.836,-4.337,0.864,0.049,0.356,0.461,-0.483,0.558,0.043,1.817,0.794,-3.395,1.936,0.036,0.735,0.831,-3.259,0.772,0.054,NAmerica,291.465
1.635,0.11,0.816,0.601,0.275,0.056,-0.056,0.531,0.252,0.31,0.105,0.947,0.73,-6.532,1.089,0.041,0.189,0.852,0.409,0.334,0.061,NAmerica,292.375
3.878,2.441,0.547,-8.725,2.909,0.045,-0.031,0.465,-0.265,0.174,0.059,1.521,0.59,-15.527,1.554,0.046,3.41,0.625,-13.903,3.601,0.033,NAmerica,291.022
3.878,1.161,0.553,-1.698,1.551,0.046,0.03,0.691,0.363,0.345,0.086,0.292,0.563,-0.528,0.395,0.075,1.772,0.514,-3.482,1.999,0.042,NAmerica,291.022
3.878,0.768,0.645,-0.498,1.102,0.043,1.344,0.465,-4.331,1.456,0.067,0.463,0.513,-1.493,0.552,0.075,1.267,0.758,-1.415,1.399,0.033,NAmerica,291.022
3.878,0.238,0.631,-1.244,0.582,0.042,-0.104,0.444,0.13,0.383,0.128,0.06,0.814,0.549,0.136,0.043,0.562,0.77,-1.843,0.655,0.027,NAmerica,291.022
1.241,0.191,0.699,0.026,0.374,0.046,0.172,0.558,-0.267,0.275,0.061,0.301,0.858,-0.428,0.544,0.044,0.327,0.733,-0.206,0.417,0.037,NAmerica,291.862
1.141,-0.006,0.628,0.381,0.251,0.071,-0.086,0.436,-0.052,0.233,0.077,0.01,0.655,0.381,0.27,0.094,0.246,0.663,-0.179,0.347,0.069,NAmerica,291.672
1.141,0.13,0.555,0.106,0.33,0.076,0.003,0.33,0.098,0.684,0.118,0.055,0.618,0.122,0.137,0.043,0.415,0.569,-1.088,0.505,0.072,NAmerica,291.672
1.141,-0.184,0.714,-0.535,0.24,0.055,-0.148,0.735,0.351,0.289,0.038,0.508,0.726,-0.93,0.597,0.078,0.033,0.824,0.643,0.116,0.039,NAmerica,291.672
10.121,-0.792,0.427,-2.879,0.895,0.04,0.383,0.656,-0.756,0.467,0.039,2.195,0.657,-11.851,2.245,0.057,-0.294,0.526,-0.143,0.486,0.037,NAmerica,297.724
1.029,-0.143,0.692,0.299,0.293,0.089,1.779,0.568,-10.293,1.835,0.043,0.038,0.535,0.246,0.367,0.125,-0.099,0.663,0.262,0.301,0.099,NAmerica,291.873
1.029,-0.091,0.676,-0.513,0.179,0.054,0.53,0.516,-1.176,0.651,0.065,0.251,0.719,-0.566,0.303,0.049,-0.07,0.686,0.213,0.129,0.038,NAmerica,291.913
1.07,0.175,0.825,0.477,0.307,0.064,-0.135,0.093,-1.362,0.254,0.074,0.02,0.617,0.366,0.184,0.065,0.135,0.838,0.493,0.302,0.068,NAmerica,291.912
1.139,0.659,0.6,-0.718,0.836,0.062,0.358,0.754,-0.012,0.473,0.041,0.617,0.291,-0.536,0.977,0.121,1.313,0.665,-3.824,1.401,0.059,NAmerica,292.118
1.081,0.079,0.528,0.232,0.356,0.121,0.896,0.588,-2.021,1.02,0.046,0.56,0.887,-1.8,0.59,0.028,-0.035,0.587,0.256,0.35,0.121,NAmerica,291.322
1.023,0.089,0.756,0.32,0.197,0.051,0.337,0.626,-0.079,0.523,0.048,1.6,0.655,-21.165,1.623,0.04,0.125,0.75,0.282,0.202,0.046,NAmerica,291.69
1.045,-0.093,0.579,0.061,0.217,0.07,0.551,0.337,-1.729,0.772,0.051,3.021,0.685,-30.255,3.053,0.041,-0.123,0.59,0.043,0.219,0.065,NAmerica,291.727
4.149,-0.451,0.136,-0.405,0.881,0.125,0.789,0.568,-1.502,0.958,0.045,1.17,0.599,-7.06,1.22,0.059,-0.298,0.445,0.004,0.742,0.113,NAmerica,287.616
4.101,0.045,0.857,0.524,0.248,0.037,0.266,0.513,0.025,0.566,0.048,-0.113,0.388,-0.564,0.231,0.07,0.14,0.88,0.622,0.221,0.026,NAmerica,290.367
1.218,0.198,0.817,0.148,0.321,0.037,0.109,0.64,0.208,0.488,0.036,1.069,0.792,-4.879,1.112,0.041,0.522,0.797,-1.624,0.563,0.031,NAmerica,291.428
1.062,3.359,0.771,-37.356,3.386,0.041,1.119,0.583,-2.348,1.43,0.036,1.389,0.7,-5.123,1.461,0.043,3.33,0.773,-36.511,3.349,0.034,NAmerica,290.07
1.062,1.424,0.746,-10.436,1.453,0.049,1.478,0.499,-7.076,1.68,0.04,0.834,0.752,-2.251,0.902,0.041,1.412,0.785,-10.233,1.44,0.048,NAmerica,290.07
1.009,-0.273,0.327,-2.795,0.355,0.078,-0.264,0.699,-0.801,0.317,0.07,1.134,0.506,-5.904,1.238,0.049,-0.096,0.441,-0.124,0.193,0.058,NAmerica,291.484
2.055,0.649,0.76,-1.391,0.726,0.043,1.115,0.613,-6.912,1.166,0.053,1.268,0.618,-4.06,1.387,0.046,0.778,0.802,-2.103,0.828,0.037,NAmerica,291.627
2.539,1.131,0.745,-3.199,1.21,0.04,-0.294,0.495,-1.329,0.358,0.072,0.677,0.71,-0.913,0.791,0.039,1.11,0.754,-2.969,1.176,0.037,NAmerica,289.25
2.603,0.515,0.741,-0.54,0.621,0.042,-0.283,0.139,-8.165,0.309,0.053,1.297,0.715,-5.498,1.385,0.037,0.526,0.792,-0.481,0.609,0.037,NAmerica,289.229
2.603,0.831,0.428,-3.512,0.988,0.051,-0.265,0.501,-2.966,0.295,0.049,3.175,0.675,-17.486,3.295,0.036,0.845,0.421,-3.328,0.967,0.045,NAmerica,289.229
2.803,0.545,0.707,-0.363,0.72,0.038,-0.406,-0.178,-12.359,0.431,0.068,1.229,0.734,-6.503,1.538,0.044,0.332,0.771,0.3,0.516,0.032,NAmerica,289.062
2.803,0.092,0.623,0.353,0.46,0.043,-0.41,0.466,-8.436,0.428,0.059,-0.032,0.706,0.402,0.192,0.075,0.027,0.749,0.464,0.418,0.04,NAmerica,289.062
2.958,0.715,0.69,-1.418,0.845,0.034,-0.364,0.601,-7.063,0.38,0.046,1.255,0.722,-8.774,1.288,0.046,1.044,0.771,-3.108,1.101,0.026,NAmerica,288.825
3.137,1.58,0.655,-4.392,1.78,0.034,-0.191,0.608,-0.492,0.253,0.056,0.036,0.58,0.303,0.202,0.069,2.004,0.754,-6.367,2.08,0.023,NAmerica,288.875
8.994,-0.399,0.642,-0.274,0.645,0.024,-0.184,0.595,0.015,0.329,0.048,-0.243,0.247,-1.381,0.313,0.078,1.619,0.704,-7.599,1.676,0.02,NAmerica,296.314
1.0,0.044,0.801,0.586,0.156,0.06,0.078,0.471,0.166,0.538,0.089,-0.24,0.416,-1.555,0.292,0.061,-0.174,0.823,0.009,0.242,0.067,NAmerica,290.8
0.974,0.91,0.742,-4.911,0.969,0.054,-0.431,0.239,-1.883,0.53,0.089,-0.274,-0.182,-0.887,0.432,0.127,0.816,0.703,-3.712,0.865,0.046,NAmerica,291.264
1.016,-0.051,0.611,0.274,0.203,0.068,3.643,0.341,-12.442,4.014,0.043,-0.355,0.469,-2.779,0.399,0.082,-0.087,0.596,0.22,0.21,0.066,NAmerica,291.345
0.886,-0.041,0.31,0.05,0.198,0.076,0.172,0.718,0.161,0.299,0.055,-0.286,0.287,-1.421,0.364,0.088,-0.062,0.733,0.359,0.162,0.059,Asia,272.698
1.006,-0.034,0.641,0.377,0.144,0.051,0.858,0.517,-3.438,0.939,0.054,-0.152,0.09,-0.435,0.304,0.084,-0.01,0.736,0.387,0.143,0.052,Asia,273.908
1.006,-0.094,0.309,0.003,0.314,0.114,1.288,0.698,-7.106,1.332,0.039,0.182,0.761,0.235,0.294,0.04,-0.102,0.886,0.321,0.259,0.091,Asia,273.908
1.006,-0.188,0.757,-0.359,0.24,0.066,-0.033,0.431,0.123,0.238,0.079,0.531,0.734,-0.475,0.671,0.073,-0.185,0.875,-0.371,0.241,0.069,Asia,273.908
1.092,-0.116,0.48,-0.015,0.236,0.081,-0.274,0.399,-3.589,0.304,0.054,-0.139,0.507,-0.003,0.275,0.073,-0.108,0.864,0.321,0.193,0.063,Asia,274.566
1.092,0.111,0.282,-0.148,0.272,0.079,-0.179,0.605,-1.153,0.213,0.04,3.792,0.47,-15.822,4.46,0.054,0.121,0.572,0.08,0.243,0.067,Asia,274.566
2.793,-0.031,0.641,0.373,0.258,0.045,-0.343,0.493,-3.633,0.375,0.059,0.581,0.764,-2.809,0.616,0.046,0.007,0.777,0.595,0.208,0.036,NAmerica,288.884
2.409,0.423,0.732,-0.057,0.565,0.068,-0.245,0.591,-1.487,0.286,0.05,1.444,0.73,-10.063,1.476,0.045,0.349,0.72,0.012,0.547,0.076,NAmerica,282.629
2.924,-0.25,0.659,-0.331,0.338,0.068,-0.224,0.535,-0.474,0.319,0.075,2.113,0.724,-19.801,2.139,0.039,-0.296,0.76,-0.51,0.36,0.061,NAmerica,285.025
7.656,0.299,0.314,-0.598,1.378,0.032,-0.4,0.548,-7.605,0.417,0.051,0.06,0.679,0.395,0.188,0.061,3.419,0.364,-9.993,3.615,0.028,NAmerica,295.449
1.09,0.809,0.842,-5.659,0.827,0.04,-0.386,0.678,-7.588,0.399,0.043,-0.236,0.529,-1.545,0.281,0.06,0.829,0.881,-5.959,0.846,0.039,NAmerica,290.12
1.09,1.84,0.743,-16.651,1.864,0.044,-0.261,0.567,-1.724,0.302,0.051,-0.157,0.681,-0.467,0.2,0.041,1.855,0.819,-16.836,1.874,0.039,NAmerica,290.12
1.09,2.537,0.827,-29.247,2.552,0.033,0.068,0.499,0.197,0.282,0.065,-0.3,0.299,-2.41,0.353,0.07,2.567,0.835,-29.885,2.579,0.03,NAmerica,290.12
0.991,-0.054,0.73,0.464,0.174,0.057,0.353,0.697,-0.792,0.421,0.043,-0.191,0.499,-0.757,0.252,0.055,-0.051,0.748,0.489,0.17,0.056,NAmerica,291.095
0.862,-0.026,0.747,0.452,0.131,0.05,-0.272,0.749,-1.215,0.31,0.053,-0.132,0.508,0.071,0.339,0.095,-0.026,0.759,0.364,0.141,0.054,Asia,271.594
0.948,0.115,0.76,0.068,0.159,0.037,0.104,0.606,0.263,0.412,0.092,-0.358,0.49,-4.034,0.388,0.062,0.115,0.806,-0.031,0.167,0.04,Asia,272.87
0.99,-0.051,0.339,-0.015,0.193,0.07,0.278,0.646,-0.052,0.468,0.078,-0.35,0.631,-4.443,0.372,0.051,-0.04,0.393,0.099,0.182,0.067,Asia,273.807
0.99,0.099,0.516,-0.021,0.192,0.055,0.095,0.559,0.232,0.3,0.078,-0.145,0.497,-0.151,0.246,0.064,0.097,0.539,-0.023,0.193,0.055,Asia,273.807
0.99,0.185,0.558,0.001,0.352,0.091,-0.14,0.214,-0.709,0.274,0.082,-0.359,0.527,-0.414,0.516,0.077,0.191,0.747,-0.025,0.356,0.091,Asia,273.807
0.99,-0.128,0.605,-0.183,0.188,0.057,-0.404,0.734,-0.452,0.502,0.065,-0.173,0.625,0.208,0.361,0.055,-0.122,0.738,-0.153,0.186,0.058,Asia,273.807
0.99,-0.127,0.791,-0.033,0.162,0.041,-0.193,0.525,-0.721,0.254,0.057,-0.566,0.614,-3.789,0.608,0.071,-0.11,0.835,-0.062,0.164,0.05,Asia,273.807
1.085,0.1,0.509,0.061,0.223,0.064,-0.016,0.458,0.204,0.197,0.055,0.605,0.835,-1.018,0.679,0.071,0.169,0.706,-0.198,0.251,0.06,Asia,274.283
1.09,0.789,0.629,-2.918,0.86,0.071,0.331,0.542,-0.267,0.523,0.047,0.943,0.662,-3.71,1.011,0.073,0.969,0.608,-4.768,1.043,0.08,Asia,274.341
1.09,1.195,0.728,-8.166,1.227,0.048,0.97,0.509,-3.164,1.127,0.045,0.426,0.738,-1.027,0.492,0.066,1.399,0.736,-11.617,1.44,0.058,Asia,274.341
1.09,0.171,0.576,-0.052,0.285,0.073,0.679,0.552,-0.583,0.969,0.037,-0.042,0.452,0.051,0.188,0.065,0.271,0.811,-0.615,0.353,0.073,Asia,274.341
0.961,0.82,0.819,-2.336,0.875,0.07,0.661,0.383,-1.89,0.874,0.041,0.419,0.746,-0.38,0.511,0.062,0.721,0.857,-1.708,0.788,0.073,NAmerica,290.068
0.96,0.858,0.762,-2.912,0.909,0.062,-0.453,0.2,-0.823,0.666,0.119,-0.157,0.48,-0.342,0.241,0.061,0.805,0.789,-2.512,0.861,0.063,NAmerica,289.981
0.982,0.183,0.74,0.261,0.294,0.062,0.218,0.308,-0.0,0.834,0.088,-0.02,0.521,0.24,0.278,0.071,0.495,0.769,-1.552,0.546,0.062,NAmerica,290.64
0.936,-0.164,0.499,-0.651,0.264,0.073,0.716,0.378,-3.655,0.795,0.056,0.519,0.681,-0.949,0.641,0.044,-0.146,0.51,-0.27,0.231,0.063,NAmerica,290.845
1.856,0.034,0.771,0.585,0.267,0.058,0.252,0.668,0.0,0.381,0.058,1.14,0.743,-4.233,1.241,0.039,0.068,0.813,0.547,0.279,0.06,NAmerica,291.1
1.035,0.073,0.561,0.191,0.187,0.058,0.109,0.635,0.302,0.351,0.077,1.922,0.736,-5.947,2.038,0.036,0.051,0.665,0.283,0.176,0.057,Asia,273.104
1.001,0.395,0.504,-1.282,0.481,0.071,-0.109,0.581,0.215,0.285,0.074,1.169,0.711,-5.03,1.282,0.037,0.402,0.82,-1.216,0.474,0.064,Asia,273.76
3.163,0.261,0.625,-0.26,0.511,0.052,-0.189,0.523,-0.172,0.307,0.073,0.098,0.506,0.208,0.435,0.106,0.229,0.752,0.311,0.377,0.035,NAmerica,285.823
3.163,0.922,0.667,-3.012,1.087,0.045,-0.088,0.619,0.261,0.216,0.063,1.808,0.256,-3.611,2.055,0.095,0.802,0.753,-1.642,0.882,0.029,NAmerica,285.823
4.515,1.113,0.562,-2.255,1.363,0.043,0.008,0.627,0.383,0.283,0.085,1.519,0.695,-11.597,1.552,0.048,0.946,0.704,-1.113,1.098,0.031,NAmerica,288.124
3.886,0.669,0.55,-2.461,0.962,0.049,0.085,0.623,0.291,0.373,0.084,0.874,0.765,-4.34,0.915,0.055,0.345,0.753,0.047,0.505,0.026,NAmerica,288.009
2.903,-0.245,0.495,0.001,0.499,0.105,2.832,0.565,-3.735,3.145,0.044,0.712,0.718,-2.277,0.775,0.068,-0.201,0.629,0.208,0.444,0.095,NAmerica,287.285
2.903,0.691,0.286,-0.797,1.164,0.101,0.077,0.432,0.039,0.272,0.081,0.337,0.638,-0.899,0.409,0.066,0.758,0.242,-0.859,1.184,0.098,NAmerica,287.285
1.119,0.97,0.499,-5.034,1.061,0.066,0.988,0.407,-1.985,1.178,0.049,0.27,0.683,-0.545,0.336,0.06,1.513,0.69,-11.8,1.545,0.048,NAmerica,290.824
0.962,0.97,0.851,-5.327,0.992,0.043,-0.23,0.45,0.067,0.615,0.115,0.036,0.779,0.583,0.153,0.048,1.063,0.874,-6.566,1.085,0.045,NAmerica,289.467
0.973,0.628,0.778,-1.552,0.684,0.06,-0.481,0.504,-3.202,0.531,0.062,0.03,0.662,0.41,0.276,0.084,0.874,0.796,-3.602,0.918,0.063,NAmerica,289.604
0.959,0.472,0.769,-1.909,0.511,0.056,-0.212,0.266,-0.024,0.7,0.123,0.632,0.761,-1.642,0.703,0.072,0.387,0.817,-1.085,0.432,0.056,NAmerica,289.807
0.968,0.346,0.792,-1.022,0.384,0.05,-0.337,0.343,-0.282,0.603,0.107,4.905,0.681,-10.276,5.661,0.071,0.34,0.826,-0.962,0.378,0.05,NAmerica,289.885
0.973,-0.015,0.778,0.583,0.153,0.049,0.15,0.628,0.293,0.413,0.055,0.139,0.595,0.1,0.263,0.07,-0.148,0.768,0.189,0.213,0.05,NAmerica,290.398
0.978,0.166,0.784,0.371,0.279,0.069,0.407,0.663,-2.732,0.443,0.042,1.163,0.56,-2.915,1.358,0.054,-0.034,0.804,0.554,0.235,0.071,NAmerica,290.742
1.041,0.65,0.768,-1.647,0.708,0.065,0.191,0.68,0.095,0.301,0.061,0.108,0.718,0.439,0.479,0.1,0.344,0.799,-0.061,0.448,0.067,NAmerica,290.642
6.576,0.496,0.659,0.282,1.387,0.034,0.136,0.614,-0.056,0.242,0.055,-0.057,0.689,0.425,0.198,0.055,0.63,0.776,0.405,1.263,0.029,NAmerica,294.454
0.966,0.035,0.649,0.373,0.215,0.067,0.138,0.607,0.198,0.304,0.073,0.411,0.59,-0.074,0.667,0.102,0.021,0.642,0.406,0.209,0.066,NAmerica,290.52
3.597,0.488,0.565,-0.583,0.839,0.056,0.378,0.61,-0.161,0.567,0.092,0.148,0.68,0.307,0.399,0.086,0.185,0.697,0.405,0.514,0.039,NAmerica,287.734
3.056,-0.141,0.661,0.362,0.501,0.104,0.396,0.399,-0.361,0.641,0.109,0.796,0.741,-2.294,0.882,0.051,-0.151,0.743,0.307,0.522,0.108,NAmerica,284.516
3.021,-0.31,0.789,-0.78,0.352,0.048,-0.191,0.598,-0.048,0.322,0.079,0.681,0.712,-8.103,0.701,0.038,-0.336,0.723,-1.124,0.384,0.054,NAmerica,285.216
3.021,0.039,0.576,0.329,0.544,0.105,-0.057,0.579,0.262,0.203,0.062,0.459,0.779,-1.588,0.502,0.054,0.002,0.688,0.35,0.535,0.103,NAmerica,285.216
3.021,-0.149,0.7,0.389,0.397,0.085,0.232,0.744,0.174,0.351,0.064,0.39,0.665,-2.396,0.428,0.049,-0.18,0.653,0.211,0.451,0.096,NAmerica,285.216
3.96,0.184,0.819,0.404,0.379,0.047,-0.042,0.652,0.383,0.204,0.065,0.415,0.754,-1.06,0.472,0.062,0.261,0.854,0.447,0.365,0.036,NAmerica,289.214
0.887,0.722,0.74,-9.244,0.743,0.042,-0.309,0.552,-1.703,0.362,0.059,0.69,0.77,-1.654,0.768,0.077,0.567,0.76,-5.411,0.588,0.036,NAmerica,288.954
0.913,0.583,0.749,-2.892,0.619,0.055,-0.176,0.756,0.25,0.27,0.045,0.646,0.661,-1.777,0.733,0.082,0.556,0.782,-2.584,0.594,0.055,NAmerica,289.347
0.913,0.487,0.716,-3.919,0.517,0.048,-0.362,0.633,-8.195,0.386,0.043,0.25,0.806,-0.1,0.332,0.066,0.462,0.731,-3.391,0.489,0.045,NAmerica,289.347
0.913,0.51,0.739,-1.882,0.556,0.061,-0.367,0.657,-8.387,0.392,0.042,0.008,0.748,0.551,0.151,0.049,0.481,0.787,-1.636,0.531,0.062,NAmerica,289.347
0.917,0.866,0.768,-2.841,0.924,0.074,0.58,0.461,-0.655,0.802,0.071,0.318,0.776,-0.151,0.399,0.061,0.767,0.814,-2.132,0.835,0.076,NAmerica,289.616
0.966,0.941,0.485,-2.73,1.056,0.105,0.015,0.506,0.239,0.337,0.07,0.035,0.831,0.625,0.166,0.052,0.89,0.495,-2.416,1.01,0.105,NAmerica,289.77
0.971,0.341,0.721,-0.724,0.403,0.066,-0.22,0.117,-0.185,0.724,0.155,0.057,0.73,0.428,0.166,0.049,0.335,0.816,-0.641,0.393,0.063,NAmerica,289.907
0.964,-0.05,0.71,0.336,0.183,0.058,-0.22,0.67,0.239,0.649,0.117,0.377,0.806,-1.11,0.421,0.043,-0.04,0.736,0.509,0.158,0.05,NAmerica,290.305
0.96,0.291,0.792,0.007,0.371,0.058,1.296,0.773,-2.009,1.394,0.038,-0.136,0.661,-1.758,0.206,0.05,0.359,0.822,-0.332,0.43,0.06,NAmerica,290.29
0.96,-0.005,0.736,0.541,0.175,0.057,-0.005,0.634,0.37,0.17,0.053,-0.096,0.76,-0.952,0.177,0.046,0.018,0.792,0.569,0.169,0.055,NAmerica,290.29
1.591,-0.156,0.691,-0.133,0.234,0.055,0.048,0.664,0.408,0.242,0.068,0.781,0.663,-1.372,0.897,0.059,-0.189,0.734,-0.204,0.241,0.047,NAmerica,289.984
1.591,0.075,0.638,0.163,0.265,0.057,0.102,0.653,0.34,0.317,0.079,0.166,0.692,0.269,0.329,0.061,0.026,0.761,0.571,0.19,0.042,NAmerica,289.984
1.618,-0.202,0.643,-3.763,0.271,0.057,0.252,0.585,-0.16,0.385,0.07,0.257,0.141,-0.161,0.752,0.148,-0.21,0.652,-3.03,0.249,0.043,NAmerica,289.895
1.618,-0.154,0.691,-2.521,0.238,0.055,-0.207,0.565,-6.104,0.242,0.037,0.387,0.847,0.3,0.617,0.093,-0.167,0.7,-1.79,0.211,0.04,NAmerica,289.895
2.424,0.549,0.487,-0.634,0.768,0.07,-0.214,0.583,-6.06,0.246,0.037,1.961,0.886,-5.207,2.086,0.047,0.505,0.556,-0.397,0.71,0.065,NAmerica,287.991
2.424,0.016,0.634,0.388,0.301,0.065,-0.15,0.483,0.15,0.484,0.092,0.293,0.667,-1.442,0.334,0.05,-0.025,0.733,0.512,0.269,0.058,NAmerica,287.991
3.114,-0.251,0.188,-0.199,0.703,0.149,0.261,0.574,0.134,0.548,0.075,0.352,0.745,-0.877,0.419,0.066,-0.212,0.151,-0.14,0.685,0.148,NAmerica,285.701
3.114,-0.08,0.761,0.506,0.518,0.099,0.99,0.338,-9.642,1.217,0.045,0.471,0.671,-1.02,0.565,0.082,-0.111,0.88,0.566,0.486,0.091,NAmerica,285.701
4.403,1.45,0.848,-2.692,1.594,0.047,0.218,0.449,-0.204,0.376,0.07,0.529,0.676,-1.739,0.592,0.064,1.18,0.883,-1.267,1.249,0.029,NAmerica,290.653
0.897,0.379,0.741,-2.65,0.407,0.046,0.027,0.402,0.154,0.292,0.078,0.116,0.753,-0.814,0.171,0.036,0.376,0.758,-2.565,0.402,0.044,NAmerica,288.851
0.911,0.46,0.819,-1.574,0.495,0.053,0.065,0.558,0.271,0.274,0.083,0.108,0.726,-0.707,0.168,0.037,0.348,0.82,-0.709,0.403,0.059,NAmerica,289.185
0.905,0.61,0.748,-1.839,0.668,0.071,-0.452,0.65,-1806.948,0.467,0.049,0.085,0.695,0.425,0.346,0.075,0.416,0.756,-0.622,0.505,0.075,NAmerica,289.209
1.064,0.716,0.647,-3.697,0.766,0.066,-0.452,0.629,-139.375,0.467,0.047,0.392,0.771,0.111,0.536,0.061,0.716,0.7,-3.621,0.76,0.061,NAmerica,289.813
1.361,0.154,0.796,-1.833,0.213,0.042,-0.165,0.53,-1.649,0.22,0.04,1.653,0.491,-29.691,2.036,0.072,0.011,0.8,0.28,0.107,0.03,NAmerica,289.949
1.361,0.145,0.776,-1.626,0.208,0.043,-0.179,0.574,-1.784,0.226,0.039,0.814,0.698,-5.456,0.857,0.06,0.003,0.788,0.288,0.108,0.031,NAmerica,289.949
2.772,-0.255,0.651,0.135,0.457,0.082,1.615,0.471,-2.138,1.863,0.063,0.534,0.692,-2.465,0.595,0.07,-0.232,0.699,0.132,0.458,0.086,NAmerica,283.995
3.163,-0.153,0.689,0.405,0.446,0.069,-0.23,0.181,-6.458,0.27,0.057,0.123,0.71,0.315,0.258,0.072,-0.149,0.844,0.548,0.389,0.059,NAmerica,285.262
6.123,-0.077,0.521,-1.633,0.596,0.036,-0.2,0.285,-21.701,0.234,0.047,-0.239,0.568,-614.827,0.275,0.056,0.069,0.664,-0.066,0.38,0.023,NAmerica,291.605
1.044,0.956,0.76,-7.126,0.986,0.055,0.08,0.697,0.304,0.186,0.041,-0.25,0.677,-50.499,0.28,0.051,0.913,0.829,-6.426,0.942,0.053,NAmerica,285.356
1.044,0.68,0.784,-4.061,0.717,0.061,0.073,0.728,0.34,0.168,0.037,0.073,0.656,-1.056,0.185,0.047,0.639,0.81,-3.54,0.679,0.061,NAmerica,285.356
