arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
2.434,3.192,0.419,-1.572,188.133,0.021,1.185,0.735,0.524,80.983,0.009,2.475,0.435,-0.337,135.673,0.015,SAmerica,301.63
2.278,-2.658,0.388,-15.911,-160.578,0.028,-0.906,0.469,-2.332,-102.687,0.013,-2.453,0.258,-7.489,-113.77,0.02,SAmerica,300.931
4.066,-1.139,0.722,0.519,-54.341,0.01,-0.563,0.352,-0.015,-78.893,0.015,-0.892,0.672,0.4,-60.654,0.012,SAmerica,296.511
4.371,0.186,0.214,-0.243,161.501,0.019,-0.667,0.351,0.117,302.447,0.017,-0.426,0.44,0.172,131.781,0.016,SAmerica,297.109
2.938,-0.995,0.744,0.208,-21.829,0.01,-0.574,0.684,0.444,-18.295,0.008,-0.452,0.746,0.499,-17.358,0.008,SAmerica,299.734
2.854,0.113,0.648,-0.173,154.342,0.019,0.309,0.491,0.224,125.499,0.016,0.703,0.645,0.393,110.989,0.014,SAmerica,300.903
2.322,0.007,0.629,-3.021,71.841,0.022,-0.422,0.586,0.169,32.656,0.01,-0.408,0.601,-0.642,45.91,0.014,SAmerica,300.503
3.803,0.015,0.124,-0.347,312.138,0.019,-1.17,0.2,-0.246,128.834,0.015,-0.078,0.204,-0.009,270.192,0.016,SAmerica,296.772
4.271,-0.588,0.58,0.31,-185.05,0.021,-0.623,0.598,0.293,400.332,0.02,-0.469,0.611,0.244,-193.661,0.022,SAmerica,297.441
4.655,-2.109,0.21,-0.284,-243.727,0.016,-1.14,0.496,0.241,-187.328,0.012,-0.865,0.472,0.222,-189.7,0.013,SAmerica,299.014
4.018,-1.165,0.677,0.458,39.802,0.013,-0.909,0.681,0.458,39.784,0.013,-0.997,0.637,0.392,42.128,0.014,SAmerica,299.947
3.817,-2.402,0.466,0.179,-349.428,0.016,-1.005,0.28,-0.009,-203.599,0.014,-0.709,0.581,0.321,-317.876,0.015,SAmerica,300.391
3.514,-0.413,0.316,-0.255,-227.144,0.015,-0.264,0.54,0.24,30.187,0.015,-0.394,0.35,0.079,-194.58,0.013,SAmerica,300.412
2.911,-1.198,0.472,-1.051,49.602,0.025,-2.614,0.353,-0.107,274.711,0.01,-0.614,0.576,0.17,31.557,0.016,SAmerica,301.326
2.14,-4.546,0.531,-0.001,261.18,0.009,-1.128,0.385,0.11,128.902,0.016,-4.897,0.367,-0.291,296.673,0.01,SAmerica,295.55
3.42,4.875,0.179,-0.141,-1480.341,0.019,-0.899,0.454,0.198,-94.036,0.011,1.934,0.261,0.044,-1354.882,0.017,SAmerica,296.974
3.99,-1.1,0.419,-0.003,-105.144,0.013,-0.69,0.605,0.294,36.864,0.007,-1.103,0.603,0.355,-84.351,0.01,SAmerica,297.978
4.115,-0.712,0.422,-0.739,57.881,0.011,-1.559,0.503,0.246,323.419,0.015,-0.953,0.391,-0.046,44.876,0.008,SAmerica,298.774
3.825,-0.993,0.266,-0.075,386.045,0.017,-0.679,0.626,0.341,-24.066,0.015,-4.239,0.202,0.008,370.915,0.017,SAmerica,298.9
4.167,-0.551,0.073,-0.174,-32.12,0.02,-5.945,0.258,-0.443,453.871,0.01,-0.777,0.277,0.071,-28.572,0.018,SAmerica,300.303
3.669,-5.098,0.388,-1.25,566.731,0.013,-0.915,0.389,0.072,258.732,0.017,-7.103,0.372,-0.352,439.356,0.01,SAmerica,300.531
3.503,0.42,0.397,-0.207,169.288,0.02,-4.564,0.645,0.388,1079.959,0.011,-0.197,0.487,0.233,134.941,0.016,SAmerica,300.199
3.003,-13.981,0.346,0.006,2723.173,0.016,-1.913,0.418,-0.229,206.776,0.011,-12.405,0.467,0.215,2419.761,0.014,SAmerica,297.345
3.003,0.037,0.246,-0.536,132.881,0.013,0.358,0.601,0.323,51.662,0.016,-0.674,0.415,0.052,104.373,0.01,SAmerica,297.345
3.359,0.44,0.614,0.375,49.635,0.015,-1.661,0.569,0.309,160.47,0.01,-0.157,0.669,0.362,50.136,0.015,SAmerica,298.628
3.359,-11.82,0.369,-0.095,-1392.997,0.014,-0.93,0.686,0.463,-29.992,0.012,-8.213,0.454,0.204,-1188.204,0.012,SAmerica,298.628
3.498,-0.95,0.66,0.41,-31.443,0.013,-0.879,0.324,-0.035,-113.945,0.011,-0.73,0.698,0.443,-30.556,0.013,SAmerica,299.109
4.322,-1.514,0.323,-0.281,-126.775,0.013,-0.29,0.298,-0.28,24.305,0.018,-0.524,0.574,0.329,-91.762,0.009,SAmerica,299.325
4.322,0.116,0.136,-0.815,28.941,0.021,-4.825,0.526,0.249,693.079,0.013,-0.743,0.325,0.059,20.843,0.015,SAmerica,299.325
3.633,-1.492,0.509,0.082,-38.717,0.017,-10.113,0.326,-3.794,1673.678,0.011,-1.242,0.505,0.253,-34.928,0.016,SAmerica,300.272
2.306,-18.388,0.057,-23.431,3778.196,0.025,-0.39,0.52,0.068,121.776,0.011,-19.344,0.068,-10.305,2570.092,0.017,SAmerica,300.13
2.306,-0.297,0.46,-2.824,246.679,0.023,5.847,0.337,-0.168,-1438.712,0.014,-0.269,0.569,-0.361,147.167,0.014,SAmerica,300.13
2.675,-3.594,0.422,0.097,-409.909,0.014,-0.343,0.737,0.514,-27.763,0.013,-0.944,0.496,0.229,-378.728,0.013,SAmerica,297.984
3.245,-0.834,0.491,0.239,-34.757,0.017,3.453,0.741,0.374,1341.993,0.02,-0.733,0.593,0.251,-34.483,0.017,SAmerica,299.186
3.481,0.624,0.524,0.236,1483.005,0.022,-1.636,0.61,0.354,178.808,0.019,7.25,0.498,0.166,1548.985,0.023,SAmerica,299.424
4.239,-0.37,0.477,0.222,205.64,0.02,-0.468,0.582,-0.426,18.043,0.018,-0.284,0.526,0.199,208.703,0.021,SAmerica,299.274
4.507,-1.363,0.306,-0.046,21.467,0.014,-0.932,0.534,0.284,62.224,0.016,-0.933,0.459,0.208,18.681,0.012,SAmerica,298.367
3.196,0.976,0.092,-0.086,-69.295,0.022,-0.366,0.393,0.143,-103.091,0.012,-0.297,0.362,0.118,-62.456,0.02,SAmerica,299.489
3.404,-1.032,0.297,0.051,-108.475,0.013,-0.927,0.632,0.222,-67.855,0.025,-0.958,0.533,0.262,-95.709,0.011,SAmerica,299.714
3.404,-0.853,0.408,0.115,-72.364,0.027,-0.375,0.607,0.345,-19.182,0.022,-1.008,0.67,0.178,-69.737,0.026,SAmerica,299.714
2.844,-0.935,0.122,-0.038,-24.146,0.028,-0.169,0.552,0.283,23.991,0.022,-1.182,0.125,-0.017,-23.904,0.027,SAmerica,299.201
3.269,0.571,0.163,-0.103,64.533,0.027,-1.0,0.502,0.25,115.299,0.014,0.286,0.472,0.184,55.512,0.023,SAmerica,299.563
3.306,-0.896,0.461,0.201,118.997,0.014,-6.998,0.293,-1.717,-416.602,0.013,-1.089,0.551,0.29,112.162,0.013,SAmerica,297.449
3.885,-101.879,0.465,-0.872,-7131.66,0.01,4.115,0.091,-0.586,118.844,0.027,-74.166,0.395,-0.277,-5891.323,0.008,SAmerica,298.866
3.982,1.796,0.375,-0.003,94.534,0.021,-0.821,0.637,0.361,62.502,0.013,0.897,0.386,0.137,87.682,0.02,SAmerica,299.208
3.415,-0.599,0.607,0.008,77.881,0.017,1.327,0.15,-0.766,7.551,0.045,-0.733,0.608,0.347,63.202,0.014,SAmerica,299.945
3.045,0.38,0.596,0.123,5.321,0.032,-1.256,0.603,0.36,-106.483,0.018,0.439,0.549,0.257,4.897,0.029,SAmerica,299.933
2.255,-0.29,0.569,0.08,299.893,0.023,-1.239,0.491,0.015,-3286.183,0.009,-0.725,0.599,0.358,250.647,0.019,Africa,292.185
5.411,22.91,0.14,-0.681,-4292.84,0.012,-8.606,0.348,-1.467,-74909.356,0.016,-0.461,0.334,-0.069,-3423.25,0.009,Africa,300.984
4.059,-24.481,0.21,-1.657,-77730.028,0.017,5.255,0.361,-1.368,62631.312,0.016,-7.881,0.21,-0.18,-51813.204,0.011,Africa,302.583
4.059,18.301,0.271,-1.401,63063.311,0.016,6.138,0.488,-0.044,-2726.386,0.014,4.666,0.291,-0.066,42010.449,0.01,Africa,302.583
4.555,11.93,0.342,-0.611,-3386.356,0.018,-0.338,0.482,0.167,-380.185,0.031,-6.508,0.465,0.155,-2452.039,0.013,Africa,301.516
1.807,-0.805,0.464,0.21,-370.31,0.03,-0.663,0.266,0.067,1697.844,0.032,-0.864,0.483,0.197,-373.298,0.03,NAmerica,298.386
2.186,0.921,0.183,-0.007,3924.867,0.034,-0.866,0.215,-0.228,2.687,0.017,-1.088,0.275,0.074,3763.593,0.032,NAmerica,298.944
3.494,-0.998,-0.046,-0.173,2.956,0.016,2.18,0.418,0.169,435.723,0.028,-1.001,0.101,-0.389,3.215,0.018,NAmerica,299.561
1.85,0.13,0.375,0.09,455.911,0.03,-0.74,0.493,0.215,6.739,0.02,-4.022,0.078,-0.104,502.126,0.033,NAmerica,298.752
2.928,-1.01,-0.083,-0.045,8.549,0.023,-0.506,0.425,-0.029,-255.141,0.02,-0.998,0.307,0.074,8.046,0.022,NAmerica,299.378
0.577,8.441,0.113,-0.049,-96146.567,0.02,2.544,0.438,0.148,-2543.117,0.024,33.13,0.141,0.013,-93265.873,0.02,NAmerica,292.4
0.577,-1.383,0.111,-0.015,5783.452,0.026,-2.523,0.337,0.073,1102.711,0.021,-2.385,0.163,0.026,5664.289,0.026,NAmerica,292.4
1.872,-0.385,0.179,-0.459,1383.6,0.026,1.395,0.547,0.288,2494.778,0.021,-0.664,0.208,0.023,1132.433,0.021,NAmerica,289.382
1.872,0.297,0.297,-0.079,1551.897,0.027,-3.758,0.23,-0.219,3158.023,0.022,-0.07,0.333,0.109,1410.333,0.025,NAmerica,289.382
0.536,-1.676,0.091,-0.455,3448.943,0.024,3.399,0.233,-0.182,-1520.214,0.028,-0.293,0.078,-0.085,2978.932,0.02,NAmerica,292.281
0.536,0.167,0.196,-0.232,-686.426,0.028,-1.166,0.339,-0.201,372.849,0.018,-0.395,0.071,-0.057,-635.854,0.026,NAmerica,292.281
0.536,-0.667,0.119,-0.621,433.122,0.021,4.143,0.475,0.159,-1474.413,0.022,-0.792,0.067,-0.148,364.468,0.018,NAmerica,292.281
0.536,10.408,0.35,0.003,-1605.491,0.024,-1.121,0.53,0.137,2.882,0.012,1.498,0.252,0.059,-1560.132,0.024,NAmerica,292.281
1.45,-1.104,0.765,0.456,2.288,0.009,1.526,0.706,0.492,-593.354,0.015,-1.011,0.619,0.147,2.867,0.012,NAmerica,295.737
2.208,-11.623,0.564,-0.073,1774.869,0.023,-3.074,0.734,0.529,3559.091,0.01,-8.488,0.555,0.299,1434.438,0.019,NAmerica,297.228
2.183,-9.678,0.569,-0.963,-4906.496,0.022,0.483,0.705,0.486,19.357,0.015,-6.607,0.583,0.24,-3053.159,0.013,NAmerica,297.051
1.457,-0.884,0.683,0.134,25.133,0.019,0.558,0.339,0.114,-850.58,0.031,-0.746,0.777,0.601,17.057,0.013,Asia,298.558
1.286,5.043,0.248,-0.257,-1013.125,0.036,-0.668,0.84,0.536,148.001,0.023,1.44,0.369,0.133,-841.307,0.03,NAmerica,296.456
1.878,0.318,0.72,0.447,161.439,0.025,-0.775,0.672,0.451,-199.976,0.016,-0.323,0.728,0.458,159.848,0.025,NAmerica,296.128
1.617,-0.28,0.543,-0.072,-285.376,0.022,-0.913,0.471,0.217,766.976,0.014,-1.009,0.59,0.334,-224.981,0.018,NAmerica,295.204
1.462,3.032,0.412,-1.245,-1069.066,0.023,5.968,0.254,-0.067,2678.568,0.011,2.027,0.513,0.069,-688.453,0.015,NAmerica,294.734
1.462,36.093,0.331,-3.262,5353.535,0.021,-0.801,0.648,0.415,-115.971,0.016,30.321,0.342,-0.954,3624.539,0.014,NAmerica,294.734
2.175,-1.117,0.587,-0.108,-218.048,0.023,-2.008,0.747,0.45,-97.088,0.018,-0.912,0.565,0.316,-171.279,0.018,NAmerica,294.599
4.158,-1.95,0.66,0.369,-103.991,0.019,-15.713,0.615,0.23,-1914.262,0.031,-2.075,0.722,0.514,-91.278,0.017,NAmerica,295.376
1.404,-28.541,0.489,0.19,-1962.602,0.032,1.152,0.687,0.372,1837.315,0.022,-24.375,0.558,0.281,-1849.651,0.03,NAmerica,293.899
1.037,46.019,0.623,0.061,20419.217,0.027,1.047,0.663,0.316,4484.947,0.019,18.566,0.641,0.394,16405.116,0.022,NAmerica,293.651
0.994,-0.44,0.59,-0.365,-4328.004,0.026,-0.845,0.541,0.255,-294.032,0.021,0.786,0.6,0.323,-3047.955,0.018,NAmerica,293.589
1.222,-0.547,0.431,-0.43,-1822.01,0.031,-2.561,0.682,0.413,452.539,0.017,0.251,0.428,0.148,-1405.866,0.024,NAmerica,293.874
1.222,-6.358,0.546,-0.413,702.052,0.026,11.441,0.461,0.212,-16835.594,0.014,-4.436,0.488,0.194,530.081,0.02,NAmerica,293.874
1.214,2.506,0.456,-1.558,-811.021,0.025,0.465,0.536,0.286,344.403,0.011,0.787,0.481,-0.212,-558.272,0.017,NAmerica,293.032
1.214,-1.55,0.586,-1.385,629.487,0.02,-0.959,0.655,0.262,-226.32,0.02,-2.38,0.558,-0.223,450.688,0.014,NAmerica,293.032
1.032,-2.223,0.662,0.391,797.138,0.018,-0.86,0.728,0.441,-116.411,0.016,-1.696,0.667,0.439,765.205,0.018,NAmerica,293.433
1.032,-5.286,0.592,0.219,2757.529,0.019,14.096,0.766,0.414,-12787.957,0.023,-3.439,0.628,0.394,2428.486,0.017,NAmerica,293.433
1.04,-1.168,0.65,0.207,-234.561,0.021,0.17,0.603,0.231,-1267.899,0.029,-1.24,0.672,0.438,-197.431,0.018,NAmerica,292.978
1.079,-0.224,0.67,0.408,-266.293,0.016,-0.796,0.614,0.239,-276.593,0.024,-0.334,0.633,0.401,-267.86,0.017,NAmerica,293.262
1.271,0.464,0.602,0.162,-267.388,0.029,-0.019,0.446,0.108,141.584,0.013,-0.233,0.656,0.425,-221.613,0.024,NAmerica,292.821
1.178,-2.963,0.629,0.31,-670.828,0.027,-0.763,0.469,0.212,42.611,0.013,-1.509,0.66,0.419,-615.849,0.025,NAmerica,292.662
1.132,0.254,0.653,0.342,-179.127,0.024,-0.699,0.395,0.136,58.795,0.014,-0.514,0.674,0.449,-163.88,0.022,NAmerica,292.663
1.126,0.216,0.551,-0.243,167.091,0.016,-0.625,0.318,0.078,113.263,0.016,-0.39,0.5,0.249,129.936,0.012,Asia,270.831
1.126,-0.706,0.491,-0.037,48.889,0.015,-2.326,0.484,0.117,424.778,0.009,-0.853,0.476,0.214,42.577,0.013,Asia,270.831
1.126,-0.628,0.479,-0.024,64.007,0.016,-0.425,0.251,0.061,266.904,0.024,-0.813,0.401,0.159,58.012,0.014,Asia,270.831
1.039,-0.485,0.276,-0.263,132.608,0.019,-0.713,0.426,0.18,77.888,0.015,-0.606,0.322,0.101,111.841,0.016,Asia,270.631
0.959,-12.006,0.398,-1.368,695.618,0.014,-0.5,0.522,0.243,76.848,0.018,-2.875,0.509,0.233,395.839,0.008,Asia,270.144
0.959,-0.317,0.254,-0.023,278.645,0.025,2.349,0.236,-0.133,1628.843,0.011,-0.421,0.276,0.074,265.092,0.024,Asia,270.144
0.959,-0.722,0.354,-0.128,91.386,0.018,-0.409,0.292,-0.024,-155.292,0.013,-0.726,0.507,0.233,75.326,0.014,Asia,270.144
0.864,-0.199,0.493,0.212,78.413,0.018,-2.726,0.506,0.193,-14.414,0.01,-0.444,0.586,0.249,76.554,0.017,Asia,269.133
0.864,3.141,0.282,-0.741,2019.791,0.013,-0.403,0.757,0.541,107.832,0.011,8.953,0.301,0.053,1489.056,0.01,Asia,269.133
0.864,1.443,0.35,-0.673,-198.487,0.016,-1.271,0.675,0.274,-134.987,0.047,-0.315,0.434,0.186,-138.407,0.011,Asia,269.133
0.864,-2.767,0.524,-0.296,-18.268,0.013,-0.421,0.482,0.229,194.69,0.015,-2.022,0.577,0.31,-13.333,0.009,Asia,269.133
1.261,-0.62,0.625,-1.572,362.667,0.025,-0.202,0.425,0.161,97.662,0.018,-2.688,0.658,0.173,205.576,0.014,NAmerica,292.551
1.319,-0.662,0.616,0.379,96.563,0.042,-0.34,0.5,0.223,121.318,0.012,-0.792,0.668,0.344,99.246,0.043,NAmerica,293.362
1.232,-3.658,0.486,-0.156,238.393,0.018,-1.011,0.435,0.189,71.877,0.02,-1.44,0.612,0.338,180.433,0.014,Asia,271.728
1.232,1.73,0.439,-0.216,117.59,0.022,-0.77,0.368,0.086,51.488,0.015,-0.019,0.549,0.285,90.154,0.017,Asia,271.728
1.232,0.113,0.502,-0.437,164.975,0.017,-0.874,0.136,-0.031,49.971,0.025,-0.722,0.494,0.239,120.062,0.012,Asia,271.728
1.232,-0.487,0.415,0.012,79.335,0.022,-0.785,0.447,0.199,60.429,0.015,-0.886,0.535,0.234,69.885,0.019,Asia,271.728
1.232,-0.612,0.379,-0.453,64.929,0.018,-0.843,0.564,0.31,-118.314,0.014,-0.903,0.381,0.143,49.857,0.014,Asia,271.728
1.234,-0.634,0.064,-0.37,57.595,0.029,-0.698,0.631,0.315,19.306,0.019,-0.909,0.147,0.007,49.045,0.024,Asia,271.192
1.234,-0.375,0.488,-0.03,68.51,0.017,1.637,0.279,-0.011,57.366,0.011,-0.844,0.45,0.194,60.609,0.015,Asia,271.192
1.234,0.79,0.483,-0.054,-146.236,0.017,1.627,0.455,0.192,38.642,0.014,-0.301,0.607,0.297,-119.43,0.014,Asia,271.192
1.234,0.231,0.494,0.208,20.756,0.02,-11.214,0.609,0.357,888.707,0.015,-0.477,0.531,0.199,20.869,0.02,Asia,271.192
1.234,2.528,0.327,-0.753,75.544,0.015,-1.377,0.457,0.193,-1166.631,0.034,0.169,0.373,0.125,53.349,0.01,Asia,271.192
1.234,2.515,0.337,-0.65,55.204,0.02,-0.625,0.667,0.074,-596.57,0.007,0.165,0.475,0.225,37.847,0.014,Asia,271.192
1.234,-21.953,0.582,0.155,1018.542,0.017,-1.119,0.14,-0.134,-63.86,0.02,-20.599,0.573,0.298,928.513,0.016,Asia,271.192
2.279,-0.416,0.358,0.044,-428.689,0.035,-1.218,0.553,0.229,27.48,0.033,-0.748,0.391,0.151,-404.032,0.033,NAmerica,291.897
3.245,-3.243,0.366,-1.887,-1433.739,0.013,-0.975,0.508,0.167,23.433,0.04,-0.988,0.452,-0.253,-944.473,0.008,NAmerica,292.404
5.092,-0.433,0.266,0.015,-59.51,0.019,-0.974,0.42,0.131,24.579,0.039,-0.865,0.286,0.075,-57.671,0.018,NAmerica,290.934
5.092,-1.061,0.516,0.203,27.934,0.033,-0.872,0.562,0.115,-3.133,0.03,-1.198,0.677,0.235,27.366,0.033,NAmerica,290.934
5.092,-0.997,0.448,0.161,23.523,0.04,-0.956,0.566,0.258,18.185,0.028,-0.923,0.548,0.147,23.715,0.041,NAmerica,290.934
5.092,-0.993,0.391,0.135,24.528,0.039,-0.946,0.566,0.189,38.515,0.046,-0.917,0.537,0.148,24.336,0.039,NAmerica,290.934
5.092,-0.847,-0.015,-0.079,-3.459,0.034,-1.1,0.394,0.131,29.008,0.048,-0.728,0.196,-0.013,-3.351,0.033,NAmerica,290.934
5.092,-0.989,0.387,0.147,19.498,0.03,-0.883,0.548,0.18,90.943,0.043,-0.884,0.49,0.186,19.047,0.03,NAmerica,290.934
5.092,-0.88,0.353,0.107,40.407,0.048,-1.185,0.349,0.109,-129.702,0.034,-0.905,0.551,0.148,39.463,0.047,NAmerica,290.934
5.092,-0.775,0.29,0.084,29.787,0.049,-1.347,0.463,0.21,-767.708,0.014,-0.888,0.422,0.114,29.288,0.048,NAmerica,290.934
5.092,-0.958,0.362,0.115,94.443,0.044,-0.827,0.591,0.346,-88.766,0.012,-0.698,0.471,0.12,94.198,0.044,NAmerica,290.934
5.092,-0.746,0.479,0.177,-124.652,0.033,0.602,0.605,0.336,2272.335,0.017,-1.427,0.532,0.159,-126.038,0.033,NAmerica,290.934
4.035,0.899,0.337,-0.073,765.789,0.016,-0.016,0.482,0.231,134.801,0.019,-0.325,0.408,0.133,688.047,0.015,NAmerica,290.338
3.714,-6.636,0.572,0.166,-1540.573,0.014,0.926,0.52,0.269,62.702,0.011,-2.547,0.522,0.221,-1488.335,0.014,NAmerica,290.896
1.277,0.543,0.586,-0.433,-996.54,0.024,2.43,0.154,-4.193,-1530.139,0.012,-0.267,0.635,0.386,-652.182,0.016,NAmerica,292.527
1.277,1.283,0.477,0.074,147.94,0.021,0.514,0.378,-0.182,510.857,0.012,-0.039,0.505,0.23,134.883,0.019,Asia,271.921
1.277,4.394,0.51,-0.046,74.99,0.014,-0.4,0.583,0.202,86.854,0.009,0.682,0.591,0.328,60.098,0.011,Asia,271.921
1.277,27.383,0.131,-15.298,-2710.856,0.022,-0.084,0.473,0.223,220.225,0.015,6.404,0.371,-1.327,-1024.277,0.008,Asia,271.921
1.277,0.791,0.267,-2.447,872.506,0.02,-0.099,0.57,0.32,37.721,0.012,0.999,0.447,0.107,444.18,0.01,Asia,271.921
1.098,-0.602,0.52,-1.613,157.174,0.017,-0.606,0.426,0.101,71.856,0.013,-0.643,0.56,0.249,84.247,0.009,Asia,271.087
1.098,0.078,0.449,-0.101,262.215,0.018,-0.148,0.458,0.2,34.658,0.012,-0.565,0.481,0.225,220.005,0.015,Asia,271.087
1.098,1.737,0.472,0.032,45.001,0.015,0.964,0.453,0.192,420.752,0.015,0.011,0.543,0.262,39.307,0.013,Asia,271.087
1.098,-0.536,0.324,-0.89,104.217,0.019,-0.264,0.508,0.25,26.895,0.011,-0.813,0.362,0.088,72.376,0.013,Asia,271.087
1.098,1.586,0.222,-0.576,48.639,0.017,0.462,0.436,0.175,320.172,0.014,-0.045,0.378,0.143,35.872,0.012,Asia,271.087
1.098,1.313,0.456,-0.182,508.957,0.018,3.032,0.477,0.223,288.591,0.012,-0.068,0.541,0.288,395.105,0.014,Asia,271.087
1.098,1.234,0.476,-0.153,33.335,0.013,-0.342,0.259,-0.389,67.246,0.018,-0.175,0.62,0.349,25.043,0.01,Asia,271.087
1.098,0.721,0.39,-0.357,410.606,0.018,-0.108,0.106,-0.484,66.95,0.014,-0.306,0.428,0.182,318.819,0.014,Asia,271.087
1.098,10.506,0.422,-0.115,345.776,0.014,-0.682,0.324,0.07,85.01,0.016,3.477,0.57,0.288,276.374,0.011,Asia,271.087
1.098,0.935,0.468,-0.587,71.88,0.019,-1.524,0.357,-0.133,309.655,0.015,-0.27,0.618,0.378,44.992,0.012,Asia,271.087
1.098,1.546,0.38,-0.369,64.31,0.014,-2.5,0.36,-1.22,970.959,0.011,-0.009,0.509,0.258,47.325,0.01,Asia,271.087
1.098,-0.625,0.31,-0.381,103.604,0.019,15.006,0.367,-0.478,-3685.721,0.01,-0.849,0.345,0.116,82.887,0.015,Asia,271.087
1.098,-6.145,0.422,-0.954,406.682,0.019,-1.447,0.388,-0.68,311.927,0.009,-2.364,0.591,0.342,235.996,0.011,Asia,271.087
1.098,-25.538,0.3,-5.112,1611.02,0.018,-3.73,0.411,0.097,2668.91,0.012,-7.996,0.545,-0.044,665.772,0.007,Asia,271.087
1.098,95.014,0.255,-3.964,-6754.953,0.018,8.525,0.103,-0.83,14362.674,0.012,26.809,0.519,0.094,-2886.242,0.008,Asia,271.087
1.098,-8.297,0.266,-5.457,611.531,0.017,-1.453,0.394,0.101,318.959,0.016,-3.081,0.443,-0.141,257.031,0.007,Asia,271.087
1.098,-45.624,0.31,-1.043,4014.936,0.018,0.245,0.575,0.307,327.675,0.012,-13.725,0.464,0.21,2496.53,0.011,Asia,271.087
1.098,9.393,0.297,-3.006,21252.633,0.018,-0.31,0.399,-0.057,131.593,0.012,-48.799,0.395,-0.068,10971.925,0.01,Asia,271.087
1.098,-5.639,0.451,-0.22,371.653,0.019,-0.81,0.367,0.109,55.709,0.018,-2.23,0.548,0.299,281.646,0.014,Asia,271.087
1.098,-0.54,0.603,-0.181,427.702,0.016,-0.552,0.507,0.222,86.389,0.013,-0.179,0.676,0.45,291.84,0.011,Asia,271.087
1.098,-0.542,0.398,-1.538,203.858,0.018,-0.736,0.431,0.154,63.545,0.012,-0.59,0.412,0.078,122.891,0.011,Asia,271.087
1.098,-1.359,0.53,0.083,56.527,0.018,-0.61,0.56,0.31,84.406,0.014,-1.098,0.5,0.24,51.476,0.017,Asia,271.087
1.098,-1.918,0.386,-0.687,127.247,0.019,-0.852,0.55,0.3,45.214,0.019,-1.232,0.517,0.267,83.883,0.013,Asia,271.087
1.098,-1.499,0.427,-0.5,84.613,0.016,-0.834,0.49,0.229,53.864,0.017,-1.137,0.497,0.247,59.955,0.012,Asia,271.087
1.098,-1.737,0.54,-0.071,105.149,0.017,-1.361,0.189,-1.022,367.759,0.009,-1.202,0.596,0.336,82.781,0.014,Asia,271.087
1.098,-1.426,0.662,0.303,45.092,0.019,-0.337,0.266,-0.131,84.364,0.012,-1.129,0.66,0.393,42.08,0.017,Asia,271.087
1.137,-0.494,0.469,0.08,58.824,0.019,-0.685,0.604,0.312,23.759,0.014,-0.853,0.492,0.222,54.085,0.017,Asia,270.443
1.137,-5.498,0.221,-6.298,698.652,0.017,-0.65,0.501,0.238,98.132,0.017,-2.696,0.352,-0.452,311.68,0.008,Asia,270.443
1.137,1.241,0.322,-1.426,123.58,0.017,-0.472,0.502,0.248,137.787,0.014,-0.037,0.311,-0.028,80.437,0.011,Asia,270.443
1.003,-0.039,0.546,0.242,24.941,0.014,1.808,0.403,-0.002,120.466,0.008,-0.483,0.598,0.305,23.88,0.014,Asia,269.663
1.003,-0.095,0.415,0.003,112.214,0.019,1.814,0.41,0.069,109.757,0.01,-0.696,0.639,0.351,90.522,0.015,Asia,269.663
1.003,0.364,0.501,0.063,153.841,0.015,-0.758,0.579,0.312,7.856,0.009,-0.543,0.548,0.282,134.634,0.013,Asia,269.663
1.003,3.127,0.165,-2.213,215.662,0.015,-6.378,0.385,0.145,-112.804,0.015,1.052,0.296,-0.129,127.863,0.009,Asia,269.663
1.003,3.135,0.179,-1.693,186.619,0.018,-2.539,0.742,0.517,-378.454,0.013,1.056,0.263,-0.125,120.613,0.011,Asia,269.663
1.003,-0.435,0.502,-1.035,13.514,0.016,-0.638,0.737,0.364,-206.036,0.019,-0.669,0.589,0.326,7.776,0.009,Asia,269.663
1.003,-13.414,0.076,-0.431,-145.948,0.02,0.615,0.398,0.031,111.629,0.01,-6.879,0.149,-0.066,-126.008,0.017,Asia,269.663
4.055,-2.493,0.311,-0.227,-603.368,0.021,-0.2,0.458,0.203,108.429,0.014,-0.624,0.598,0.342,-441.927,0.016,NAmerica,293.362
1.208,-1.535,0.629,0.133,847.12,0.023,1.407,0.449,0.192,326.064,0.015,-0.844,0.644,0.414,696.151,0.019,NAmerica,292.837
1.249,2.367,0.457,-1.114,164.905,0.015,1.11,0.505,0.095,172.816,0.01,0.226,0.476,0.205,101.115,0.009,Asia,271.375
1.249,-0.364,0.468,-0.213,133.761,0.018,0.126,0.484,0.145,39.954,0.008,-0.872,0.518,0.26,104.476,0.014,Asia,271.375
1.249,0.912,0.561,0.005,361.716,0.016,-3.695,0.288,-0.586,124.66,0.011,-0.615,0.488,0.238,316.572,0.014,Asia,271.375
1.249,0.676,0.476,-1.617,293.857,0.017,-0.131,0.496,0.218,143.361,0.012,-0.662,0.61,0.352,146.272,0.008,Asia,271.375
1.249,1.194,0.381,-1.049,61.87,0.013,-0.407,0.489,0.234,22.553,0.011,-0.199,0.561,0.315,35.782,0.007,Asia,271.375
1.249,-1.257,0.101,-4.291,227.667,0.02,-0.537,0.462,0.127,-216.675,0.013,-0.152,0.296,-0.304,113.015,0.01,Asia,271.375
